id,url,title,visit_count,typed_count,last_visit_time,hidden
31,https://www.googleadservices.com/pagead/aclk?sa=L&ai=Can63krt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1mgkTaHR0cDovL21pbnRhaG9lLmNvbbEJYVv800y1HamACgGYCwGhC9Xvr4bDIk0hyAsC0AsRuAwBuBPsA9gTAoIUERoPd3d3LnlvdXR1YmUuY29tiBQBoBcB&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&client=ca-pub-6219811747049371&ms=CoACPMjH1denXpkW4xg0IylR9bUktMJdXymmKYTIiFXcSfp2MbkoRv7UNNZcoXbEsx1RDwLaaljMRsn4h3KRjDYSG0r7gumV45jMLqlFjFbkWaG4ObzBO5zhOb3RqAH2Z6k_Aie29aM4XfeCfHw2Mu4aGkwoZN1_9RxAYpMHUB5u-9GA7mGzq0QmAfBG02dZf-6j-r19-KWLu79myFvagOwqGGYk0Via5brXG4YygPjlOOvo9HxydF2xzfF5_T1phYQWDPC8MUjsjgfXDBnbSclb8T7XCYFnpYfnnOs9SuruWYxwPimrrtfcO95-gRn0sV9nEWOuACS1xjyUXuKzk3QeJwqAAtb13RN8_xMh9zFaPBSrhvwISwS4waCVz_YTbrneih2iPuwA-YYiKFo8EEENbA2qe1-vc_Lx-CSXnfj9_2wqEsxCl18QSgufilctPX2zPgoPU1xa7oIZmMJYqKwFfdqsyXib130gMjW10BgWCC3dffg7zofQuHVjAReKs9ezne4lurYdyRl7KyH-RH4B1OQ5DC5kFk_oqpQhVncPNjxSUGgcD0VWKTiWeZPze-m7satdEUXkPmEHwT77Az8bu_baKsFw3P5Bnj25G946yU-hvKVVzxT5GwazleQxnj-JHAwxqxkHKipwtUYeHR2wIGgP-xZbshtApCaPOfExdggxSxISEFDpuPDnFoHtWi34uF_0piI&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691&dblrd=1&uid=Cl4AZWm_UpBtRJrhtfB5FzSnqF84N0b7m7DIHXzizGSIeCEZ9BeawwVq4-jhr_DupCwyvDBqwhwMf2xD_Kga2Gsos7xm6NfA1OAII2kwu9HKKcOsKa15b68F1nbZUWDVEO_6ooMGGAIYDw&sig=AOD64_3uhbaAt35uCFNR5lqxM7DZagKwRw&adurl=http://mintahoe.com,Minneapolis Catering | Mintahoe Catering & Events,1,0,13263064467600741,0
32,http://mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE,Minneapolis Catering | Mintahoe Catering & Events,1,0,13263064467600741,0
33,http://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE,Minneapolis Catering | Mintahoe Catering & Events,1,0,13263064467600741,0
34,https://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE,Minneapolis Catering | Mintahoe Catering & Events,1,0,13263064467600741,0
35,https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,beavercreek commons - Google Search,7,0,13263945406396887,0
36,"https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#lkt=LocalPoiPhotos&trex=m_t:lcl_akp,rc_f:nav,rc_ludocids:17742529286704743048,rc_q:Beaver%2520Creek%2520Commons,ru_q:Beaver%2520Creek%2520Commons,trex_id:bo0myb",beavercreek commons - Google Search,1,0,13263945338415561,0
37,https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#sbfbu=1&pi=beavercreek%20commons,beavercreek commons - Google Search,2,0,13263945381367481,0
38,https://www.google.com/search?q=nike+outlet&client=ms-android-samsung-gn-rev1&ei=dS2HYKXHHdaC9PwPhrGOsAo&gs_ssp=eJzj4tVP1zc0TE_LTclLsohXYDRgdGDw4s7LzE5VyC8tyUktAQCVAwmP&oq=nike+&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIOCC4QxwEQrwEQkQIQkwIyCgguEMcBEKMCEEMyCgguEMcBEK8BEEMyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoICC4QxwEQrwE6BggAEBYQHjoCCCk6CAgAEOoCEI8BOgUILhCRAjoICC4QsQMQgwE6CAgAELEDEIMBOggILhDHARCjAjoLCC4QxwEQrwEQkQI6BAgAEEM6DQguELEDEMcBEKMCEEM6CwguELEDEMcBEKMCOgUIABCxAzoOCC4QsQMQxwEQowIQkQJQnY4BWJfVAWC1-gFoBXABeAKAAeIBiAGZGZIBBjAuMTQuM5gBAKABAbABFMgBCMABAQ&sclient=mobile-gws-wiz-serp,nike outlet - Google Search,2,0,13263945368899639,0
39,https://www.google.com/search?q=nike+outlet+monroe+ohio&client=ms-android-samsung-gn-rev1&ei=dS2HYKXHHdaC9PwPhrGOsAo&gs_ssp=eJzj4tZP1zcsSSk0K8iLN2C0UjWosLAwMTBNNjROgwIrgwpzM4NEY0NjQ0OTVGMTQyNjL_G8zOxUhfzSkpzUEoXc_LyifCAvIzMfAG2uF7M&oq=nike&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIKCCkQxwEQowIQQzIOCC4QxwEQrwEQkQIQkwIyDgguELEDEMcBEKMCEJECMgoILhDHARCvARBDMgIIADICCAAyAggAMgIIADoECAAQRzoCCCk6CAgAEOoCEI8BOgUILhCRAjoICC4QsQMQgwE6CAgAELEDEIMBOggILhDHARCjAjoLCC4QxwEQrwEQkQI6BAgAEEM6DQguELEDEMcBEKMCEEM6CwguELEDEMcBEKMCOgUIABCxAzoICC4QxwEQrwFQlilYwjdgn1BoAnABeACAAesBiAHkBpIBAzItNJgBAKABAbABFcgBCMABAQ&sclient=mobile-gws-wiz-serp,nike outlet monroe ohio - Google Search,2,0,13263945391444616,0
40,https://www.google.com/search?q=apple+mask&oq=apple+mask&aqs=chrome..69i57j0i433i457j0l3.2513j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,apple mask - Google Search,1,0,13265612788718137,0
41,https://hotels.tmobiletravel.com/th/tmobile/en/?utm_medium=partner-app&utm_campaign=tr-tmo-tuesdays-tmt-app&utm_content=tr-tmo-tuesdays-tmt-app&utm_source=tmo-tmt-app,T-Mobile TRAVEL | Save on accommodations and rental cars.,2,0,13265866564962743,0
42,https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%2C%20SC%2C%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F01%2F2021&checkOut=06%2F03%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D,T-Mobile Hotels: Hotel search result,1,0,13265866560012214,0
43,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F01%2F2021&checkOut=06%2F03%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D",T-Mobile Hotels: Hotel search result,3,0,13265866561586183,0
44,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F01%2F2021&checkOut=06%2F03%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=da6bbcd6-087d-4f2e-9a1d-ff1a97eb31a7&language=en",T-Mobile Hotels: Hotel search result,1,0,13265866561952372,0
45,https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%2C%20SC%2C%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D,T-Mobile Hotels: Hotel search result,1,0,13265866577448996,0
46,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D",T-Mobile Hotels: Hotel search result,7,0,13265866775819514,0
47,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=22f3e124-d5a7-480c-bf73-4b74a0dc8295&language=en",T-Mobile Hotels: Hotel search result,10,0,13265866775923035,0
48,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.6894543&longitude=-78.88151479999999&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc",T-Mobile Hotels: Hotel search result,5,0,13265866774439979,0
49,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.6894543&longitude=-78.88151479999999&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9",T-Mobile Hotels: Hotel search result,11,0,13265866775389239,0
50,"https://hotels.tmobiletravel.com/details?id=1485984&region=34790&query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.689454&longitude=-78.881515&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&dAvePrice=192",T-Mobile Hotels: Hotel details,8,0,13265866773651391,0
51,"https://hotels.tmobiletravel.com/booking/payment/45b9c2f7-5b1a-02eb-6a52-0afea10df172?hotelId=1485984&region=34790&query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.689454&longitude=-78.881515&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&dAvePrice=192&dp=1",T-Mobile Hotels: Payment,5,0,13265866772438836,0
52,"https://hotels.tmobiletravel.com/booking/payment/45b9c2f7-5b1a-02eb-6a52-0afea10df172?hotelId=1485984&region=34790&query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.689454&longitude=-78.881515&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&dTotalPrice=917&dp=0",T-Mobile Hotels: Payment,1,0,13265866763516474,0
53,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&language=en",T-Mobile Hotels: Hotel search result,2,0,13265866775893262,0
54,https://www.google.com/m?client=ms-android-samsung-gn-rev1&source=android-home#sbfbu=1&pi=,Google,1,0,13266351306106121,0
55,https://www.google.com/search?q=how+to+mount+a+pendrive+on+android&oq=how+to+mount+a+pen+drive+on+androu&aqs=chrome.1.69i57j33i10i160l3.17423j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,how to mount a pendrive on android - Google Search,2,0,13266351419489948,0
56,"https://www.google.com/amp/s/www.tomsguide.com/amp/us/connect-usb-drive-to-android,news-21213.html",How to Connect USB Storage Devices to Your Android Phone | Tom's Guide,1,0,13266351358394851,0
57,https://www.google.com/search?q=what+is+otg+file+format+does+android+support&oq=what+is+otg+file+format+does+android+support&aqs=chrome..69i57j33i160j33i299l2.15811j1j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,what is otg file format does android support - Google Search,2,0,13266352522043977,0
58,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,can a samsung micro usb connector transfer data - Google Search,2,0,13266352487114098,0
59,https://www.google.com/aclk?sa=L&ai=DChcSEwiVw8yS8eLwAhUx8uMHHSYfAKEYABAEGgJ5bQ&ae=2&sig=AOD64_3TMH0KcFSUq7MlnniGoha6rNY2fw&ctype=5&q=&ved=2ahUKEwih28GS8eLwAhWGVTABHauJDAwQ8w56BAgBEBs&dct=1&adurl=,"Amazon.com: Samsung Original Type C to USB Adapter - for LG G5, HTC 10, Google Pixel, MOTO Z",1,0,13266352413419671,0
60,https://www.amazon.com/Samsung-Original-Type-USB-Adapter/dp/B01N8PO8YA/ref=asc_df_B01N8PO8YA/?tag=hyprod-20&linkCode=df0&hvadid=309786254858&hvpos=&hvnetw=g&hvrand=18293347246396017199&hvpone=&hvptwo=&hvqmt=&hvdev=m&hvdvcmdl=&hvlocint=&hvlocphy=9008696&hvtargid=pla-570286414544&psc=1,"Amazon.com: Samsung Original Type C to USB Adapter - for LG G5, HTC 10, Google Pixel, MOTO Z",1,0,13266352413419671,0
61,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:8,can a samsung micro usb connector transfer data - Google Search,1,0,13266352488713918,0
62,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:166.85714721679688,can a samsung micro usb connector transfer data - Google Search,1,0,13266352489011425,0
63,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:168.38095092773438,can a samsung micro usb connector transfer data - Google Search,1,0,13266352489315602,0
64,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:60.57143020629883,can a samsung micro usb connector transfer data - Google Search,1,0,13266352489613321,0
65,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:59.0476188659668,can a samsung micro usb connector transfer data - Google Search,1,0,13266352489916368,0
66,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:273.5238037109375,can a samsung micro usb connector transfer data - Google Search,1,0,13266352490214072,0
67,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:517.7142944335938,can a samsung micro usb connector transfer data - Google Search,3,0,13266352509382100,0
68,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:209.90475463867188,can a samsung micro usb connector transfer data - Google Search,1,0,13266352490816214,0
69,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:325.3333435058594,can a samsung micro usb connector transfer data - Google Search,1,0,13266352491115900,0
70,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:508.19049072265625,can a samsung micro usb connector transfer data - Google Search,1,0,13266352492063129,0
71,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:0,can a samsung micro usb connector transfer data - Google Search,3,0,13266352511304854,0
72,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:97.14286041259766,can a samsung micro usb connector transfer data - Google Search,1,0,13266352492664218,0
73,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:308.19049072265625,can a samsung micro usb connector transfer data - Google Search,1,0,13266352492966047,0
74,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:342.4761962890625,can a samsung micro usb connector transfer data - Google Search,1,0,13266352493267529,0
75,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:323.80950927734375,can a samsung micro usb connector transfer data - Google Search,1,0,13266352493567083,0
