_id,context_id,transport_name,timestamp_ms,uptime_ms,payload,code,num_attempts,payload_encoding
21,1,FCM_CLIENT_EVENT_LOGGING,1625591936560,83485592,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625591936097333%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
22,1,FCM_CLIENT_EVENT_LOGGING,1625592431912,83980944,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625592431841919%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
23,1,FCM_CLIENT_EVENT_LOGGING,1625598474802,90023834,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625598474303663%2066a33706138e53"",""collapseKey"":""key_3"",""projectNumber"":""340331662088""}}'",,0,json
24,1,FCM_CLIENT_EVENT_LOGGING,1625614757706,106306738,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625614757488905%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
25,1,FCM_CLIENT_EVENT_LOGGING,1625626325711,117874744,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625626325588953%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
26,1,FCM_CLIENT_EVENT_LOGGING,1625629292719,120841751,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625629292653078%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
27,1,FCM_CLIENT_EVENT_LOGGING,1625657139481,148688513,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625657139399366%2066a33706138e51"",""collapseKey"":""key_1"",""projectNumber"":""340331662088""}}'",,0,json
28,1,FCM_CLIENT_EVENT_LOGGING,1625661560702,153109734,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625661560583537%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
29,1,FCM_CLIENT_EVENT_LOGGING,1625671281160,162830192,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625671280682448%2066a33706138e51"",""collapseKey"":""key_1"",""projectNumber"":""340331662088""}}'",,0,json
30,1,FCM_CLIENT_EVENT_LOGGING,1625677819542,169368575,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625677819428790%2066a33706138e51"",""collapseKey"":""key_1"",""projectNumber"":""340331662088""}}'",,0,json
31,1,FCM_CLIENT_EVENT_LOGGING,1625685037478,176586510,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625685037457090%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
32,1,FCM_CLIENT_EVENT_LOGGING,1625701085498,192634530,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625701085886731%2066a33706138e51"",""collapseKey"":""key_1"",""projectNumber"":""340331662088""}}'",,0,json
33,1,FCM_CLIENT_EVENT_LOGGING,1625708047309,199596341,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625708046508317%2066a33706138e53"",""collapseKey"":""key_3"",""projectNumber"":""340331662088""}}'",,0,json
34,1,FCM_CLIENT_EVENT_LOGGING,1625712240499,203789532,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625712240114865%2066a33706138e51"",""collapseKey"":""key_1"",""projectNumber"":""340331662088""}}'",,0,json
35,1,FCM_CLIENT_EVENT_LOGGING,1625828892277,23512233,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625828890139156%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
36,1,FCM_CLIENT_EVENT_LOGGING,1625841098305,35718260,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625841098321589%2066a33706138e53"",""collapseKey"":""key_3"",""projectNumber"":""340331662088""}}'",,0,json
37,1,FCM_CLIENT_EVENT_LOGGING,1625848741532,43361488,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625848741278064%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
38,1,FCM_CLIENT_EVENT_LOGGING,1625853085553,47705509,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625853085357324%2066a33706138e53"",""collapseKey"":""key_3"",""projectNumber"":""340331662088""}}'",,0,json
39,1,FCM_CLIENT_EVENT_LOGGING,1625862572554,57192509,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625862571786006%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
40,1,FCM_CLIENT_EVENT_LOGGING,1625869672281,64292236,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625869671463578%2066a33706138e51"",""collapseKey"":""key_1"",""projectNumber"":""340331662088""}}'",,0,json
41,1,FCM_CLIENT_EVENT_LOGGING,1625878774173,73394129,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":2,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625877534631743%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
42,1,FCM_CLIENT_EVENT_LOGGING,1625892877695,87497650,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":2,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625884021035634%2066a33706138e53"",""collapseKey"":""key_3"",""projectNumber"":""340331662088""}}'",,0,json
43,1,FCM_CLIENT_EVENT_LOGGING,1625931052814,125672770,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":2,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625917639578090%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
44,1,FCM_CLIENT_EVENT_LOGGING,1625931052880,125672836,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":2,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625923205012900%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
45,1,FCM_CLIENT_EVENT_LOGGING,1625935138392,129758348,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625935137177317%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
46,1,FCM_CLIENT_EVENT_LOGGING,1625937647299,132267254,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625937647731995%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
47,1,FCM_CLIENT_EVENT_LOGGING,1625945780623,140400578,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625945779663390%2066a33706138e51"",""collapseKey"":""key_1"",""projectNumber"":""340331662088""}}'",,0,json
48,1,FCM_CLIENT_EVENT_LOGGING,1625951946076,146566032,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625951945970592%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
49,1,FCM_CLIENT_EVENT_LOGGING,1625963930727,158550683,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625963930604569%2066a33706138e51"",""collapseKey"":""key_1"",""projectNumber"":""340331662088""}}'",,0,json
50,1,FCM_CLIENT_EVENT_LOGGING,1625970188332,164808287,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1625970188166659%2066a33706138e53"",""collapseKey"":""key_3"",""projectNumber"":""340331662088""}}'",,0,json
51,1,FCM_CLIENT_EVENT_LOGGING,1626001815536,196435492,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1626001814850279%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
52,1,FCM_CLIENT_EVENT_LOGGING,1626012871963,207491919,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1626012871768954%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
53,1,FCM_CLIENT_EVENT_LOGGING,1626025227696,219847652,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1626025227117851%2066a33706138e51"",""collapseKey"":""key_1"",""projectNumber"":""340331662088""}}'",,0,json
54,1,FCM_CLIENT_EVENT_LOGGING,1626028722857,223342812,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1626028722764136%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
55,1,FCM_CLIENT_EVENT_LOGGING,1626035886375,230506331,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":1,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1626035886218694%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
56,1,FCM_CLIENT_EVENT_LOGGING,1626055127233,249747189,"b'{""messaging_client_event"":{""ttl"":172799,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":2,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1626053917090853%2066a33706138e50"",""collapseKey"":""key_0"",""projectNumber"":""340331662088""}}'",,0,json
57,1,FCM_CLIENT_EVENT_LOGGING,1626076644817,271264773,"b'{""messaging_client_event"":{""ttl"":172800,""event"":""MESSAGE_DELIVERED"",""instanceId"":""dfKA2aYhRkWh4ADhfuOqtR"",""priority"":2,""packageName"":""com.zhiliaoapp.musically"",""sdkPlatform"":""ANDROID"",""messageType"":""DATA_MESSAGE"",""messageId"":""0:1626056918566738%2066a33706138e52"",""collapseKey"":""key_2"",""projectNumber"":""340331662088""}}'",,0,json
