_id,storyId,userName,displayName,isLocal,profileDescription,sharedId,latestTimeStamp,latestExpirationTimestamp,viewed,kind,groupStoryType,isPostable,rankingId,lastSyncRequestId,minSequence,maxSequence,lastSyncMaxSequence,userId
18,d91472ee-adee-43a2-8bb0-16614d8ee3bc,,Jobie🐉,0,,,,,,0,,0,,,1.0,1.0,1,d91472ee-adee-43a2-8bb0-16614d8ee3bc
19,484f9729-5c66-45e5-8332-01c15f21f506,,Exotica,0,,,,,,0,,0,,,1.0,4.0,4,484f9729-5c66-45e5-8332-01c15f21f506
20,92692dc5-ab7a-4e14-917e-7e7cb8147690,,✌❗Ginessa❗👌,0,,,,,,0,,0,,,1.0,2.0,2,92692dc5-ab7a-4e14-917e-7e7cb8147690
21,8b8e2b22-1ecb-42e1-be96-95aee5c617cd,,aliana<3,0,,,,,,0,,0,,,1.0,7.0,7,8b8e2b22-1ecb-42e1-be96-95aee5c617cd
22,8ea13e4a-77b6-44d6-a12a-377e64b4ca2c,,𝘔𝘰𝘦🖤,0,,,,,,0,,0,,,1.0,4.0,4,8ea13e4a-77b6-44d6-a12a-377e64b4ca2c
23,194eea19-c527-443c-81c1-669750dafd58,,lauryn 🧃,0,,,,,,0,,0,,,1.0,1.0,1,194eea19-c527-443c-81c1-669750dafd58
24,e2c77e32-58d6-4691-953b-a1311cc953c7,,₆⁶₆🦇𖤐Břøķəñ Həąŕțĕđ𖤐🦇₆⁶₆,0,,,,,,0,,0,,,1.0,3.0,3,e2c77e32-58d6-4691-953b-a1311cc953c7
25,bad2ca0f-4709-4a4b-9a7b-e4423eec2ff8,,gettheshitouttahere,0,,,,,,0,,0,,,1.0,18.0,18,bad2ca0f-4709-4a4b-9a7b-e4423eec2ff8
26,3c334ead-8e78-430d-bd9e-11899bde71a2,,lilsicx’ 🍀🖤,0,,,,,,0,,0,,,1.0,2.0,2,3c334ead-8e78-430d-bd9e-11899bde71a2
27,ecd82487-72cb-4ee1-a778-2cbdc3eaa542,,$ml Tonio4️⃣🕺🏽,0,,,,,,0,,0,,,1.0,1.0,1,ecd82487-72cb-4ee1-a778-2cbdc3eaa542
28,8ca5c25d-c8b6-460e-b671-dfd16787e41b,,vanessa 🦋,0,,,,,,0,,0,,,1.0,1.0,1,8ca5c25d-c8b6-460e-b671-dfd16787e41b
29,518182d3-5fc0-44db-b7fa-93bdcc0a9abc,,Helio🇨🇻🤼‍♂️⚽️,0,,,,,,0,,0,,,1.0,1.0,1,518182d3-5fc0-44db-b7fa-93bdcc0a9abc
30,941d6df0-39ac-4fd1-97c2-3378b21fa4b5,,TONY Camacho,0,,,,,,0,,0,,,1.0,1.0,1,941d6df0-39ac-4fd1-97c2-3378b21fa4b5
31,dec67371-47b8-4413-a27d-9b2a9f6fe740,,𝑆𝑒𝑟𝑒𝑛𝑖𝑡𝑦 🍓🐸 <3,0,,,,,,0,,0,,,1.0,2.0,2,dec67371-47b8-4413-a27d-9b2a9f6fe740
32,ebf179ff-476b-484c-bfbf-e1b69434011f,,$eatownPeno💸2️⃣2️⃣8️⃣🌊,0,,,,,,0,,0,,,1.0,10.0,10,ebf179ff-476b-484c-bfbf-e1b69434011f
33,5b5275cc-5450-4740-8b13-e2ac84355f16,,𝕬𝖛𝖆🕸🥀⋆,0,,,,,,0,,0,,,1.0,4.0,4,5b5275cc-5450-4740-8b13-e2ac84355f16
34,133a3aa0-9b2a-481a-970e-79fe95eb9c06,,Ãj Kãppãlõt❤️🤞🏽,0,,,,,,0,,0,,,1.0,7.0,7,133a3aa0-9b2a-481a-970e-79fe95eb9c06
35,93e8fc0d-1a82-4a08-bd9a-0ea1a98047b3,,Jaylen☺️✌️,0,,,,,,0,,0,,,1.0,6.0,6,93e8fc0d-1a82-4a08-bd9a-0ea1a98047b3
36,eb4e08f2-bb0d-4c0a-892e-786a25df008e,,Maria Ramirez,0,,,,,,0,,0,,,1.0,1.0,1,eb4e08f2-bb0d-4c0a-892e-786a25df008e
37,f9f1f300-b39e-4e54-9f81-aecf0ef80f5e,,DEREK Gonzalez🇲🇽,0,,,,,,0,,0,,,1.0,21.0,21,f9f1f300-b39e-4e54-9f81-aecf0ef80f5e
38,a69270ea-37b7-41ff-bc7e-28224ea4b811,,Katie,0,,,,,,0,,0,,,1.0,2.0,2,a69270ea-37b7-41ff-bc7e-28224ea4b811
39,839cef7c-7343-45ed-b7e9-4812fbfe5ff3,,harmony👺🤍’,0,,,,,,0,,0,,,1.0,4.0,4,839cef7c-7343-45ed-b7e9-4812fbfe5ff3
40,e95965c0-1231-4f28-8186-c5a0938364c9,,𝕄𝕒𝕝𝕚𝕜 ✪,0,,,,,,0,,0,,,1.0,1.0,1,e95965c0-1231-4f28-8186-c5a0938364c9
41,90086b33-8372-4d07-bbca-4e3396cd900d,,vie.babyy😍😍,0,,,,,,0,,0,,,1.0,7.0,7,90086b33-8372-4d07-bbca-4e3396cd900d
42,92119edd-8279-4436-b35c-7653b62420bd,,J A C K🤣😭🏈,0,,,,,,0,,0,,,1.0,2.0,2,92119edd-8279-4436-b35c-7653b62420bd
43,a5a9b40e-1b6e-4878-bf2c-39a95dd5f4e8,,Dümb ×͜×,0,,,,,,0,,0,,,1.0,3.0,3,a5a9b40e-1b6e-4878-bf2c-39a95dd5f4e8
44,b30c31ec-b5ab-46d9-b7e2-52d8427296a3,,𝓚𝓭シ,0,,,,,,0,,0,,,1.0,4.0,4,b30c31ec-b5ab-46d9-b7e2-52d8427296a3
45,c4efd831-df07-4769-9760-06270da530fb,,Holly🚬💨👽✌,0,,,,,,0,,0,,,1.0,2.0,2,c4efd831-df07-4769-9760-06270da530fb
46,18010b6d-700b-42e2-a18b-35843891e9fe,,Your Local Mean Girl😌💯,0,,,,,,0,,0,,,1.0,10.0,10,18010b6d-700b-42e2-a18b-35843891e9fe
47,6bab92d5-1339-4ceb-843d-7412a024af29,,Alex Diangelo,0,,,,,,0,,0,,,1.0,9.0,9,6bab92d5-1339-4ceb-843d-7412a024af29
48,a54c58a5-0cb7-4716-856e-0831d6d675bd,,masii💰⚰️,0,,,,,,0,,0,,,1.0,2.0,2,a54c58a5-0cb7-4716-856e-0831d6d675bd
49,6a0add29-6236-44c2-b8ab-b7c782de5812,,Ri💕,0,,,,,,0,,0,,,1.0,1.0,1,6a0add29-6236-44c2-b8ab-b7c782de5812
50,1b23d131-6b74-4bd8-a04b-67d843040139,,⛓Rat⛓,0,,,,,,0,,0,,,1.0,6.0,6,1b23d131-6b74-4bd8-a04b-67d843040139
51,a3863cf1-fcb1-4d7f-82a3-3d300c0c491f,,ǟɖǟʍ:):),0,,,,,,0,,0,,,1.0,3.0,3,a3863cf1-fcb1-4d7f-82a3-3d300c0c491f
52,80df0db7-9b57-4325-91a5-dcc6997f73f2,,Neli😛💕,0,,,,,,0,,0,,,1.0,1.0,1,80df0db7-9b57-4325-91a5-dcc6997f73f2
53,5100be4a-e430-4c0d-a7b5-b434b22dde26,,TMM Parties,0,,,,,,0,,0,,,1.0,22.0,22,5100be4a-e430-4c0d-a7b5-b434b22dde26
54,d4033806-ada7-4406-bdeb-f08929357c7b,,REDD🥀🦋,0,,,,,,0,,0,,,1.0,21.0,21,d4033806-ada7-4406-bdeb-f08929357c7b
55,29a6f599-ffe0-4255-b992-224730ed06ad,,Leticia🪐🤎,0,,,,,,0,,0,,,1.0,1.0,1,29a6f599-ffe0-4255-b992-224730ed06ad
56,3a548842-611d-4625-b674-afe191095fe8,,cy🌞,0,,,,,,0,,0,,,1.0,5.0,5,3a548842-611d-4625-b674-afe191095fe8
57,a01698c0-bf37-47b9-a5b3-cc681f6f7571,,BDBxDEEJXY🖤💰,0,,,,,,0,,0,,,1.0,3.0,3,a01698c0-bf37-47b9-a5b3-cc681f6f7571
58,f953f9e4-9fff-4b67-863e-36e325602397,,Darius :),0,,,,,,0,,0,,,1.0,6.0,6,f953f9e4-9fff-4b67-863e-36e325602397
59,8a10161d-5d8b-4d39-b34e-d2d5a950828a,,Samuel,0,,,,,,0,,0,,,1.0,1.0,1,8a10161d-5d8b-4d39-b34e-d2d5a950828a
60,4bdb9916-9e0c-44af-b5ff-6c04cddae7b8,,zuriel (su-ri) 수리,0,,,,,,0,,0,,,1.0,1.0,1,4bdb9916-9e0c-44af-b5ff-6c04cddae7b8
61,062ba4cd-6ce4-4a32-afb7-5971b577ac09,,monie<33,0,,,,,,0,,0,,,1.0,1.0,1,062ba4cd-6ce4-4a32-afb7-5971b577ac09
62,8527c166-8bb6-4536-82c9-9c63129ff4e5,,Madison💟,0,,,,,,0,,0,,,1.0,6.0,6,8527c166-8bb6-4536-82c9-9c63129ff4e5
63,1534543b-b6b3-4704-9818-f4226cda727e,,Madi,0,,,,,,0,,0,,,1.0,5.0,5,1534543b-b6b3-4704-9818-f4226cda727e
64,3335309c-aec6-4d03-bcc7-2b236bd795f0,,Laniyah🖤,0,,,,,,0,,0,,,1.0,4.0,4,3335309c-aec6-4d03-bcc7-2b236bd795f0
65,34551f99-9276-4d92-909d-e82ffead63f8,,𝒟ℯℯ❤︎☺︎︎,0,,,,,,0,,0,,,1.0,3.0,3,34551f99-9276-4d92-909d-e82ffead63f8
66,aa030abf-b478-4e57-ab32-89f0afbe2e36,,𝓳𝓮𝓷𝓷𝓲𝓯𝓮𝓻 ❤️‍🩹👩🏻‍🦯,0,,,,,,0,,0,,,1.0,10.0,10,aa030abf-b478-4e57-ab32-89f0afbe2e36
67,effe4305-ebff-4c6f-97c6-567978d3bb74,,Lisset Villa👻,0,,,,,,0,,0,,,1.0,2.0,2,effe4305-ebff-4c6f-97c6-567978d3bb74
68,df82ffc6-ef32-44ac-a793-585717ef63b8,,Sad 🏀  🇦🇺 Girl 🇨🇩 ⚽️,0,,,,,,0,,0,,,1.0,2.0,2,df82ffc6-ef32-44ac-a793-585717ef63b8
69,b72a00ab-78f9-4424-9198-c34baf5d0deb,,🅱️🅰️🅱️Ÿ,0,,,,,,0,,0,,,1.0,13.0,13,b72a00ab-78f9-4424-9198-c34baf5d0deb
70,fca6ab41-865d-47ae-b135-4ee09f7688fa,,$leeze BG 💰🏃🏾,0,,,,,,0,,0,,,1.0,4.0,4,fca6ab41-865d-47ae-b135-4ee09f7688fa
71,3f8a33fb-041b-4ba2-a921-fec0b7f38224,,Ashley💙,0,,,,,,0,,0,,,1.0,5.0,5,3f8a33fb-041b-4ba2-a921-fec0b7f38224
72,caaa5123-669e-4e45-b0f9-2884c68e7e72,,ᴜʜ ᴛᴀᴛᴇ,0,,,,,,0,,0,,,1.0,26.0,26,caaa5123-669e-4e45-b0f9-2884c68e7e72
73,c93c632b-3b21-4d2a-9bfc-9b9da437becb,,STAR✨😻,0,,,,,,0,,0,,,1.0,4.0,4,c93c632b-3b21-4d2a-9bfc-9b9da437becb
74,f14b34df-6cfc-43ba-aff9-0dfb668d9f17,,Trixy 🥺🤍,0,,,,,,0,,0,,,1.0,2.0,2,f14b34df-6cfc-43ba-aff9-0dfb668d9f17
75,6b67859a-c94e-49f2-be6e-9bb0977aec63,,Jason✞,0,,,,,,0,,0,,,1.0,11.0,11,6b67859a-c94e-49f2-be6e-9bb0977aec63
76,88b4fb4a-14c9-4bb9-9e90-d08c2b3bf1fc,,Ykm_Angel,0,,,,,,0,,0,,,1.0,1.0,1,88b4fb4a-14c9-4bb9-9e90-d08c2b3bf1fc
77,2410ad87-6d06-4929-9614-abc13adf7b21,,Fightz 🥊💥📲,0,,,,,,0,,0,,,1.0,11.0,11,2410ad87-6d06-4929-9614-abc13adf7b21
78,22a7f59a-1312-4a98-bc92-5b8c8c5765fe,,Elizabeth🥵😎,0,,,,,,0,,0,,,1.0,18.0,18,22a7f59a-1312-4a98-bc92-5b8c8c5765fe
79,a33bb409-c923-4763-a372-8cd5892a58b5,,𝔸nnie ᡕᠵ᠊ᡃ່࡚ࠢ࠘ ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏~♡.,0,,,,,,0,,0,,,1.0,11.0,11,a33bb409-c923-4763-a372-8cd5892a58b5
80,e0a9d702-901d-4867-8084-d8c633b0289d,,Londino 🦖,0,,,,,,0,,0,,,1.0,2.0,2,e0a9d702-901d-4867-8084-d8c633b0289d
81,2c1f64c4-f80d-4a80-b78e-5ac71c63f4f3,,🥶Silent Street Runner🥶,0,,,,,,0,,0,,,1.0,1.0,1,2c1f64c4-f80d-4a80-b78e-5ac71c63f4f3
82,c1cc4233-454e-4a18-a094-c2235d8818b4,,Stackzzz💅🤑,0,,,,,,0,,0,,,1.0,2.0,2,c1cc4233-454e-4a18-a094-c2235d8818b4
83,11f99a3b-5762-48f2-be17-d404c6b9d9c1,,isabela ᡕᠵ᠊ᡃ່࡚ࠢ࠘ ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏♡︎,0,,,,,,0,,0,,,1.0,3.0,3,11f99a3b-5762-48f2-be17-d404c6b9d9c1
84,b5e12fc0-1e06-4de3-a450-883d8ee03232,,sareen 💘,0,,,,,,0,,0,,,1.0,1.0,1,b5e12fc0-1e06-4de3-a450-883d8ee03232
85,c8939198-d343-4564-8319-f6e77ac3111b,,¯ࡇ¯ 🦋⃣,0,,,,,,0,,0,,,1.0,2.0,2,c8939198-d343-4564-8319-f6e77ac3111b
86,0295f032-69cd-4b17-ad9a-7b3da227b2f0,,🕸999roz🕸,0,,,,,,0,,0,,,1.0,2.0,2,0295f032-69cd-4b17-ad9a-7b3da227b2f0
87,b8c6ca7b-05f3-4ce2-8216-8f8dd0748117,,Shawn Ortega😋,0,,,,,,0,,0,,,1.0,1.0,1,b8c6ca7b-05f3-4ce2-8216-8f8dd0748117
88,58050b15-06ad-4273-8ec5-b14cb642250d,,𝑀𝑖𝑘ℎ𝑎𝑖𝑙 ♡︎,0,,,,,,0,,0,,,1.0,2.0,2,58050b15-06ad-4273-8ec5-b14cb642250d
89,7c8b5f94-6342-452d-b3a9-7c668c4b15f8,,jax <3,0,,,,,,0,,0,,,1.0,25.0,25,7c8b5f94-6342-452d-b3a9-7c668c4b15f8
90,51c6618c-8c10-44a2-b774-5166ad09d5a4,,dilana <3,0,,,,,,0,,0,,,1.0,1.0,1,51c6618c-8c10-44a2-b774-5166ad09d5a4
91,815d710a-8ec2-440d-897e-adf98136f039,,★☯🇸​🇦​🇲​🇪​🇪​🇷​☯★,0,,,,,,0,,0,,,1.0,1.0,1,815d710a-8ec2-440d-897e-adf98136f039
92,0f383205-a7ce-4e5c-826e-773ae04aef7c,,ᴅʀɪᴢ🪐¡,0,,,,,,0,,0,,,1.0,1.0,1,0f383205-a7ce-4e5c-826e-773ae04aef7c
93,d415a7a6-ea8f-47cf-ad4f-fd78e897c3e6,,Amir,0,,,,,,0,,0,,,1.0,7.0,7,d415a7a6-ea8f-47cf-ad4f-fd78e897c3e6
94,2f21b4b4-c9ad-4b8b-bea4-878cd40edb34,,Sav 🏳️‍🌈🍳🥵,0,,,,,,0,,0,,,1.0,1.0,1,2f21b4b4-c9ad-4b8b-bea4-878cd40edb34
95,21bb1155-43b6-4039-bf92-0ea56e3b9920,,Ella Redick,0,,,,,,0,,0,,,1.0,2.0,2,21bb1155-43b6-4039-bf92-0ea56e3b9920
