ID_A,STICKER_ITEMS_ID,LOCALES,STRING,EXTRA_A1,EXTRA_A2,EXTRA_A3
42,1,kn_IN,ಬನ್ ಬನ್ನಿ ಸ್ಪಾಟ್‍ಲೈಟ್‍ನಲ್ಲಿ ನಗುವುದು,,,
43,1,kk_KZ,Назар аударылған күлімсіреп тұрған Бан көжек,,,
44,1,km_KH,Bun Bunny ញញឹម​ក្នុង​ភ្លើង​បញ្ចាំង,,,
45,1,ko,스포트라이트를 받은 자랑스런 표정의 토끼,,,
46,1,ky_KG,Бан Банни баарынын ортосунда жылмайып турат,,,
47,1,lo_LA,ກະຕ່າຍ ບັນບັນນີ ກຳລັງຍິ້ມໃນຄວາມສົນໃຈຂອງປະຊາຊົນ,,,
48,1,lv,Bun Bunny smaida prožektora gaismā,,,
49,1,lt,"Zuikutis, besišypsantis priešais prožektorių",,,
50,1,mk_MK,Зајачето Бан се смее во фокус на светлина,,,
51,1,ms_MY,Bun Bunny tersenyum di bawah pancaran lampu sorot,,,
52,1,ml_IN,സ്പോട്ട്‌ലൈറ്റിൽ പുഞ്ചിരിക്കുന്ന ബൺ ബണ്ണി,,,
53,1,mr_IN,प्रकाश झोतात हसणारी बन बनी,,,
54,1,my_ZG,မီးေရာင္ေအာက္တြင္ ျပံဳးေနေသာ ဘန္ ဘန္နီ,,,
55,1,mn_MN,Анхаарлын төвд инээмсэглэж буй Бөмбөгөр Туулай,,,
56,1,my_MM,မီးရောင်အောက်တွင် ပြုံးနေသော ဘန် ဘန်နီ,,,
57,1,ne_NP,बन बन्नी स्पटलाइटमा मुस्कुराइरहेको,,,
58,1,nb,Bun Bunny som smiler i spotlyset,,,
59,1,or,ସ୍ପଟଲାଇଟରେ ହସ ହସ ବନ୍ ବନୀ,,,
60,1,pl,Królik Bunny uśmiecha się w świetle reflektorów,,,
61,1,pt_PT,Bun Bunny a sorrir num foco de luz,,,
62,1,pt_BR,Bun Bunny sorrindo sob o refletor,,,
63,1,pa_IN,ਬਨ ਬੰਨੀ ਸਪੌਟਲਾਈਟ ਵਿੱਚ ਮੁਸਕਰਾਉਂਦਾ ਹੋਏ,,,
64,1,ro,Iepurașul Bun zâmbind în lumina reflectoarelor,,,
65,1,ru,Крольчиха Банни улыбается в луче прожектора,,,
66,1,sr,Zeka Peka se smeška ispod reflektora,,,
67,1,si_LK,බනිස් හා පැටියා ස්ථාන ආලෝකයෙහි හිනාවෙයි,,,
68,1,sk,Bun Bunny sa smeje v žiari reflektorov,,,
69,1,sl,Bun Bunny je nasmejan v soju luči,,,
70,1,es_ES,Bun Bunny sonriendo bajo un foco de luz,,,
71,1,es_US,Bun Bunny sonríe bajo el foco de luz,,,
72,1,sv,Kalle Kanin ler i strålkastarljuset,,,
73,1,tg,Харгӯшак дар рӯшноии чароғ табассум мекунад,,,
74,1,ta_IN,ஸ்பாட்லைட்டில் உள்ள சிரிக்கும் பன் பன்னி,,,
75,1,te_IN,స్పాట్‌లైట్‌లో నవ్వుతున్న బన్ బన్నీ,,,
76,1,tk,Ban towşan üns merkezinde gülýär,,,
77,1,th,บันบันนี่ยิ้มอยู่กลางสปอตไลต์,,,
78,1,bo,འདུས་འོད་འོག་ཏུ་སྤང་སྣ་རི་བོང་འཛུམ་དམུལ་ལེར་འདུག,,,
79,1,tr,Sahne ışığında gülümseyen Bun Bunny,,,
80,1,uk,Зайченя Банні посміхається в світлі прожектора,,,
81,1,ur_PK,بن بنی اسپاٹ لائٹ مسکراتا ہوا,,,
82,1,ug,لاپ-لۇپ چىراقتا كۈلۈمسىرەۋاتقان توشقانچاق,,,
83,1,uz_UZ,Ban Banni fonar chirog‘ida jilmaymoqda,,,
84,1,vi,Thỏ Bunny mỉm cười trong ánh đèn sân khấu,,,
85,1,predefined,sticker_feeling_proud,,,
86,2,en,Bun Bunny shouting excitedly while surrounded by flowers,,,
87,2,en_US,Bun Bunny shouting excitedly while surrounded by flowers,,,
88,2,en_CA,Bun Bunny shouting excitedly while surrounded by flowers,,,
89,2,sq_AL,"Lepurushja Bun duke klithur me qejf, e rrethuar me lule",,,
90,2,ar,الأرنبة Bun تصرخ بحماس وهي محاطة بالأزهار,,,
91,2,hy_AM,Բան ճագարը՝ հուզված բղավող և ծաղիկներով շրջապատված,,,
92,2,as,চাৰিওফালে ফুলেৰে আৱৰি থাকোতে উত্তেজিতভাৱে চিঞৰি থকা বান বানি,,,
93,2,az_AZ,Ban Dovşan güllərlə əhatə olunmuş şəkildə sevinərək qışqırır,,,
94,2,eu_ES,Bun Bunny gogotsu oihuka eta lorez inguratuta,,,
95,2,be_BY,"Труска Бані выразна крычыць, яна акружана кветкамі",,,
96,2,bn_IN,ফুল দ্বারা পরিবেষ্টিত অবস্থায় উত্তেজিত ভাবে চিৎকার করা বান বানি,,,
97,2,bn_BD,Bun Bunny ফুল দ্বারা পরিবেষ্টিত অবস্থায় উত্তেজিতভাবে চিৎকার করছে,,,
98,2,bs,Bun Bunny uzbuđeno uzvikuje okružen cvijećem,,,
99,2,bg,"Бън Бъни вика развълнувано, докато е заобиколена от цветя",,,
100,2,ca,"La Bun Bunny crida entusiasmada, rodejada de flors",,,
101,2,zn_CN,邦尼兔被鲜花围绕，兴奋地尖叫,,,
102,2,zn_HK,Bun Bunny 被鮮花包圍時而興奮歡呼,,,
103,2,zn_TW,蹦蹦兔興奮大叫，周圍鮮花環繞,,,
104,2,hr,Bun Bunny uzbuđeno uzvikuje i okružena je cvijećem,,,
105,2,cs,Bun Bunny vzrušeně křičí a je obklopený květinami,,,
106,2,da,Bun Bunny råber begejstret omgivet af blomster,,,
107,2,nl,Bun Bunny schreeuwt enthousiast omringd door bloemen,,,
108,2,et_EE,"Jänes Bun hõikab erutatult, olles ümbritsetud lilledega",,,
109,2,fa,خرگوش بان بانی در حال فریاد خوشحالی احاطه شده با گل‌ها,,,
110,2,tl,Bun Bunny masiglang sumisigaw habang napapalibutan ng mga bulaklak,,,
111,2,fi,"Bun Bunny huutaa innoissaan, ympärillään kukkia",,,
112,2,fr,Bun Bunny en train de crier avec enthousiasme tout en étant entouré de fleurs,,,
113,2,fr_CA,Bun Bunny en train de crier avec enthousiasme tout en étant entouré de fleurs,,,
114,2,gl_ES,Bun Bunny berrando de xeito alterado e rodeada de flores,,,
115,2,ka_GE,ბაჭია აღელვებული ყვირის და ყვავილებშია ჩაფლული,,,
116,2,de,Bun Bunny ruft aufgeregt und ist umgeben von Blumen,,,
117,2,el,Η Bun Bunny φωνάζει ενθουσιασμένη ενώ γύρω της υπάρχουν λουλούδια,,,
118,2,gu_IN,આસપાસ ફૂલો સાથે ઉત્સાહપૂર્વક રાડો પાડતું બન બની,,,
119,2,iw,באן באני צועקת בהתלהבות ומוקפת פרחים,,,
120,2,hi,फूलों से घिरा हुआ और उत्साह से चिल्लाता हुआ बन बनी,,,
121,2,hu,Nyuszifül izgatottan kiált és virágok veszik körül,,,
122,2,is_IS,Bun Bunny hrópar spennt umkringd blómum,,,
123,2,in,Bun Bunny berteriak dengan gembira sambil dikelilingi bunga,,,
124,2,ga,"Ciara an Coinín ag béicíl le sceitimíní, bláthanna timpeall uirthi",,,
125,2,it,Bun Bunny che grida entusiasta circondata da fiori,,,
126,2,ja,花に囲まれ、興奮して大声で叫ぶバンバニー,,,
127,2,kn_IN,ಬನ್ ಬನ್ನಿ ಹೂಗಳಿಂದ ಸುತ್ತುವರಿದಿರುವಾಗ ಉತ್ಸುಕತೆಯಿಂದ ಕೂಗುವುದು,,,
128,2,kk_KZ,Гүлдердің ортасында қуанып айқайлап тұрған Бан көжек,,,
129,2,km_KH,Bun Bunny ស្រែក​យ៉ាង​រំភើប មាន​ផ្កា​ព័ទ្ធ​ជុំវិញ,,,
130,2,ko,신나서 환호하는 토끼,,,
131,2,ky_KG,"Бан Банни гүлдестеге чөмүлүп туруп, толкунданып, катуу сүйлөйт",,,
132,2,lo_LA,ກະຕ່າຍ ບັນບັນນີ ກຳລັງຮ້ອງດ້ວຍຄວາມຕື່ນເຕັ້ນ ໃນຂະນະທີ່ຖືກອ້ອມຮອບດ້ວຍດອກໄມ້,,,
133,2,lv,"Bun Bunny satraukti sauc, apkārt tam ziedi",,,
134,2,lt,Iš nuostabos šaukiantis zuikutis tarp gėlių,,,
135,2,mk_MK,Зајачето Бан возбудено вика додека е опкружено од цвеќиња,,,
136,2,ms_MY,Bun Bunny menjerit dengan kegembiraan sambil dikelilingi bunga,,,
137,2,ml_IN,പൂക്കൾക്ക് നടുവിൽ ആവേശപൂർവം ഒച്ചവെയ്ക്കുന്ന ബൺ ബണ്ണി,,,
138,2,mr_IN,फुलांनी वेढलेली उत्साहाने ओरडणारी बन बनी,,,
139,2,my_ZG,ပန္းပြင့္ေလးမ်ားျဖင့္ ဝန္းရံလ်က္ စိတ္လႈပ္ရွားစြာ ေအာ္ေနေသာ ဘန္ ဘန္နီ,,,
140,2,mn_MN,Эргэн тойрондоо цэцэгтэй хөгжилдэн хашгирч буй Бөмбөгөр Туулай,,,
141,2,my_MM,ပန်းပွင့်လေးများဖြင့် ဝန်းရံလျက် စိတ်လှုပ်ရှားစွာ အော်နေသော ဘန် ဘန်နီ,,,
142,2,ne_NP,बन बन्नी,,,
143,2,nb,"Bun Bunny som roper av glede, med blomster rundt",,,
144,2,or,ଫୁଲଗୁଡିକରେ ଘେରିଥିବା ସମୟରେ ଉତ୍ସାହିତ ପାଟି କରୁଥିବା ବନ୍ ବନୀ,,,
145,2,pl,Otoczony kwiatami królik Bunny krzyczy z radości,,,
146,2,pt_PT,"Bun Bunny a gritar de excitação, rodeado por flores",,,
147,2,pt_BR,Bun Bunny gritando empolgado cercado de flores,,,
148,2,pa_IN,ਬਨ ਬੰਨੀ ਫੁੱਲਾਂ ਨਾਲ ਘਿਰੇ ਹੋਏ ਉਤਸੁਕਤਾ ਨਾਲ ਚੀਕਦੇ ਹੋਏ,,,
149,2,ro,"Iepurașul Bun țipând surescitat, înconjurat de flori",,,
150,2,ru,Крольчиха Банни в окружении цветов радостно кричит,,,
151,2,sr,"Zeka Peka uzbuđeno viče, a okolo je cveće",,,
152,2,si_LK,බනිස් හා පැටියා මල්වලින් වට වී සිටිය දී උද්යෝගයෙන් කෑගසමින්,,,
153,2,sk,Bun Bunny vzrušene kričí obklopená kvetmi,,,
154,2,sl,Bun Bunny navdušeno kriči in je obdan z rožami,,,
155,2,es_ES,"Bun Bunny gritando emocionado, rodeado de flores",,,
156,2,es_US,"Bun Bunny grita entusiasmado, rodeado de flores",,,
157,2,sv,Kalle Kanin ropar upphetsat omgiven av blommor,,,
158,2,tg,Харгӯшак дар миёни гулзор бо ҳаяҷон дод мезанад,,,
159,2,ta_IN,பூக்களால் சூழப்பட்டு உற்சாகமாக கத்திக்கொண்டிருக்கும் பன் பன்னி,,,
160,2,te_IN,"చుట్టూ పువ్వులను చూసి, ఆశ్చర్యంతో అరుస్తున్న బన్ బన్నీ",,,
161,2,tk,Ban towşan güller bilen gurşalan aljyraňňy gygyrýar,,,
162,2,th,บันบันนี่ตะโกนอย่างตื่นเต้นและมีดอกไม้ล้อมรอบ,,,
163,2,bo,མེ་ཏོག་གིས་སྤང་སྣ་རི་བོང་གི་མཐའ་སྐོར་ཞིང་།སྤྲོ་བས་འབོད་བཞིན་འདུག,,,
164,2,tr,Çiçeklerle çevrili ve heyecanla bağıran Bun Bunny,,,
165,2,uk,Зайченя Банні радісно кричить в оточенні квітів,,,
166,2,ur_PK,بن بنی پھولوں کے مابین پرجوش انداز میں چلاتا ہوا,,,
167,2,ug,گۈللەر ئارىسىدا ھاياجانلىق توۋلىغان توشقانچاق,,,
168,2,uz_UZ,Ban Banni gullar bilan o‘ralgan holda hayajonli baqirmoqda,,,
169,2,vi,"Thỏ Bunny la to hào hứng, xung quanh là hoa",,,
170,2,predefined,sticker_happy,,,
171,3,en,Bun Bunny waving,,,
172,3,en_US,Bun Bunny waving,,,
173,3,en_CA,Bun Bunny waving,,,
174,3,sq_AL,Lepurushja Bun duke përshëndetur me dorë,,,
175,3,ar,الأرنبة Bun تلوّح,,,
176,3,hy_AM,Բան ճագարը՝ ձեռքով անող,,,
177,3,as,হাত লৰাই থকা বান বানি,,,
178,3,az_AZ,Ban Dovşan əl yelləyir,,,
179,3,eu_ES,Bun Bunny agur egiten,,,
180,3,be_BY,Труска Бані махае,,,
181,3,bn_IN,হাত দোলানো বান বানি,,,
182,3,bn_BD,Bun Bunny হাত নাড়ছে,,,
183,3,bs,Bun Bunny maše,,,
184,3,bg,Бън Бъни маха с ръка,,,
185,3,ca,La Bun Bunny saludant,,,
186,3,zn_CN,邦尼兔挥手,,,
187,3,zn_HK,Bun Bunny 揮手,,,
188,3,zn_TW,蹦蹦兔揮手,,,
189,3,hr,Bun Bunny maše,,,
190,3,cs,Bun Bunny mává,,,
191,3,da,Bun Bunny vinker,,,
192,3,nl,Bun Bunny zwaait,,,
193,3,et_EE,Jänes Bun lehvitab,,,
194,3,fa,خرگوش بان بانی در حال دست تکان دادن,,,
195,3,tl,Bun Bunny kumakaway,,,
196,3,fi,Bun Bunny heiluttaa,,,
197,3,fr,Bun Bunny en train de faire signe,,,
198,3,fr_CA,Bun Bunny en train de faire signe,,,
199,3,gl_ES,Bun Bunny saudando,,,
200,3,ka_GE,ბაჭია ხელს იქნევს,,,
201,3,de,Bun Bunny winkt,,,
202,3,el,Η Bun Bunny χαιρετάει,,,
203,3,gu_IN,હાથ હલાવતું બન બની,,,
204,3,iw,באן באני מנופפת,,,
205,3,hi,हाथ हिलाता हुआ बन बनी,,,
206,3,hu,Nyuszifül integet,,,
207,3,is_IS,Bun Bunny veifar,,,
208,3,in,Bun Bunny melambaikan tangan,,,
209,3,ga,Ciara an Coinín ag croitheadh a láimhe,,,
210,3,it,Bun Bunny che saluta,,,
211,3,ja,手を振るバンバニー,,,
212,3,kn_IN,ಬನ್ ಬನ್ನಿ ಕೈ ಬೀಸುವುದು,,,
213,3,kk_KZ,Қолын бұлғап тұрған Бан көжек,,,
214,3,km_KH,Bun Bunny បក់ដៃ,,,
215,3,ko,손을 흔들며 인사하는 토끼,,,
216,3,ky_KG,Бан Банни кол булгалайт,,,
217,3,lo_LA,ກະຕ່າຍ ບັນບັນນີ ກຳລັງໂບກມື,,,
218,3,lv,Bun Bunny māj,,,
219,3,lt,Mojuojantis zuikutis,,,
220,3,mk_MK,Зајачето Бан мавта,,,
221,3,ms_MY,Bun Bunny melambaikan tangan,,,
222,3,ml_IN,കൈ വീശുന്ന ബൺ ബണ്ണി,,,
223,3,mr_IN,हात हलवणारी बन बनी,,,
224,3,my_ZG,လက္ေဝွ႔ယမ္းျပေနေသာ ဘန္ ဘန္နီ,,,
225,3,mn_MN,Даллаж буй Бөмбөгөр Туулай,,,
226,3,my_MM,လက်ဝှေ့ယမ်းပြနေသော ဘန် ဘန်နီ,,,
227,3,ne_NP,बन बन्नी हात हल्लाइरहेको,,,
228,3,nb,Bun Bunny som vinker,,,
229,3,or,ହାତ ହଲାଉଥିବା ବନ୍ ବନୀ,,,
230,3,pl,Królik Bunny macha ręką,,,
231,3,pt_PT,Bun Bunny a acenar,,,
232,3,pt_BR,Bun Bunny acenando,,,
233,3,pa_IN,ਬਨ ਬੰਨੀ ਹੱਥ ਹਿਲਾਉਂਦੇ ਹੋਏ,,,
234,3,ro,Iepurașul Bun fluturându-și lăbuța,,,
235,3,ru,Крольчиха Банни машет,,,
236,3,sr,Zeka Peka maše,,,
237,3,si_LK,බනිස් හා පැටියා වැනෙයි,,,
238,3,sk,Bun Bunny máva,,,
239,3,sl,Bun Bunny maha,,,
240,3,es_ES,Bun Bunny saludando,,,
241,3,es_US,Bun Bunny saluda,,,
242,3,sv,Kalle Kanin vinkar,,,
243,3,tg,Харгӯшак даст меафшонад,,,
244,3,ta_IN,கையசைக்கும் பன் பன்னி,,,
245,3,te_IN,తల కదిలిస్తున్న బన్ బన్నీ,,,
246,3,tk,Ban towşan el bulaýar,,,
247,3,th,บันบันนี่โบกมือ,,,
248,3,bo,སྤང་སྣ་རི་བོང་གིས་ལག་གཡབ་བྱེད།,,,
249,3,tr,El sallayan Bun Bunny,,,
250,3,uk,Зайченя Банні махає лапою,,,
251,3,ur_PK,بن بنی ہاتھ ہلاتے ہوئے,,,
252,3,ug,قول پۇلاڭلاتقان توشقانچاق,,,
253,3,uz_UZ,Ban Banni qo‘lini silkitmoqda,,,
254,3,vi,Thỏ Bunny vẫy tay,,,
255,3,predefined,sticker_hi,,,
256,4,en,Bun Bunny crying,,,
257,4,en_US,Bun Bunny crying,,,
258,4,en_CA,Bun Bunny crying,,,
259,4,sq_AL,Lepurushja Bun duke qarë,,,
260,4,ar,الأرنبة Bun تبكي,,,
261,4,hy_AM,Լացող Բան ճագարը,,,
262,4,as,কান্দি থকা বান বানি,,,
263,4,az_AZ,Ban Dovşan ağlayır,,,
264,4,eu_ES,Bun Bunny negarrez,,,
265,4,be_BY,Труска Бані плача,,,
266,4,bn_IN,ক্রন্দনরত বান বানি,,,
267,4,bn_BD,Bun Bunny কাঁদছে,,,
268,4,bs,Bun Bunny plače,,,
269,4,bg,Бън Бъни плаче,,,
270,4,ca,La Bun Bunny plorant,,,
271,4,zn_CN,邦尼兔哭泣,,,
272,4,zn_HK,Bun Bunny 哭泣,,,
273,4,zn_TW,哭泣的蹦蹦兔,,,
274,4,hr,Bun Bunny plače,,,
275,4,cs,Plačící Bun Bunny,,,
276,4,da,Bun Bunny græder,,,
277,4,nl,Bun Bunny huilt,,,
278,4,et_EE,Jänes Bun nutab,,,
279,4,fa,خرگوش بان بانی در حال گریه,,,
280,4,tl,Bun Bunny umiiyak,,,
281,4,fi,Bun Bunny itkee,,,
282,4,fr,Bun Bunny en train de pleurer,,,
283,4,fr_CA,Bun Bunny en train de pleurer,,,
284,4,gl_ES,Bun Bunny chorando,,,
285,4,ka_GE,მტირალი ბაჭია,,,
286,4,de,Bun Bunny weint,,,
287,4,el,Η Bun Bunny κλαίει,,,
288,4,gu_IN,રડતું બન બની,,,
289,4,iw,באן באני מתייפחת,,,
290,4,hi,रोता हुआ बन बनी,,,
291,4,hu,Nyuszifül sír,,,
292,4,is_IS,Bun Bunny grætur,,,
293,4,in,Bun Bunny menangis,,,
294,4,ga,Ciara an Coinín ag gol,,,
295,4,it,Bun Bunny che piange,,,
296,4,ja,泣いているバンバニー,,,
297,4,kn_IN,ಬನ್ ಬನ್ನಿ ಅಳುತ್ತಿರುವುದು,,,
298,4,kk_KZ,Жылап тұрған Бан көжек,,,
299,4,km_KH,Bun Bunny យំ,,,
300,4,ko,울고 있는 토끼,,,
301,4,ky_KG,Бан Банни ыйлап жатат,,,
302,4,lo_LA,ກະຕ່າຍ ບັນບັນນີ ກຳລັງຮ້ອງໄຫ້,,,
303,4,lv,Bun Bunny raud,,,
304,4,lt,Verkiantis zuikutis,,,
305,4,mk_MK,Зајачето Бан плаче,,,
306,4,ms_MY,Bun Bunny menangis,,,
307,4,ml_IN,കരയുന്ന ബൺ ബണ്ണി,,,
308,4,mr_IN,रडणारी बन बनी,,,
309,4,my_ZG,ငုိေနေသာ ဘန္ ဘန္နီ,,,
310,4,mn_MN,Уйлж буй Бөмбөгөр Туулай,,,
311,4,my_MM,ငိုနေသော ဘန် ဘန်နီ,,,
312,4,ne_NP,बन बन्नी रोइरहेको,,,
313,4,nb,Bun Bunny som gråter,,,
314,4,or,କାନ୍ଧୁଥିବା ବନ୍ ବନୀ,,,
315,4,pl,Królik Bunny płacze,,,
316,4,pt_PT,Bun Bunny a chorar,,,
317,4,pt_BR,Bun Bunny chorando,,,
318,4,pa_IN,ਬਨ ਬੰਨੀ ਰੌਂਦੇ ਹੋਏ,,,
319,4,ro,Iepurașul Bun plângând,,,
320,4,ru,Крольчиха Банни плачет,,,
321,4,sr,Zeka Peka plače,,,
322,4,si_LK,බනිස් හා පැටියා අඬයි,,,
323,4,sk,Plačúca Bun Bunny,,,
324,4,sl,Bun Bunny joče,,,
325,4,es_ES,Bun Bunny llorando,,,
326,4,es_US,Bun Bunny llora,,,
327,4,sv,Kalle Kanin gråter,,,
328,4,tg,Харгӯшак мегиряд,,,
329,4,ta_IN,அழுகின்ற பன் பன்னி,,,
330,4,te_IN,ఏడుస్తున్న బన్ బన్నీ,,,
331,4,tk,Ban towşan aglaýar,,,
332,4,th,บันบันนี่ร้องไห้,,,
333,4,bo,སྤང་སྣ་རི་བོང་ངུ་བཞིན་འདུག,,,
334,4,tr,Ağlayan Bun Bunny,,,
335,4,uk,Зайченя Банні плаче,,,
336,4,ur_PK,بن بنی روتے ہوئے,,,
337,4,ug,يىغلىغان توشقانچاق,,,
338,4,uz_UZ,Ban Banni yig‘lamoqda,,,
339,4,vi,Thỏ Bunny khóc,,,
340,4,predefined,sticker_crying,,,
341,5,en,Bun Bunny looking upset with dark cloud above head,,,
342,5,en_US,Bun Bunny looking upset with dark cloud above head,,,
343,5,en_CA,Bun Bunny looking upset with dark cloud above head,,,
344,5,sq_AL,"Lepurushja Bun, që duket e shqetësuar, me një re të zezë mbi kokë",,,
345,5,ar,الأرنبة Bun تبدو مستاءة مع سحابة سوداء فوق رأسها,,,
346,5,hy_AM,Բան ճագարը՝ հիասթափված տեսքով և գլխավերևում մութ ամպով,,,
347,5,as,মূৰৰ ওপৰত অন্ধকাৰ ডাৱৰৰ সৈতে উদাস যেন লগা বান বানি,,,
348,5,az_AZ,Ban Dovşan başının üzərində tünd buludla qəmgin görünür,,,
349,5,eu_ES,Bun Bunny triste antzera buru gainean hodei beltz batekin,,,
350,5,be_BY,"Труска Бані выглядае расчараванай, над яе галавой цёмнае воблака",,,
351,5,bn_IN,মাথার উপরে কালো মেঘ সহ বিষণ্ণ চেহারার বান বানি,,,
352,5,bn_BD,মাথার উপরে কালো মেঘসহ Bun Bunny-কে মর্মাহত দেখাচ্ছে,,,
353,5,bs,Uznemireni Bun Bunny s tamnim oblacima nad glavom,,,
354,5,bg,Бън Бъни гледа разстроено с тъмен облак над главата,,,
355,5,ca,"La Bun Bunny amb cara de disgust, amb un núvol fosc damunt el cap",,,
356,5,zn_CN,邦尼兔看上去很沮丧，头上有乌云,,,
357,5,zn_HK,Bun Bunny 愁容滿面，看起來很沮喪,,,
358,5,zn_TW,難過的蹦蹦兔烏雲罩頂,,,
359,5,hr,Bun Bunny izgleda uzrujano i iznad glave ima tamni oblak,,,
360,5,cs,Bun Bunny vypadá rozrušeně a má nad hlavou tmavý mrak,,,
361,5,da,Bun Bunny ser sur ud med en mørk sky over hovedet,,,
362,5,nl,Bun Bunny kijkt ontsteld naar de donkere wolk boven hoofd,,,
363,5,et_EE,"Jänes Bun näib ärritunud, tume pilv pea kohal",,,
364,5,fa,خرگوش بان بانی ناراحت با ابر تیره بالای سرش,,,
365,5,tl,Bun Bunny mukhang galit na may maitim na ulap sa ibabaw ng ulo,,,
366,5,fi,"Bun Bunny näyttää tuohtuneelta, pään yläpuolella tumma pilvi",,,
367,5,fr,Bun Bunny paraissant contrarié avec un nuage sombre au-dessus de la tête,,,
368,5,fr_CA,Bun Bunny paraissant contrarié avec un nuage sombre au-dessus de la tête,,,
369,5,gl_ES,Bun Bunny con cara de desgusto e unha nube escura sobre a cabeza,,,
370,5,ka_GE,ბაჭია იმედგაცრუებულია და თავს ზემოთ მუქი ღრუბელი აქვს,,,
371,5,de,Bun Bunny ist verärgert und hat eine dunkle Wolke über dem Kopf,,,
372,5,el,Η Bun Bunny δείχνει αναστατωμένη με ένα μαύρο σύννεφο πάνω από το κεφάλι της,,,
373,5,gu_IN,માથા પર ઘેરા વાદળ સાથે દુઃખી જણાતું બન બની,,,
374,5,iw,באן באני עם הבעה נרגזת וענן כהה מעל ראשה,,,
375,5,hi,सिर के ऊपर काले बादलों के साथ उदास दिखता हुआ बन बनी,,,
376,5,hu,"Nyuszifül gondterhelten néz, feje felett pedig egy sötét felhő van",,,
377,5,is_IS,Bun Bunny er í uppnámi með dökkt ský yfir höfðinu,,,
378,5,in,Bun Bunny tampak marah dengan awan hitam di atas kepala,,,
379,5,ga,"Ciara an Coinín, cuma trí chéile uirthi, agus néal dorcha os a cionn",,,
380,5,it,Bun Bunny con espressione turbata e una nuvola scura sopra la testa,,,
381,5,ja,頭の上に暗雲を浮かべ、不機嫌な様子のバンバニー,,,
382,5,kn_IN,ಕಪ್ಪು ಮೋಡದ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಬನ್ ಬನ್ನಿ ಬೇಸರದಿಂದ ನೋಡುವುದು,,,
383,5,kk_KZ,Басының үстінде қара бұлт қаптаған ренжіп тұрған Бан көжек,,,
384,5,km_KH,Bun Bunny មាន​មុខ​ខកចិត្ត​ជាមួយ​ពពក​ខ្មៅ​លើ​ក្បាល,,,
385,5,ko,머리 위에 먹구름이 낀 속상한 토끼,,,
386,5,ky_KG,"Бан Банни үстүндө кара булут каптап, маанайы төмөн болуп турат",,,
