id,state,worker_class_name,input_merger_class_name,input,output,initial_delay,interval_duration,flex_duration,run_attempt_count,backoff_policy,backoff_delay_duration,period_start_time,minimum_retention_duration,schedule_requested_at,required_network_type,requires_charging,requires_device_idle,requires_battery_not_low,requires_storage_not_low,trigger_content_update_delay,trigger_max_content_delay,content_uri_triggers
f7b27268-bc8d-481e-aef1-7b0f4452db97,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626401210814,0,1626401210827,0,0,0,0,0,-1,-1,
ccdbe4e9-5887-4840-8d97-bc3b537ff285,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626404201478,0,1626404201497,0,0,0,0,0,-1,-1,
ddbfe0d7-ed11-4bd7-92bf-d7d5c1737767,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626407192116,0,1626407192133,0,0,0,0,0,-1,-1,
ef2c1927-1984-4747-aa2a-c5145ba20e38,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626410182748,0,1626410182760,0,0,0,0,0,-1,-1,
3484173b-6738-4511-83b1-9386901bdedf,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626413173471,0,1626413173494,0,0,0,0,0,-1,-1,
370a7080-c5b5-47fc-b61b-610ba077d5e3,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626416164151,0,1626416164171,0,0,0,0,0,-1,-1,
ef7106a1-1067-4273-b89b-161c5d216ed5,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626419154742,0,1626419154763,0,0,0,0,0,-1,-1,
99b8fe6b-c71c-402a-95d1-1fdfae2374f4,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626422145387,0,1626422145401,0,0,0,0,0,-1,-1,
39699f53-a850-4f52-b871-d493d7762a3f,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626425135649,0,1626425135661,0,0,0,0,0,-1,-1,
98b07775-186f-4d3a-abe0-3c0ff86c83f6,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626428126417,0,1626428126450,0,0,0,0,0,-1,-1,
80baa331-9075-4023-bcdc-014fe733c626,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626431116815,0,1626431116832,0,0,0,0,0,-1,-1,
3d7eea22-3247-4ae6-9101-49e6c23ddeb5,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626434107912,0,1626434107929,0,0,0,0,0,-1,-1,
72303838-834a-4236-aca8-8c1acc9e36dd,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626437098462,0,1626437098478,0,0,0,0,0,-1,-1,
c02d07fc-e626-43bd-ac9f-0498c5a03a28,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626440089108,0,1626440089117,0,0,0,0,0,-1,-1,
