start_time,end_time,uptime,cputime,process_name,uid,pid,process_usage
1626887749346,1626888049516,300170,2377130,com.instagram.android,10300,1498,8270
1626887749346,1626888049516,300170,2377130,com.zhiliaoapp.musically,10302,5250,4200
1626887749346,1626888049516,300170,2377130,com.android.phone,1001,1961,3420
1626887749346,1626888049516,300170,2377130,kworker/u16:0,0,5796,3010
1626888049516,1626888349698,300182,2375870,system_server,1000,1100,12010
1626888049516,1626888349698,300182,2375870,com.instagram.android,10300,1498,8270
1626888049516,1626888349698,300182,2375870,com.zhiliaoapp.musically,10302,5250,4320
1626888049516,1626888349698,300182,2375870,kworker/u16:6,0,4530,3610
1626888049516,1626888349698,300182,2375870,com.facebook.katana,10229,5035,2830
1626888349698,1626888649894,300196,2375710,com.upside.consumer.android,10312,7051,18220
1626888349698,1626888649894,300196,2375710,com.instagram.android,10300,1498,8040
1626888349698,1626888649894,300196,2375710,system_server,1000,1100,7620
1626888349698,1626888649894,300196,2375710,com.zhiliaoapp.musically,10302,5250,5300
1626888349698,1626888649894,300196,2375710,kworker/u16:6,0,4530,3640
1626888649894,1626888950116,300222,2376590,com.upside.consumer.android,10312,7051,18410
1626888649894,1626888950116,300222,2376590,com.instagram.android,10300,1498,8410
1626888649894,1626888950116,300222,2376590,system_server,1000,1100,6130
1626888649894,1626888950116,300222,2376590,com.zhiliaoapp.musically,10302,5250,4210
1626888649894,1626888950116,300222,2376590,kworker/u16:6,0,4530,3960
1626888950116,1626889250308,300191,2376210,system_server,1000,1100,31490
1626888950116,1626889250308,300191,2376210,com.google.android.apps.maps,10224,6549,21110
1626888950116,1626889250308,300191,2376210,com.upside.consumer.android,10312,7051,18780
1626888950116,1626889250308,300191,2376210,com.google.android.gms.persistent,10103,10127,14130
1626888950116,1626889250308,300191,2376210,surfaceflinger,1000,989,8870
1626889250308,1626889550515,300208,2330640,com.google.android.apps.maps,10224,6549,120680
1626889250308,1626889550515,300208,2330640,system_server,1000,1100,72710
1626889250308,1626889550515,300208,2330640,surfaceflinger,1000,989,46460
1626889250308,1626889550515,300208,2330640,com.android.systemui,10060,1995,30440
1626889250308,1626889550515,300208,2330640,android.hardware.sensors@2.0-service.multihal,1000,859,23930
1626889550515,1626889850653,300138,2331020,com.google.android.apps.maps,10224,6549,103400
1626889550515,1626889850653,300138,2331020,system_server,1000,1100,74780
1626889550515,1626889850653,300138,2331020,surfaceflinger,1000,989,44580
1626889550515,1626889850653,300138,2331020,com.android.systemui,10060,1995,30180
1626889550515,1626889850653,300138,2331020,android.hardware.sensors@2.0-service.multihal,1000,859,21430
1626889850653,1626890150821,300168,2319810,com.google.android.apps.maps,10224,6549,114100
1626889850653,1626890150821,300168,2319810,system_server,1000,1100,74070
1626889850653,1626890150821,300168,2319810,surfaceflinger,1000,989,47870
1626889850653,1626890150821,300168,2319810,com.android.systemui,10060,1995,30280
1626889850653,1626890150821,300168,2319810,android.hardware.sensors@2.0-service.multihal,1000,859,25320
1626890150821,1626890451015,300193,2333580,com.google.android.apps.maps,10224,6549,104560
1626890150821,1626890451015,300193,2333580,system_server,1000,1100,70210
1626890150821,1626890451015,300193,2333580,surfaceflinger,1000,989,45640
1626890150821,1626890451015,300193,2333580,com.android.systemui,10060,1995,28980
1626890150821,1626890451015,300193,2333580,android.hardware.sensors@2.0-service.multihal,1000,859,21330
1626890451015,1626890751259,300244,2346460,com.google.android.apps.maps,10224,6549,71170
1626890451015,1626890751259,300244,2346460,system_server,1000,1100,59960
1626890451015,1626890751259,300244,2346460,surfaceflinger,1000,989,33260
1626890451015,1626890751259,300244,2346460,com.upside.consumer.android,10312,14617,17520
1626890451015,1626890751259,300244,2346460,com.android.systemui,10060,1995,17410
1626890751259,1626891051466,300208,2370910,com.google.android.apps.maps,10224,6549,12970
1626890751259,1626891051466,300208,2370910,surfaceflinger,1000,989,11920
1626890751259,1626891051466,300208,2370910,system_server,1000,1100,9300
1626890751259,1626891051466,300208,2370910,com.instagram.android,10300,1498,8660
1626890751259,1626891051466,300208,2370910,com.zhiliaoapp.musically,10302,5250,4130
1626891051466,1626891351678,300212,2370050,system_server,1000,1100,24040
1626891051466,1626891351678,300212,2370050,com.google.android.apps.maps,10224,6549,12890
1626891051466,1626891351678,300212,2370050,surfaceflinger,1000,989,11930
1626891051466,1626891351678,300212,2370050,com.instagram.android,10300,1498,8830
1626891051466,1626891351678,300212,2370050,com.android.phone,1001,1961,7660
1626891351678,1626891651874,300196,2370270,com.upside.consumer.android,10312,18147,18470
1626891351678,1626891651874,300196,2370270,com.google.android.apps.maps,10224,6549,12830
1626891351678,1626891651874,300196,2370270,surfaceflinger,1000,989,11920
1626891351678,1626891651874,300196,2370270,com.instagram.android,10300,1498,9650
1626891351678,1626891651874,300196,2370270,system_server,1000,1100,6480
1626891651874,1626891952115,300241,2346440,com.google.android.youtube,10246,31834,68170
1626891651874,1626891952115,300241,2346440,surfaceflinger,1000,989,61110
1626891651874,1626891952115,300241,2346440,system_server,1000,1100,24170
1626891651874,1626891952115,300241,2346440,media.codec,1046,1174,18460
1626891651874,1626891952115,300241,2346440,com.upside.consumer.android,10312,18147,17970
1626891952115,1626892252314,300199,2327830,com.google.android.youtube,10246,31834,108260
1626891952115,1626892252314,300199,2327830,surfaceflinger,1000,989,80000
1626891952115,1626892252314,300199,2327830,media.codec,1046,1174,25720
1626891952115,1626892252314,300199,2327830,audioserver,1041,966,20930
1626891952115,1626892252314,300199,2327830,com.upside.consumer.android,10312,18147,17720
1626892252314,1626892552539,300225,2326560,com.google.android.youtube,10246,31834,105230
1626892252314,1626892552539,300225,2326560,surfaceflinger,1000,989,77940
1626892252314,1626892552539,300225,2326560,media.codec,1046,1174,23790
1626892252314,1626892552539,300225,2326560,audioserver,1041,966,20970
1626892252314,1626892552539,300225,2326560,system_server,1000,1100,19100
1626892552539,1626892852715,300176,2325900,com.google.android.youtube,10246,31834,100730
1626892552539,1626892852715,300176,2325900,surfaceflinger,1000,989,78660
1626892552539,1626892852715,300176,2325900,com.google.android.apps.maps,10224,6549,26050
1626892552539,1626892852715,300176,2325900,media.codec,1046,1174,22130
1626892552539,1626892852715,300176,2325900,audioserver,1041,966,19840
1626892852715,1626893152864,300149,2326280,system_server,1000,1100,81000
1626892852715,1626893152864,300149,2326280,com.google.android.apps.maps,10224,6549,77850
1626892852715,1626893152864,300149,2326280,surfaceflinger,1000,989,66000
1626892852715,1626893152864,300149,2326280,com.google.android.youtube,10246,31834,55570
1626892852715,1626893152864,300149,2326280,com.android.systemui,10060,1995,26550
1626893152864,1626893453008,300144,2332090,com.google.android.youtube,10246,31834,92890
1626893152864,1626893453008,300144,2332090,surfaceflinger,1000,989,87300
1626893152864,1626893453008,300144,2332090,com.google.android.apps.maps,10224,6549,69000
1626893152864,1626893453008,300144,2332090,system_server,1000,1100,68380
1626893152864,1626893453008,300144,2332090,android.hardware.graphics.composer@2.4-service,1000,855,36440
1626893453008,1626893753256,300248,2330630,com.google.android.youtube,10246,31834,94970
1626893453008,1626893753256,300248,2330630,surfaceflinger,1000,989,89800
1626893453008,1626893753256,300248,2330630,com.google.android.apps.maps,10224,6549,70900
1626893453008,1626893753256,300248,2330630,system_server,1000,1100,70150
1626893453008,1626893753256,300248,2330630,android.hardware.graphics.composer@2.4-service,1000,855,37600
1626893753256,1626894053356,300099,2337340,com.google.android.youtube,10246,31834,94280
1626893753256,1626894053356,300099,2337340,surfaceflinger,1000,989,88610
1626893753256,1626894053356,300099,2337340,system_server,1000,1100,72610
1626893753256,1626894053356,300099,2337340,com.google.android.apps.maps,10224,6549,68510
1626893753256,1626894053356,300099,2337340,android.hardware.graphics.composer@2.4-service,1000,855,36680
1626894053356,1626894353576,300221,2327460,com.google.android.youtube,10246,31834,97120
1626894053356,1626894353576,300221,2327460,surfaceflinger,1000,989,92460
1626894053356,1626894353576,300221,2327460,system_server,1000,1100,74360
1626894053356,1626894353576,300221,2327460,com.google.android.apps.maps,10224,6549,70660
1626894053356,1626894353576,300221,2327460,android.hardware.graphics.composer@2.4-service,1000,855,40930
1626894353576,1626894653768,300191,2328490,com.google.android.youtube,10246,31834,89870
1626894353576,1626894653768,300191,2328490,surfaceflinger,1000,989,84680
1626894353576,1626894653768,300191,2328490,system_server,1000,1100,70720
1626894353576,1626894653768,300191,2328490,com.google.android.apps.maps,10224,6549,63690
1626894353576,1626894653768,300191,2328490,android.hardware.graphics.composer@2.4-service,1000,855,33950
1626894653768,1626894954005,300237,2333140,com.google.android.youtube,10246,31834,91710
1626894653768,1626894954005,300237,2333140,surfaceflinger,1000,989,88550
1626894653768,1626894954005,300237,2333140,system_server,1000,1100,74350
1626894653768,1626894954005,300237,2333140,com.google.android.apps.maps,10224,6549,70320
1626894653768,1626894954005,300237,2333140,android.hardware.graphics.composer@2.4-service,1000,855,37290
1626894954005,1626895254183,300179,2332020,com.google.android.youtube,10246,31834,93510
1626894954005,1626895254183,300179,2332020,surfaceflinger,1000,989,89740
1626894954005,1626895254183,300179,2332020,system_server,1000,1100,73230
1626894954005,1626895254183,300179,2332020,com.google.android.apps.maps,10224,6549,65530
1626894954005,1626895254183,300179,2332020,android.hardware.graphics.composer@2.4-service,1000,855,39160
1626895254183,1626895554426,300243,2330100,com.google.android.youtube,10246,31834,100580
1626895254183,1626895554426,300243,2330100,surfaceflinger,1000,989,93860
1626895254183,1626895554426,300243,2330100,system_server,1000,1100,70220
1626895254183,1626895554426,300243,2330100,com.google.android.apps.maps,10224,6549,69670
1626895254183,1626895554426,300243,2330100,android.hardware.graphics.composer@2.4-service,1000,855,41660
1626895554426,1626895854636,300210,2328380,com.google.android.youtube,10246,31834,101830
1626895554426,1626895854636,300210,2328380,surfaceflinger,1000,989,92990
1626895554426,1626895854636,300210,2328380,system_server,1000,1100,71360
1626895554426,1626895854636,300210,2328380,com.google.android.apps.maps,10224,6549,67720
1626895554426,1626895854636,300210,2328380,android.hardware.graphics.composer@2.4-service,1000,855,39290
1626895854636,1626896154831,300195,2329910,com.google.android.youtube,10246,31834,91550
1626895854636,1626896154831,300195,2329910,surfaceflinger,1000,989,88050
1626895854636,1626896154831,300195,2329910,system_server,1000,1100,78660
1626895854636,1626896154831,300195,2329910,com.google.android.apps.maps,10224,6549,70250
1626895854636,1626896154831,300195,2329910,android.hardware.graphics.composer@2.4-service,1000,855,36520
1626896154831,1626896455031,300200,2337290,com.google.android.apps.maps,10224,6549,109560
1626896154831,1626896455031,300200,2337290,surfaceflinger,1000,989,80400
1626896154831,1626896455031,300200,2337290,system_server,1000,1100,79670
1626896154831,1626896455031,300200,2337290,com.google.android.youtube,10246,31834,60040
1626896154831,1626896455031,300200,2337290,android.hardware.graphics.composer@2.4-service,1000,855,34000
1626896455031,1626896755214,300183,2332990,com.google.android.youtube,10246,31834,99380
1626896455031,1626896755214,300183,2332990,surfaceflinger,1000,989,96930
1626896455031,1626896755214,300183,2332990,com.google.android.apps.maps,10224,6549,76780
1626896455031,1626896755214,300183,2332990,system_server,1000,1100,67010
1626896455031,1626896755214,300183,2332990,android.hardware.graphics.composer@2.4-service,1000,855,43780
1626896755214,1626897055406,300192,2332730,com.google.android.youtube,10246,31834,98040
1626896755214,1626897055406,300192,2332730,surfaceflinger,1000,989,97610
1626896755214,1626897055406,300192,2332730,com.google.android.apps.maps,10224,6549,75220
1626896755214,1626897055406,300192,2332730,system_server,1000,1100,66650
1626896755214,1626897055406,300192,2332730,android.hardware.graphics.composer@2.4-service,1000,855,43180
1626897055406,1626897355514,300108,2335590,com.google.android.apps.maps,10224,6549,102980
1626897055406,1626897355514,300108,2335590,system_server,1000,1100,72150
1626897055406,1626897355514,300108,2335590,surfaceflinger,1000,989,59600
1626897055406,1626897355514,300108,2335590,com.android.systemui,10060,1995,30850
1626897055406,1626897355514,300108,2335590,com.google.android.youtube,10246,31834,30170
1626897355514,1626897655718,300204,2335850,com.google.android.apps.maps,10224,6549,109300
1626897355514,1626897655718,300204,2335850,system_server,1000,1100,68430
1626897355514,1626897655718,300204,2335850,surfaceflinger,1000,989,45950
1626897355514,1626897655718,300204,2335850,com.android.systemui,10060,1995,31260
1626897355514,1626897655718,300204,2335850,android.hardware.sensors@2.0-service.multihal,1000,859,19210
1626897655718,1626897955927,300209,2340550,com.google.android.apps.maps,10224,6549,131670
1626897655718,1626897955927,300209,2340550,system_server,1000,1100,73150
1626897655718,1626897955927,300209,2340550,surfaceflinger,1000,989,57200
1626897655718,1626897955927,300209,2340550,com.android.systemui,10060,1995,30570
1626897655718,1626897955927,300209,2340550,com.google.android.gms.persistent,10103,10127,29730
1626897955927,1626898256085,300157,2337130,com.google.android.apps.maps,10224,6549,108430
1626897955927,1626898256085,300157,2337130,system_server,1000,1100,69760
1626897955927,1626898256085,300157,2337130,surfaceflinger,1000,989,44620
1626897955927,1626898256085,300157,2337130,com.android.systemui,10060,1995,31250
1626897955927,1626898256085,300157,2337130,android.hardware.sensors@2.0-service.multihal,1000,859,20020
1626898256085,1626898556294,300210,2331960,com.google.android.apps.maps,10224,6549,111100
1626898256085,1626898556294,300210,2331960,system_server,1000,1100,69410
1626898256085,1626898556294,300210,2331960,surfaceflinger,1000,989,46860
1626898256085,1626898556294,300210,2331960,com.android.systemui,10060,1995,32750
1626898256085,1626898556294,300210,2331960,android.hardware.sensors@2.0-service.multihal,1000,859,23090
1626898556294,1626899271498,300144,2367980,com.google.android.apps.maps,10224,6549,56210
1626898556294,1626899271498,300144,2367980,surfaceflinger,1000,989,33010
1626898556294,1626899271498,300144,2367980,system_server,1000,1100,28880
1626898556294,1626899271498,300144,2367980,com.google.android.gms.persistent,10103,10127,8820
1626898556294,1626899271498,300144,2367980,com.android.systemui,10060,1995,8670
1626899271498,1626901073977,300259,2363760,system_server,1000,1100,35560
1626899271498,1626901073977,300259,2363760,com.google.android.apps.maps,10224,6549,16710
1626899271498,1626901073977,300259,2363760,surfaceflinger,1000,989,16000
1626899271498,1626901073977,300259,2363760,com.google.android.gms.persistent,10103,10127,15730
1626899271498,1626901073977,300259,2363760,android.system.suspend@1.0-service,1000,706,15380
1626901073977,1626903110602,300148,2362950,system_server,1000,1100,38150
1626901073977,1626903110602,300148,2362950,surfaceflinger,1000,989,18260
1626901073977,1626903110602,300148,2362950,com.google.android.apps.maps,10224,6549,17060
1626901073977,1626903110602,300148,2362950,com.google.android.gms.persistent,10103,10127,15530
1626901073977,1626903110602,300148,2362950,android.system.suspend@1.0-service,1000,706,11040
1626903110602,1626903663316,300215,2354650,system_server,1000,1100,51700
1626903110602,1626903663316,300215,2354650,surfaceflinger,1000,989,29550
1626903110602,1626903663316,300215,2354650,com.android.systemui,10060,1995,20050
1626903110602,1626903663316,300215,2354650,com.instagram.android,10300,23772,13020
1626903110602,1626903663316,300215,2354650,android.system.suspend@1.0-service,1000,706,9910
1626903663316,1626906922586,300159,2365620,system_server,1000,1100,39460
1626903663316,1626906922586,300159,2365620,android.system.suspend@1.0-service,1000,706,14930
1626903663316,1626906922586,300159,2365620,com.android.systemui,10060,1995,6260
1626903663316,1626906922586,300159,2365620,ueventd,0,593,5730
1626903663316,1626906922586,300159,2365620,surfaceflinger,1000,989,5150
1626906922586,1626910076567,300161,2376740,system_server,1000,1100,33170
1626906922586,1626910076567,300161,2376740,com.google.android.gms.persistent,10103,10127,13170
1626906922586,1626910076567,300161,2376740,android.system.suspend@1.0-service,1000,706,10600
1626906922586,1626910076567,300161,2376740,com.android.systemui,10060,1995,8400
1626906922586,1626910076567,300161,2376740,com.google.android.gms,10103,28798,4850
1626910076567,1626913850463,300197,2353770,system_server,1000,1100,55810
1626910076567,1626913850463,300197,2353770,android.system.suspend@1.0-service,1000,706,26480
1626910076567,1626913850463,300197,2353770,com.android.systemui,10060,1995,18180
1626910076567,1626913850463,300197,2353770,com.google.android.gms.persistent,10103,10127,14180
1626910076567,1626913850463,300197,2353770,surfaceflinger,1000,989,9860
1626913850463,1626916720141,300199,2349560,system_server,1000,1100,67190
1626913850463,1626916720141,300199,2349560,surfaceflinger,1000,989,36330
1626913850463,1626916720141,300199,2349560,com.google.android.apps.maps,10224,28670,31270
1626913850463,1626916720141,300199,2349560,com.android.systemui,10060,1995,27520
1626913850463,1626916720141,300199,2349560,com.google.android.youtube,10246,31834,18900
1626916720141,1626917020330,300188,2349220,com.google.android.youtube,10246,31834,166100
1626916720141,1626917020330,300188,2349220,surfaceflinger,1000,989,114100
1626916720141,1626917020330,300188,2349220,com.google.android.apps.maps,10224,28670,69720
1626916720141,1626917020330,300188,2349220,system_server,1000,1100,62440
1626916720141,1626917020330,300188,2349220,android.hardware.graphics.composer@2.4-service,1000,855,58030
1626917020330,1626917320552,300222,2345220,com.google.android.youtube,10246,31834,141810
1626917020330,1626917320552,300222,2345220,surfaceflinger,1000,989,107760
1626917020330,1626917320552,300222,2345220,com.google.android.apps.maps,10224,28670,70220
1626917020330,1626917320552,300222,2345220,system_server,1000,1100,67370
1626917020330,1626917320552,300222,2345220,android.hardware.graphics.composer@2.4-service,1000,855,52690
1626917320552,1626917620654,300103,2340430,com.google.android.youtube,10246,31834,134170
1626917320552,1626917620654,300103,2340430,surfaceflinger,1000,989,104600
1626917320552,1626917620654,300103,2340430,system_server,1000,1100,69970
1626917320552,1626917620654,300103,2340430,com.google.android.apps.maps,10224,28670,69640
1626917320552,1626917620654,300103,2340430,android.hardware.graphics.composer@2.4-service,1000,855,50300
1626917620654,1626917920825,300170,2350110,com.google.android.youtube,10246,31834,163510
1626917620654,1626917920825,300170,2350110,surfaceflinger,1000,989,114470
1626917620654,1626917920825,300170,2350110,com.google.android.apps.maps,10224,28670,65890
1626917620654,1626917920825,300170,2350110,system_server,1000,1100,64300
1626917620654,1626917920825,300170,2350110,android.hardware.graphics.composer@2.4-service,1000,855,58020
1626917920825,1626918221021,300196,2349920,com.google.android.youtube,10246,31834,168600
1626917920825,1626918221021,300196,2349920,surfaceflinger,1000,989,118610
1626917920825,1626918221021,300196,2349920,system_server,1000,1100,69260
1626917920825,1626918221021,300196,2349920,android.hardware.graphics.composer@2.4-service,1000,855,59920
1626917920825,1626918221021,300196,2349920,com.google.android.apps.maps,10224,28670,58780
1626918221021,1626918521210,300190,2349210,com.google.android.youtube,10246,31834,156850
1626918221021,1626918521210,300190,2349210,surfaceflinger,1000,989,112840
1626918221021,1626918521210,300190,2349210,system_server,1000,1100,74580
1626918221021,1626918521210,300190,2349210,com.google.android.apps.maps,10224,28670,59200
1626918221021,1626918521210,300190,2349210,android.hardware.graphics.composer@2.4-service,1000,855,55120
1626918521210,1626918821415,300205,2346440,com.google.android.youtube,10246,31834,167660
1626918521210,1626918821415,300205,2346440,surfaceflinger,1000,989,116030
1626918521210,1626918821415,300205,2346440,system_server,1000,1100,63210
1626918521210,1626918821415,300205,2346440,android.hardware.graphics.composer@2.4-service,1000,855,57740
1626918521210,1626918821415,300205,2346440,com.google.android.apps.maps,10224,28670,57150
1626918821415,1626919121635,300219,2345400,com.google.android.youtube,10246,31834,159340
1626918821415,1626919121635,300219,2345400,surfaceflinger,1000,989,114710
1626918821415,1626919121635,300219,2345400,system_server,1000,1100,73540
1626918821415,1626919121635,300219,2345400,android.hardware.graphics.composer@2.4-service,1000,855,56120
1626918821415,1626919121635,300219,2345400,com.google.android.apps.maps,10224,28670,55540
1626919121635,1626919421807,300173,2336730,surfaceflinger,1000,989,124170
1626919121635,1626919421807,300173,2336730,com.google.android.youtube,10246,31834,110620
1626919121635,1626919421807,300173,2336730,system_server,1000,1100,86280
1626919121635,1626919421807,300173,2336730,com.google.android.apps.maps,10224,28670,66290
1626919121635,1626919421807,300173,2336730,android.hardware.graphics.composer@2.4-service,1000,855,65410
1626919421807,1626919722038,300230,2332350,surfaceflinger,1000,989,129190
1626919421807,1626919722038,300230,2332350,system_server,1000,1100,82310
1626919421807,1626919722038,300230,2332350,com.google.android.youtube,10246,31834,81510
1626919421807,1626919722038,300230,2332350,com.google.android.apps.maps,10224,28670,71460
1626919421807,1626919722038,300230,2332350,android.hardware.graphics.composer@2.4-service,1000,855,69880
1626919722038,1626920022241,300203,2330490,com.google.android.apps.maps,10224,28670,94300
1626919722038,1626920022241,300203,2330490,surfaceflinger,1000,989,80530
1626919722038,1626920022241,300203,2330490,system_server,1000,1100,78770
1626919722038,1626920022241,300203,2330490,android.hardware.graphics.composer@2.4-service,1000,855,38130
1626919722038,1626920022241,300203,2330490,com.google.android.youtube,10246,31834,34580
1626920022241,1626920322443,300202,2333280,com.google.android.apps.maps,10224,28670,106860
1626920022241,1626920322443,300202,2333280,system_server,1000,1100,77950
1626920022241,1626920322443,300202,2333280,surfaceflinger,1000,989,47930
1626920022241,1626920322443,300202,2333280,com.android.systemui,10060,1995,26420
1626920022241,1626920322443,300202,2333280,android.hardware.sensors@2.0-service.multihal,1000,859,22440
1626920322443,1626920622621,300179,2325590,com.google.android.apps.maps,10224,28670,104100
1626920322443,1626920622621,300179,2325590,system_server,1000,1100,74990
1626920322443,1626920622621,300179,2325590,surfaceflinger,1000,989,45810
1626920322443,1626920622621,300179,2325590,com.android.systemui,10060,1995,27210
1626920322443,1626920622621,300179,2325590,android.hardware.sensors@2.0-service.multihal,1000,859,22490
1626920622621,1626920922739,300117,2329310,com.google.android.apps.maps,10224,28670,102260
1626920622621,1626920922739,300117,2329310,system_server,1000,1100,75050
1626920622621,1626920922739,300117,2329310,surfaceflinger,1000,989,44120
1626920622621,1626920922739,300117,2329310,com.android.systemui,10060,1995,26170
1626920622621,1626920922739,300117,2329310,android.hardware.sensors@2.0-service.multihal,1000,859,22120
1626920922739,1626921222919,300181,2331310,com.google.android.apps.maps,10224,28670,103620
1626920922739,1626921222919,300181,2331310,system_server,1000,1100,76800
1626920922739,1626921222919,300181,2331310,surfaceflinger,1000,989,44730
1626920922739,1626921222919,300181,2331310,com.android.systemui,10060,1995,25620
1626920922739,1626921222919,300181,2331310,android.hardware.sensors@2.0-service.multihal,1000,859,22220
1626921222919,1626921523123,300203,2327540,com.google.android.apps.maps,10224,28670,103420
1626921222919,1626921523123,300203,2327540,system_server,1000,1100,73180
1626921222919,1626921523123,300203,2327540,surfaceflinger,1000,989,45530
1626921222919,1626921523123,300203,2327540,com.android.systemui,10060,1995,25760
1626921222919,1626921523123,300203,2327540,android.hardware.sensors@2.0-service.multihal,1000,859,22670
1626921523123,1626921823305,300183,2332670,com.google.android.apps.maps,10224,28670,130750
1626921523123,1626921823305,300183,2332670,system_server,1000,1100,71260
1626921523123,1626921823305,300183,2332670,surfaceflinger,1000,989,44770
1626921523123,1626921823305,300183,2332670,com.android.systemui,10060,1995,23730
1626921523123,1626921823305,300183,2332670,android.hardware.sensors@2.0-service.multihal,1000,859,21410
1626921823305,1626922123519,300214,2337780,com.google.android.apps.maps,10224,28670,125570
1626921823305,1626922123519,300214,2337780,system_server,1000,1100,80830
1626921823305,1626922123519,300214,2337780,surfaceflinger,1000,989,43240
1626921823305,1626922123519,300214,2337780,com.android.systemui,10060,1995,24210
1626921823305,1626922123519,300214,2337780,android.hardware.sensors@2.0-service.multihal,1000,859,21280
1626922123519,1626922423700,300180,2329660,com.google.android.apps.maps,10224,28670,100580
1626922123519,1626922423700,300180,2329660,system_server,1000,1100,77210
1626922123519,1626922423700,300180,2329660,surfaceflinger,1000,989,47500
1626922123519,1626922423700,300180,2329660,com.android.systemui,10060,1995,27120
1626922123519,1626922423700,300180,2329660,android.hardware.sensors@2.0-service.multihal,1000,859,22980
1626922423700,1626922723901,300201,2330600,com.google.android.apps.maps,10224,28670,104140
1626922423700,1626922723901,300201,2330600,system_server,1000,1100,73620
1626922423700,1626922723901,300201,2330600,surfaceflinger,1000,989,48070
1626922423700,1626922723901,300201,2330600,com.android.systemui,10060,1995,26950
1626922423700,1626922723901,300201,2330600,android.hardware.sensors@2.0-service.multihal,1000,859,22690
1626922723901,1626923024069,300168,2335030,com.google.android.apps.maps,10224,28670,106250
1626922723901,1626923024069,300168,2335030,system_server,1000,1100,82900
1626922723901,1626923024069,300168,2335030,surfaceflinger,1000,989,47930
1626922723901,1626923024069,300168,2335030,com.android.systemui,10060,1995,27260
1626922723901,1626923024069,300168,2335030,android.hardware.sensors@2.0-service.multihal,1000,859,22620
1626923024069,1626923324262,300193,2328250,com.google.android.apps.maps,10224,28670,104360
1626923024069,1626923324262,300193,2328250,system_server,1000,1100,80490
1626923024069,1626923324262,300193,2328250,surfaceflinger,1000,989,48630
1626923024069,1626923324262,300193,2328250,com.android.systemui,10060,1995,26230
1626923024069,1626923324262,300193,2328250,android.hardware.sensors@2.0-service.multihal,1000,859,22530
1626923324262,1626923624462,300201,2326170,com.google.android.apps.maps,10224,28670,113730
1626923324262,1626923624462,300201,2326170,system_server,1000,1100,74030
1626923324262,1626923624462,300201,2326170,surfaceflinger,1000,989,47430
1626923324262,1626923624462,300201,2326170,com.android.systemui,10060,1995,26680
1626923324262,1626923624462,300201,2326170,android.hardware.sensors@2.0-service.multihal,1000,859,21950
1626923624462,1626923924662,300199,2329510,com.google.android.apps.maps,10224,28670,87530
1626923624462,1626923924662,300199,2329510,system_server,1000,1100,76890
1626923624462,1626923924662,300199,2329510,surfaceflinger,1000,989,43750
1626923624462,1626923924662,300199,2329510,com.android.systemui,10060,1995,27160
1626923624462,1626923924662,300199,2329510,com.google.android.gms.persistent,10103,10127,21910
1626923924662,1626924224764,300102,2326380,com.google.android.apps.maps,10224,28670,101230
1626923924662,1626924224764,300102,2326380,system_server,1000,1100,69440
1626923924662,1626924224764,300102,2326380,surfaceflinger,1000,989,47330
1626923924662,1626924224764,300102,2326380,com.android.systemui,10060,1995,26910
1626923924662,1626924224764,300102,2326380,com.google.android.gms.persistent,10103,10127,20760
1626924224764,1626924524923,300160,2328180,com.google.android.apps.maps,10224,28670,102580
1626924224764,1626924524923,300160,2328180,system_server,1000,1100,74840
1626924224764,1626924524923,300160,2328180,surfaceflinger,1000,989,47950
1626924224764,1626924524923,300160,2328180,com.android.systemui,10060,1995,26910
1626924224764,1626924524923,300160,2328180,android.hardware.sensors@2.0-service.multihal,1000,859,22060
1626924524923,1626924825101,300178,2323830,com.google.android.apps.maps,10224,28670,104370
1626924524923,1626924825101,300178,2323830,system_server,1000,1100,72770
1626924524923,1626924825101,300178,2323830,surfaceflinger,1000,989,49280
1626924524923,1626924825101,300178,2323830,com.android.systemui,10060,1995,26960
1626924524923,1626924825101,300178,2323830,android.hardware.sensors@2.0-service.multihal,1000,859,22310
1626924825101,1626925125303,300201,2331980,com.google.android.apps.maps,10224,28670,91610
1626924825101,1626925125303,300201,2331980,system_server,1000,1100,81960
1626924825101,1626925125303,300201,2331980,surfaceflinger,1000,989,44220
1626924825101,1626925125303,300201,2331980,com.android.systemui,10060,1995,29430
1626924825101,1626925125303,300201,2331980,android.hardware.sensors@2.0-service.multihal,1000,859,23060
1626925125303,1626925425481,300179,2326950,com.google.android.apps.maps,10224,28670,101910
1626925125303,1626925425481,300179,2326950,system_server,1000,1100,71490
1626925125303,1626925425481,300179,2326950,surfaceflinger,1000,989,47020
1626925125303,1626925425481,300179,2326950,com.android.systemui,10060,1995,28230
1626925125303,1626925425481,300179,2326950,android.hardware.sensors@2.0-service.multihal,1000,859,22990
1626925425481,1626925725719,300237,2326560,com.google.android.apps.maps,10224,28670,104610
1626925425481,1626925725719,300237,2326560,system_server,1000,1100,72320
1626925425481,1626925725719,300237,2326560,surfaceflinger,1000,989,45790
1626925425481,1626925725719,300237,2326560,com.android.systemui,10060,1995,28400
1626925425481,1626925725719,300237,2326560,android.hardware.sensors@2.0-service.multihal,1000,859,22980
1626925725719,1626926025826,300108,2324670,com.google.android.apps.maps,10224,28670,104780
1626925725719,1626926025826,300108,2324670,system_server,1000,1100,72910
1626925725719,1626926025826,300108,2324670,surfaceflinger,1000,989,45340
