id,canonical_id,parent_canonical_id,name,mccmnc,imsi_range,imsi_prefix,iccid_range,iccid_prefix,gid1,gid1_prefix,gid2,gid2_prefix,plmn,spn,apn
1917,1575,1575,WINDTRE,22299,,,,,,,,,,,
1918,1587,1587,Cable & Wireless (Cayman),346140,,,,,,,,,,,
1919,1589,1589,Kcell,40102,,,,,,,,,,,
1920,1619,1619,vodafone MT,27801,,,,,,,,,,,
1921,1637,1637,Telecel,61403,,,,,,,,,,Orange,
1922,1641,1641,Claro NI,71021,,,,,,,,,,,
1923,1642,1642,"Servicios de Comunicaciones, S.A. (SERCOM)",710730,,,,,,,,,,,
1924,1647,1647,Claro PE,71610,,,,,,,,,,,
1925,1672,1672,Hola Paraguay S.A.,74401,,,,,,,,,,,
1926,1673,1673,Claro PY,74402,,,,,,,,,,,
1927,1681,1681,Beeline,25099,,,,,,,,,,,
1928,1691,1691,3 (Hi3G Access AB),24002,,,,,,,,,,,
1929,1716,1716,Orange,61901,,,,,,,,,,Orange SL,
1930,1721,1721,Orange Senegal,60801,,,,,,,,,,Orange SN,
1931,1737,1737,Turk Telekom,28603,,,,,,,,,,,
1932,1740,1740,Digicel Trinidad and Tobago Ltd.,37413,,,,,,,,,,,
1933,1862,1862,Ancel,74801,,,,,,,,,,,
1934,1863,1863,Movistar,74807,,,,,,,,,,,
1935,1864,1864,Claro UY,74810,,,,,,,,,,,
1936,1870,1870,Infonet,73401,,,,,,,,,,,
1937,1871,1871,Corporacion Digitel,73402,,,,,,,,,,,
1938,1872,1872,Digicel,73403,,,,,,,,,,,
1939,1873,1873,Movistar,73404,,,,,,,,,,,
1940,1874,1874,"Telecomunicaciones Movilnet, C.A.",73406,,,,,,,,,,,
1941,1903,1903,3,27205,,,,,,,,,,,
1942,1912,1912,Nextel,334090,,,,,,,,,,,
1943,1913,1913,Telcel,334020,,,,,,,,,,,
1944,1914,1914,Movistar,334030,,,,,,,,,,Movistar,
1945,1915,1915,Iusacell,334050,,,,,,,,,,,
1946,1925,1925,Claro PA,71403,,,,,,,,,,,
1947,1926,1926,Digicel,71404,,,,,,,,,,,
1948,1927,1927,Telecel,74404,,,,,,,,,,,
1949,1928,1928,Personal,74405,,,,,,,,,,,
1950,1929,1929,Movistar,71606,,,,,,,,,,,
1951,1930,1930,Entel,71617,,,,,,,,,,,
1952,1936,1936,Orange Tunisie,60501,,,,,,,,,,Orange TN,
1953,1943,1943,Orange Niger,61404,,,,,,,,,,Orange,
1954,1948,1948,Orange,63203,,,,,,,,,,Orange GB,
1955,1953,1953,Claro CR,71203,,,,,,,,,,,
1956,1953,1953,Claro CR,712030,,,,,,,,,,,
1957,1954,1954,Claro SV,70601,,,,,,,,,,,
1958,1955,1955,Claro PR,330110,,,,,,,,,,,
1959,1974,1974,Jazztel,21407,,,,,,,,,,JAZZTEL,
1960,1998,1998,Tigo,70603,,,,,,,,,,,
1961,2003,2003,Movistar,71204,,,,,,,,,,,
1962,2009,2009,Movistar,706040,,,,,,,,,,,
1963,2009,2009,Movistar,70604,,,,,,,,,,,
1964,2010,2010,Movistar (Telefonia Celular de Nicaragua),710300,,,,,,,,,,,
1965,2034,2034,Orange Mali,61002,,,,,,,,,,Orange ML,
1966,2035,2035,Celcom,61807,,,,,,,,,,Orange LBR,
1967,2036,2036,Tigo,63089,,,,,,,,,,Orange RDC,
1968,2088,2088,Crnogorski Telekom,29702,,,,,,,,,,,
1969,2091,30107,Bonbon,21901,,,,,12,,,,,,
1970,2091,30107,Bonbon,21901,,,,,11,,,,,,
1971,2091,30107,Bonbon,21901,,,,,10,,,,,,
1972,2091,30107,Bonbon,21901,,,,,,,,,,bonbon,
1973,2092,30717,Congstar,26201,,,,,44,,,,,,
1974,2092,30717,Congstar,26201,,,,,,,,,,congstar,
1975,2092,30717,Congstar,26201,,,,,,,,,,congstar.de,
1976,2092,30717,Congstar,26206,,,,,44,,,,,,
1977,2092,30717,Congstar,26206,,,,,,,,,,congstar,
1978,2092,30717,Congstar,26206,,,,,,,,,,congstar.de,
1979,2093,2093,TESCO,23410,,,,,0AFF,,,,,,
1980,2093,2093,TESCO,23410,,,,,0AFFFFFFFFFF544553434F202020202020202020,,,,,,
1981,2114,31024,mvno1.DE.Vodafone,26202,262021915688022~262021915689721,,,,,,,,,,
1982,2114,31024,mvno1.DE.Vodafone,26202,262021916728922~262021916753921,,,,,,,,,,
1983,2114,31024,mvno1.DE.Vodafone,26202,262021916844422~262021916869421,,,,,,,,,,
1984,2114,31024,mvno1.DE.Vodafone,26202,262021505517152~262021505518151,,,,,,,,,,
1985,2114,31024,mvno1.DE.Vodafone,26202,262021605721605~262021605722104,,,,,,,,,,
1986,2114,31024,mvno1.DE.Vodafone,26202,262021914583022~262021914843021,,,,,,,,,,
1987,2114,31024,mvno1.DE.Vodafone,26202,262021705178075~262021705185574,,,,,,,,,,
1988,2114,31024,mvno1.DE.Vodafone,26202,262021913520022~262021914085021,,,,,,,,,,
1989,2114,31024,mvno1.DE.Vodafone,26202,262021704060033~262021704075032,,,,,,,,,,
1990,2114,31024,mvno1.DE.Vodafone,26202,262021706006477~262021706046476,,,,,,,,,,
1991,2118,2118,giffgaff,23410,,,,,508F,,,,,,
1992,2118,2118,giffgaff,23410,,,,,508FFFFFFFFF4D564E4520202020202020202020,,,,,,
1993,2125,2125,Simyo,21403,,,,,,,,,,simyo,
1994,2125,2125,Simyo,21419,,,,,,,,,,simyo,
1995,2130,2130,ALIV BS,36449,,,,,,,,,,,
1996,2130,2130,ALIV BS,20809,,208090021,,,,,,,,,
1997,2140,2140,Smarty,23420,,,,,0309,,,,,,
1998,2141,2141,Superdrug,23420,,,,,0310,,,,,,
1999,2163,2163,Digicel,36302,,,,,,,,,,,
2000,2215,2215,Porto Seguro TeleComumicacoes,72454,,,,,,,,,,,
2001,2216,2216,VTR Banda Ancha SA,73008,,,,,,,,,,,
2002,2218,2218,ETB 4G,732187,,,,,,,,,,,
2003,2223,2223,Grenada:Lime,352110,,,,,,,,,,,
2004,2224,2224,Cable & Wireless,338180,,,,,,,,,,,
2005,2289,2289,Cable & Wireless,348170,,,,,,,,,,,
2006,2290,2290,Cable & Wireless,366110,,,,,,,,,,,
2007,2291,2291,Cable & Wireless West Indies Ltd (Turks & Caicos),376350,,,,,,,,,,,
2008,2292,2292,Cable & Wireless,354860,,,,,,,,,,,
2009,2293,2293,Cable & Wireless,358110,,,,,,,,,,,
2010,2294,2294,Cable & Wireless (St. Vincent & the Grenadines) Ltd,360110,,,,,,,,,,,
2011,2295,2295,Cable & Wireless,365840,,,,,,,,,,,
2012,2356,2356,Digicel,348770,,,,,,,,,,,
2013,2357,2357,Tuenti,21407,,,,,,,,,,Tuenti,
2014,2357,2357,Tuenti,21432,,,,,,,,,,Tuenti,
2015,2357,2357,Tuenti,21405,,,,,,,,,,Tuenti,
2016,2359,2359,Bitel,71615,,,,,,,,,,,
2017,2360,30529,Telefonica,26203,,,,,010301FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,,,,,,
2018,2360,30529,Telefonica,26203,,,,,010901FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,,,,,,
2019,2360,30529,Telefonica,26207,,,,,010301FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,,,,,,
2020,2360,30529,Telefonica,26207,,,,,010901FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,,,,,,
2021,2360,30529,Telefonica,26203,,,,,010301,,,,,,
2022,2360,30529,Telefonica,26203,,,,,010901,,,,,,
2023,2360,30529,Telefonica,26207,,,,,010301,,,,,,
2024,2360,30529,Telefonica,26207,,,,,010901,,,,,,
2025,10002,10002,O2 Pay & Go,23410,,,,,99,,,,,,
2026,10002,10002,O2 Pay & Go,23410,,,,,85,,,,,,
2027,10002,10002,O2 Pay & Go,23410,,,,,99FFFFFFFFFF43454C4C4E455420202020202020,,,,,,
2028,10002,10002,O2 Pay & Go,23410,,,,,85FFFFFFFFFF47454E4945494E20202020202020,,,,,,
2029,10002,10002,O2 Pay & Go,23410,,,,,67FFFFFFFFFF4D4F54454B494920202020202020,,,,,,
2030,10002,10002,O2 Pay & Go,23410,,,,,61,,,,,,
2031,10002,10002,O2 Pay & Go,23410,,,,,67,,,,,,
2032,10002,10002,O2 Pay & Go,23410,,,,,61FFFFFFFFFF504D53284E454C534F4E29202020,,,,,,
2033,10026,10026,Orange B,20610,,,,,,,,,,Orange B,
2034,10028,10028,Orange F,20801,,,,,,,,,,Orange F,
2035,10063,10063,Jazztel,21403,,,,,,,,,,JAZZTEL,
2036,10063,10063,Jazztel,21421,,,,,,,,,,JAZZTEL,
2037,10079,10079,FASTWEB,22299,,22299800,,,,,,,,FASTWEB,
2038,10081,10081,RO Orange,22610,,,,,,,,,,orange,
2039,10083,10083,Orange,23101,,,,,,,,,,Orange,
2040,10090,10090,eety,23210,,23210401,,,,,0000,,,eety,
2041,10098,10098,Manx Telecom PrePay,23458,,,,,519F,,,,,,
2042,10098,10098,Manx Telecom PrePay,23410,,,,,519F,,,,,,
2043,10099,10099,TalkTalk,23410,,,,,507F,,,,,,
2044,10102,10102,iD,23420,,,,,0305,,,,,,
2045,10103,10103,Three UK,23420,,,,,0303,,,,,,
2046,10123,10123,Orange,26003,,,,,,,,,,Orange,
2047,10137,10137,Digicel Antigua,33805,,338050834,,,,,,,,,
2048,10137,10137,Digicel Antigua,338050,,338050834,,,,,,,,,
2049,10138,10138,Digicel Bermuda,338050,,338050833,,,,,,,,,
2050,10138,10138,Digicel Bermuda,33805,,338050833,,,,,,,,,
2051,10139,10139,Digicel Barbados,33805,,3380505,,,,,,,,,
2052,10140,10140,Digicel Cayman,33805,,3380506,,,,,,,,,
2053,10140,10140,Digicel Cayman,338050,,3380506,,,,,,,,,
2054,10141,10141,BTC_BS,36439,,,,,,,,,,,
2055,10192,10192,movistar_GT_8,70403,,704038,,,,,,,,,
2056,10193,10193,VIVO_53,72410,,,,xxxxxxxxx53,,,,,,,
2057,10193,10193,VIVO_53,72406,,,,xxxxxxxxx53,,,,,,,
2058,10193,10193,VIVO_53,72423,,,,xxxxxxxxx53,,,,,,,
2059,10193,10193,VIVO_53,72411,,,,xxxxxxxxx53,,,,,,,
2060,10194,10194,VIVO_28,72406,,,,xxxxxxxxx28,,,,,,,
2061,10194,10194,VIVO_28,72423,,,,xxxxxxxxx28,,,,,,,
2062,10194,10194,VIVO_28,72410,,,,xxxxxxxxx28,,,,,,,
2063,10194,10194,VIVO_28,72411,,,,xxxxxxxxx28,,,,,,,
2064,10195,10195,Falabella,73001,,73001300,,,,,,,,,
2065,10195,10195,Falabella,73010,,73010300,,,,,,,,,
2066,10196,10196,Colo-Colo,73007,,7300704,,,,,,,,,
2067,10197,10197,GTD Movil,73007,,7300701,,,,,,,,,
2068,10198,10198,GTEL Netline,73007,,7300703,,,,,,,,,
2069,10199,10199,virgin mobile,73007,,7300702,,,,,,,,,
2070,10200,10200,movistar_51,74000,,7400051,,,,,,,,,
2071,10201,10201,movistar_52,74000,,7400052,,,,,,,,,
2072,10364,10364,AZTECA_MOVIL,334020,,33402003,,,,,,,,,
2073,10366,10366,ALTAN,334140,,,,,,,,,,,
2074,10367,10367,Digicel Dominica,338050,,3380503,,,,,,,,,
2075,10368,10368,Digicel Jamaica,338050,,3380500,,,,,,,,,
2076,10369,10369,Digicel St.Lucia,338050,,3380501,,,,,,,,,
2077,10370,10370,Digicel St.Vincent,338050,,3380502,,,,,,,,,
2078,10371,10371,Digicel Anguilla,338050,,338050830,,,,,,,,,
2079,10372,10372,Digicel St.Kitts & Nevis,338050,,338050831,,,,,,,,,
2080,10373,10373,Digicel Turks & Caicos,338050,,338050837,,,,,,,,,
2081,10375,10375,EXITO1,732103,,732103054,,,,,,,,,
2082,10376,10376,EXITO2,732103,,732103055,,,,,,,,,
2083,10377,10377,UFF1,732103,,732103018,,,,,,,,,
2084,10378,10378,UFF2,732103,,732103019,,,,,,,,,
2085,10379,10379,Virgin Mobile1,732123,,732123910,,,,,,,,,
2086,10379,10379,Virgin Mobile1,732123,,732123911,,,,,,,,,
2087,10379,10379,Virgin Mobile1,732123,,73212390,,,,,,,,,
2088,10380,10380,UNE,732142,,,,,,,,,,,
2089,10381,10381,Virgin Mobile2,732154,,,,,,,,,,,
2090,10382,10382,WIND3,22288,,,,,0000000099,,,,,,
2091,10382,10382,WIND3,22299,,,,,0000000099,,,,,,
2092,10383,10383,Vodafone,28602,,,,,,,,,,,
2093,10384,10384,Vodacom,65501,,,,,,,,,,,
2094,10385,31021,Telenor Sverige AB,24008,,240087,,,,,,,,Telenor SE,
2095,10385,31021,Telenor Sverige AB,24008,,240089,,,,,,,,Telenor SE,
2096,10385,31021,Telenor Sverige AB,24008,,240081,,,,,,,,Telenor SE,
2097,10385,31021,Telenor Sverige AB,24008,,240085,,,,,,,,Telenor SE,
2098,10385,31021,Telenor Sverige AB,24008,,240083,,,,,,,,Telenor SE,
2099,10385,31021,Telenor Sverige AB,24008,,240088,,,,,,,,Telenor SE,
2100,10385,31021,Telenor Sverige AB,24008,,240086,,,,,,,,Telenor SE,
2101,10385,31021,Telenor Sverige AB,24008,,240082,,,,,,,,Telenor SE,
2102,10385,31021,Telenor Sverige AB,24008,,240084,,,,,,,,Telenor SE,
2103,10387,10401,Telenor,23802,,2380237,,,,,,,,,
2104,10387,10401,Telenor,23802,,2380236,,,,,,,,,
2105,10401,10401,Fonet/danovation,23802,,,,,,,,,,,
2106,10401,10401,Fonet/danovation,23802,,2380225,,,,,,,,,
2107,10401,10401,Fonet/danovation,23802,,2380280,,,,,,,,,
2108,10401,10401,Fonet/danovation,23802,,2380227,,,,,,,,,
2109,10401,10401,Fonet/danovation,23802,,23802821,,,,,,,,,
2110,10401,10401,Fonet/danovation,23802,,23802820,,,,,,,,,
2111,10401,10401,Fonet/danovation,23802,,23802823,,,,,,,,,
2112,10401,10401,Fonet/danovation,23802,,23802611,,,,,,,,,
2113,10401,10401,Fonet/danovation,23802,,23802613,,,,,,,,,
2114,10401,10401,Fonet/danovation,23802,,23802653,,,,,,,,,
2115,10401,10401,Fonet/danovation,23802,,23802651,,,,,,,,,
2116,10401,10401,Fonet/danovation,23802,,23802663,,,,,,,,,
2117,10401,10401,Fonet/danovation,23802,,2380230,,,,,,,,,
2118,10401,10401,Fonet/danovation,23802,,23802641,,,,,,,,,
2119,10401,10401,Fonet/danovation,23802,,23802621,,,,,,,,,
2120,10401,10401,Fonet/danovation,23802,,2380228,,,,,,,,,
2121,10401,10401,Fonet/danovation,23802,,23802923,,,,,,,,,
2122,10401,10401,Fonet/danovation,23802,,23802920,,,,,,,,,
2123,10401,10401,Fonet/danovation,23802,,23802951,,,,,,,,,
2124,10401,10401,Fonet/danovation,23802,,23802831,,,,,,,,,
2125,10401,10401,Fonet/danovation,23802,,23802833,,,,,,,,,
2126,10401,10401,Fonet/danovation,23802,,23802863,,,,,,,,,
2127,10401,10401,Fonet/danovation,23802,,23802861,,,,,,,,,
2128,10401,10401,Fonet/danovation,23802,,23802631,,,,,,,,,
2129,10401,10401,Fonet/danovation,23802,,23802633,,,,,,,,,
2130,10401,10401,Fonet/danovation,23802,,23802973,,,,,,,,,
2131,10401,10401,Fonet/danovation,23802,,23802971,,,,,,,,,
2132,10403,958,eRate,24201,,24201641,,,,,,,,,
2133,10403,958,eRate,24201,,24201041,,,,,,,,,
2134,10403,958,eRate,24201,,24201451,,,,,,,,,
2135,10403,958,eRate,24201,,24201353,,,,,,,,,
2136,10403,958,eRate,24201,,24201441,,,,,,,,,
2137,10403,958,eRate,24201,,24201644,,,,,,,,,
2138,10403,958,eRate,24201,,24201357,,,,,,,,,
2139,10403,958,eRate,24201,,24201410,,,,,,,,,
2140,10403,958,eRate,24201,,24201642,,,,,,,,,
2141,10403,958,eRate,24201,,24201358,,,,,,,,,
2142,10403,958,eRate,24201,,24201411,,,,,,,,,
2143,10403,958,eRate,24201,,24201640,,,,,,,,,
2144,10403,958,eRate,24201,,24201352,,,,,,,,,
2145,10403,958,eRate,24201,,24201341,,,,,,,,,
2146,10403,958,eRate,24201,,24201340,,,,,,,,,
2147,10403,958,eRate,24201,,24201344,,,,,,,,,
2148,10403,958,eRate,24201,,24201643,,,,,,,,,
2149,10403,958,eRate,24201,,24201343,,,,,,,,,
2150,10403,958,eRate,24201,,24201351,,,,,,,,,
2151,10403,958,eRate,24201,,24201043,,,,,,,,,
2152,10409,10409,AT&T,33405,,,,,,,,,,,
2153,10410,10410,COTAS,73604,,,,,,,,,,,
2154,10411,10411,Digicel,338050,,338050842,,,,,,,,,
2155,10412,10412,Digicel,37201,,,,,,,,,,,
2156,10413,10413,FLOW,356110,,,,,,,,,,,
2157,10416,10416,D-SmartCell,28603,,,,,,,,,,D-SmartCell,
2158,10417,10417,TEKNOSACELL,28603,,,,,,,,,,TEKNOSACELL,
2159,10418,10418,Pttcell,28603,,,,,,,,,,Pttcell,
2160,10419,10419,GSMobile,28603,,,,,,,,,,GSMobile,
2161,10420,10420,Fenercell,28603,,,,,,,,,,Fenercell,
2162,10421,10421,BIMcell,28603,,,,,,,,,,BIMcell,
2163,10422,10422,VESTELCELL,28603,,,,,,,,,,VESTELCELL,
2164,10423,10423,Movistar,33403,,,,,,,,,,,
2165,10423,10423,Movistar,334030,,,,,,,,,,,
2166,30002,30002,ONO,21405,,,,,,,,,,ONO,
2167,30003,30003,PepephoneNEW,21405,,,,,,,,,,pepephone,
2168,30004,30004,telecable,21405,,,,,,,,,,telecable,
2169,30005,30005,T-2,21407,,,,,,,,,,T-2,
2170,30006,30006,Virgin Media IE,20601,,,,8935315,75,,75696532FFFFFFFF,,,,
2171,30007,30007,upc ch,20601,,206018012,,,75,,,,,,
2172,30008,30008,UPC HU,20601,,206018013,,,75,,,,,,
2173,30009,30009,Virgin,20601,,,,,2800000000000000,,,,,,
2174,30010,30010,Proximus (NRJ),20601,,,,,4E524A31,,,,,,
2175,30011,30011,Proximus (Virgin),20601,,,,,52,,,,,,
2176,30012,30012,Eastlink,20601,,,,,B6,,,,,,
2177,30013,30013,spusu,20601,,206018802203,,,,,,,,,
