eventId,timeStamp,eventType,className,instanceId,pkgId
112145,1626248486074,11,,0,323
112146,1626248861569,11,,0,346
112147,1626248861969,11,,0,198
112148,1626255685528,11,,0,427
112149,1626255685529,11,,0,374
112150,1626255685529,11,,0,443
112151,1626260197140,11,,0,427
112152,1626260343001,11,,0,443
112153,1626260343001,11,,0,374
112154,1626263544115,11,,0,454
112155,1626264718914,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112156,1626264719129,12,,0,45
112157,1626264719538,12,,0,331
112158,1626264720951,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112159,1626264720972,11,,0,429
112160,1626264721163,12,,0,198
112161,1626264721219,11,,0,454
112162,1626264721700,11,,0,341
112163,1626264721900,11,,0,247
112164,1626264721979,11,,0,323
112165,1626264724415,11,,0,344
112166,1626264724427,11,,0,334
112167,1626264724431,11,,0,332
112168,1626264724431,11,,0,331
112169,1626264724432,11,,0,338
112170,1626264724432,11,,0,337
112171,1626264725062,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112172,1626264741855,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112173,1626264742467,12,,0,45
112174,1626266312242,12,,0,338
112175,1626266312388,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112176,1626266312598,12,,0,198
112177,1626266316398,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112178,1626266533236,11,,0,332
112179,1626266965830,11,,0,427
112180,1626266965843,11,,0,443
112181,1626266965844,11,,0,374
112182,1626267670876,11,,0,427
112183,1626267670881,11,,0,374
112184,1626267670882,11,,0,443
112185,1626269471344,11,,0,346
112186,1626269471344,11,,0,198
112187,1626270996985,11,,0,346
112188,1626271275474,11,,0,198
112189,1626273990350,12,,0,338
112190,1626273990458,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112191,1626273990676,12,,0,198
112192,1626273994480,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112193,1626277284686,11,,0,427
112194,1626277284686,11,,0,443
112195,1626277284686,11,,0,374
112196,1626280593206,12,,0,338
112197,1626280593310,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112198,1626280593533,12,,0,198
112199,1626280597336,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112200,1626280903528,11,,0,477
112201,1626280904573,12,,0,477
112202,1626281268253,11,,0,429
112203,1626281268962,11,,0,341
112204,1626281269159,11,,0,247
112205,1626281269162,11,,0,323
112206,1626282095617,11,,0,427
112207,1626282583452,11,,0,374
112208,1626282583456,11,,0,443
112209,1626284161816,19,org.thoughtcrime.securesms.service.GenericForegroundService,0,336
112210,1626284162024,12,,0,336
112211,1626284162978,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112212,1626284163200,12,,0,45
112213,1626284175404,11,,0,332
112214,1626284175406,11,,0,487
112215,1626284175947,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112216,1626284176507,12,,0,45
112217,1626284177067,20,org.thoughtcrime.securesms.service.GenericForegroundService,0,336
112218,1626284182806,8,,0,323
112219,1626284183510,12,,0,331
112220,1626284184210,12,,0,487
112221,1626284184358,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112222,1626284184361,11,,0,429
112223,1626284184456,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112224,1626284184526,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112225,1626284184574,12,,0,198
112226,1626284184738,12,,0,198
112227,1626284188513,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112228,1626284479676,11,,0,332
112229,1626284537559,11,,0,247
112230,1626284537560,11,,0,323
112231,1626284818394,11,,0,427
112232,1626284818395,11,,0,374
112233,1626284818396,11,,0,443
112234,1626285202632,11,,0,346
112235,1626285202633,11,,0,198
112236,1626285203358,12,,0,323
112237,1626285947757,11,,0,346
112238,1626285947760,11,,0,198
112239,1626286156376,11,,0,247
112240,1626286156380,11,,0,323
112241,1626287060616,12,,0,331
112242,1626287060627,12,,0,331
112243,1626287060778,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112244,1626287060936,11,,0,341
112245,1626287060990,12,,0,198
112246,1626287064810,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
112247,1626287761509,19,com.samsung.android.app.omcagent.process.download.DownloaderOMCIntentService,0,173
112248,1626287761728,12,,0,173
112249,1626287762356,20,com.samsung.android.app.omcagent.process.download.DownloaderOMCIntentService,0,173
112250,1626287874067,15,,0,1
112251,1626287874270,11,,0,389
112252,1626287877216,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112253,1626287877270,18,,0,1
112254,1626287878108,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112255,1626287878150,1,com.samsung.android.app.notes.memolist.MemoListActivity,133410672,149
112256,1626287878316,2,com.samsung.android.app.notes.memolist.MemoListActivity,133410672,149
112257,1626287878333,1,com.samsung.android.support.senl.nt.app.ftu.FTUActivity,47146717,149
112258,1626287878618,23,com.samsung.android.app.notes.memolist.MemoListActivity,133410672,149
112259,1626287878622,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112260,1626287878641,11,,0,367
112261,1626287878867,2,com.samsung.android.support.senl.nt.app.ftu.FTUActivity,47146717,149
112262,1626287878877,1,com.samsung.android.app.notes.memolist.MemoListActivity,133410672,149
112263,1626287878892,2,com.samsung.android.app.notes.memolist.MemoListActivity,133410672,149
112264,1626287878898,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112265,1626287879352,23,com.samsung.android.app.notes.memolist.MemoListActivity,133410672,149
112266,1626287879436,23,com.samsung.android.support.senl.nt.app.ftu.FTUActivity,47146717,149
112267,1626287880477,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112268,1626287880516,1,com.samsung.android.app.spage.ui.MainActivity,20208939,427
112269,1626287880729,11,,0,427
112270,1626287880998,2,com.samsung.android.app.spage.ui.MainActivity,20208939,427
112271,1626287881032,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112272,1626287881130,23,com.samsung.android.app.spage.ui.MainActivity,20208939,427
112273,1626287881184,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112274,1626287881198,1,com.samsung.android.app.spage.ui.MainActivity,221854842,427
112275,1626287881734,11,,0,487
112276,1626287881797,2,com.samsung.android.app.spage.ui.MainActivity,221854842,427
112277,1626287881807,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112278,1626287881920,23,com.samsung.android.app.spage.ui.MainActivity,221854842,427
112279,1626287898042,11,,0,336
112280,1626287898051,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112281,1626287898067,1,org.thoughtcrime.securesms.MainActivity,237249700,336
112282,1626287898455,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112283,1626287904884,2,org.thoughtcrime.securesms.MainActivity,237249700,336
112284,1626287904899,1,org.thoughtcrime.securesms.conversation.ConversationActivity,125790562,336
112285,1626287904912,8,,0,336
112286,1626287905282,11,,0,447
112287,1626287905470,23,org.thoughtcrime.securesms.MainActivity,237249700,336
112288,1626287908656,11,,0,316
112289,1626287913711,2,org.thoughtcrime.securesms.conversation.ConversationActivity,125790562,336
112290,1626287913717,1,org.thoughtcrime.securesms.mediasend.MediaSendActivity,139976480,336
112291,1626287914247,23,org.thoughtcrime.securesms.conversation.ConversationActivity,125790562,336
112292,1626287924883,11,,0,477
112293,1626287943810,2,org.thoughtcrime.securesms.mediasend.MediaSendActivity,139976480,336
112294,1626287943827,1,org.thoughtcrime.securesms.conversation.ConversationActivity,125790562,336
112295,1626287944246,23,org.thoughtcrime.securesms.mediasend.MediaSendActivity,139976480,336
112296,1626287946049,11,,0,333
112297,1626287982106,2,org.thoughtcrime.securesms.conversation.ConversationActivity,125790562,336
112298,1626287982120,1,org.thoughtcrime.securesms.MainActivity,237249700,336
112299,1626287982526,23,org.thoughtcrime.securesms.conversation.ConversationActivity,125790562,336
112300,1626287983663,2,org.thoughtcrime.securesms.MainActivity,237249700,336
112301,1626287983682,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112302,1626287984046,23,org.thoughtcrime.securesms.MainActivity,237249700,336
112303,1626287985857,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112304,1626287985866,1,com.samsung.android.messaging.ui.view.main.WithActivity,4483837,65
112305,1626287986249,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112306,1626287987003,11,,0,247
112307,1626287987005,11,,0,323
112308,1626287987090,11,,0,358
112309,1626287987920,11,,0,381
112310,1626287988935,2,com.samsung.android.messaging.ui.view.main.WithActivity,4483837,65
112311,1626287988955,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112312,1626287989418,23,com.samsung.android.messaging.ui.view.main.WithActivity,4483837,65
112313,1626287990766,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112314,1626287990774,1,org.thoughtcrime.securesms.MainActivity,140676470,336
112315,1626287991129,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112316,1626287992135,2,org.thoughtcrime.securesms.MainActivity,140676470,336
112317,1626287992149,1,org.thoughtcrime.securesms.conversation.ConversationActivity,79670247,336
112318,1626287992157,8,,0,336
112319,1626287992625,23,org.thoughtcrime.securesms.MainActivity,140676470,336
112320,1626288010960,2,org.thoughtcrime.securesms.conversation.ConversationActivity,79670247,336
112321,1626288010977,1,org.thoughtcrime.securesms.MainActivity,140676470,336
112322,1626288011323,23,org.thoughtcrime.securesms.conversation.ConversationActivity,79670247,336
112323,1626288011438,2,org.thoughtcrime.securesms.MainActivity,140676470,336
112324,1626288011453,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112325,1626288011948,23,org.thoughtcrime.securesms.MainActivity,140676470,336
112326,1626288013496,11,,0,337
112327,1626288013499,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112328,1626288013515,1,com.snap.mushroom.MainActivity,60598476,337
112329,1626288014168,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112330,1626288027595,2,com.snap.mushroom.MainActivity,60598476,337
112331,1626288027617,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112332,1626288028104,23,com.snap.mushroom.MainActivity,60598476,337
112333,1626288039799,11,,0,329
112334,1626288039806,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112335,1626288039818,1,com.facebook.katana.activity.FbMainTabActivity,215169417,329
112336,1626288039879,2,com.facebook.katana.activity.FbMainTabActivity,215169417,329
112337,1626288039887,1,com.facebook.account.login.activity.SimpleLoginActivity,262290092,329
112338,1626288039935,11,,0,334
112339,1626288039953,2,com.facebook.account.login.activity.SimpleLoginActivity,262290092,329
112340,1626288039967,1,com.facebook.katana.dbl.activity.DeviceBasedLoginActivity,81280209,329
112341,1626288040223,23,com.facebook.account.login.activity.SimpleLoginActivity,262290092,329
112342,1626288040235,23,com.facebook.katana.activity.FbMainTabActivity,215169417,329
112343,1626288040246,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112344,1626288041455,2,com.facebook.katana.dbl.activity.DeviceBasedLoginActivity,81280209,329
112345,1626288041457,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112346,1626288041928,23,com.facebook.katana.dbl.activity.DeviceBasedLoginActivity,81280209,329
112347,1626288050867,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112348,1626288050893,11,,0,338
112349,1626288050909,1,com.ss.android.ugc.aweme.main.MainActivity,146357845,338
112350,1626288051328,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112351,1626288153114,11,,0,332
112352,1626288227803,11,,0,391
112353,1626288353866,11,,0,346
112354,1626288353867,11,,0,198
112355,1626288428664,11,,0,341
112356,1626288508659,11,,0,316
112357,1626288587007,11,,0,247
112358,1626288587011,11,,0,323
112359,1626288587091,11,,0,358
112360,1626288587922,11,,0,381
112361,1626288639946,11,,0,334
112362,1626288694669,11,,0,247
112363,1626288694670,11,,0,323
112364,1626288800402,2,com.ss.android.ugc.aweme.main.MainActivity,146357845,338
112365,1626288800482,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112366,1626288800968,23,com.ss.android.ugc.aweme.main.MainActivity,146357845,338
112367,1626288802699,16,,0,1
112368,1626288803161,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112369,1626288803204,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112370,1626288803585,17,,0,1
112371,1626288864912,11,,0,391
112372,1626289302580,11,,0,443
112373,1626289302583,11,,0,374
112374,1626289386238,15,,0,1
112375,1626289391120,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112376,1626289391178,18,,0,1
112377,1626289392290,10,,0,487
112378,1626289392291,11,,0,487
112379,1626289392291,10,,0,338
112380,1626289392291,10,,0,331
112381,1626289392292,10,,0,477
112382,1626289392292,10,,0,331
112383,1626289392293,10,,0,338
112384,1626289392295,11,,0,331
112385,1626289392297,11,,0,477
112386,1626289394898,11,,0,385
112387,1626289394899,11,,0,420
112388,1626289394899,11,,0,450
112389,1626289394899,11,,0,330
112390,1626289395010,11,,0,477
112391,1626289396251,10,,0,112
112392,1626289400363,7,,0,338
112393,1626289400396,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112394,1626289400402,1,com.ss.android.ugc.aweme.app.DeepLinkHandlerActivity,651153,338
112395,1626289400459,2,com.ss.android.ugc.aweme.app.DeepLinkHandlerActivity,651153,338
112396,1626289400473,1,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112397,1626289400718,23,com.ss.android.ugc.aweme.app.DeepLinkHandlerActivity,651153,338
112398,1626289400729,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112399,1626289829374,11,,0,247
112400,1626289829376,11,,0,323
112401,1626289983594,11,,0,443
112402,1626289983595,11,,0,374
112403,1626289994892,11,,0,385
112404,1626289994892,11,,0,420
112405,1626289994899,11,,0,450
112406,1626289994902,11,,0,330
112407,1626289995012,11,,0,477
112408,1626290433792,12,,0,472
112409,1626290460859,11,,0,332
112410,1626291060857,11,,0,332
112411,1626291482203,11,,0,427
112412,1626291997734,11,,0,316
112413,1626291997790,11,,0,332
112414,1626292007710,8,,0,323
112415,1626292100110,12,,0,344
112416,1626292381446,11,,0,247
112417,1626292381448,11,,0,323
112418,1626292597740,11,,0,316
112419,1626292597792,11,,0,332
112420,1626292636248,12,,0,198
112421,1626292861738,12,,0,334
112422,1626292967216,12,,0,198
112423,1626292981456,11,,0,247
112424,1626292981459,11,,0,323
112425,1626292983210,2,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112426,1626292983219,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112427,1626292983776,23,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112428,1626293013698,16,,0,1
112429,1626293014231,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112430,1626293014292,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112431,1626293018772,17,,0,1
112432,1626293023795,15,,0,1
112433,1626293028686,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112434,1626293028743,18,,0,1
112435,1626293030406,10,,0,198
112436,1626293030407,11,,0,198
112437,1626293030408,10,,0,112
112438,1626293031805,10,,0,334
112439,1626293032294,11,,0,334
112440,1626293032468,11,,0,385
112441,1626293032566,11,,0,420
112442,1626293032707,11,,0,450
112443,1626293032817,11,,0,330
112444,1626293036682,10,,0,472
112445,1626293037714,7,,0,331
112446,1626293037715,11,,0,331
112447,1626293055928,10,,0,323
112448,1626293055929,11,,0,323
112449,1626293056657,7,,0,331
112450,1626293056699,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112451,1626293056709,1,com.twitter.notification.dispatch.NotificationDispatchActivity,152001118,331
112452,1626293056731,2,com.twitter.notification.dispatch.NotificationDispatchActivity,152001118,331
112453,1626293056740,1,com.twitter.deeplink.implementation.UrlInterpreterActivity,40051769,331
112454,1626293056780,2,com.twitter.deeplink.implementation.UrlInterpreterActivity,40051769,331
112455,1626293056792,1,com.twitter.android.TweetDetailActivity,78127473,331
112456,1626293057086,23,com.twitter.deeplink.implementation.UrlInterpreterActivity,40051769,331
112457,1626293057102,23,com.twitter.notification.dispatch.NotificationDispatchActivity,152001118,331
112458,1626293057102,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112459,1626293083969,2,com.twitter.android.TweetDetailActivity,78127473,331
112460,1626293083991,1,com.twitter.android.TweetDetailActivity,232182195,331
112461,1626293084390,23,com.twitter.android.TweetDetailActivity,78127473,331
112462,1626293086543,2,com.twitter.android.TweetDetailActivity,232182195,331
112463,1626293086557,1,com.twitter.app.profiles.ProfileActivity,69786506,331
112464,1626293086973,23,com.twitter.android.TweetDetailActivity,232182195,331
112465,1626293109650,2,com.twitter.app.profiles.ProfileActivity,69786506,331
112466,1626293109663,1,com.twitter.android.TweetDetailActivity,232182195,331
112467,1626293110001,23,com.twitter.app.profiles.ProfileActivity,69786506,331
112468,1626293110611,2,com.twitter.android.TweetDetailActivity,232182195,331
112469,1626293110621,1,com.twitter.android.TweetDetailActivity,78127473,331
112470,1626293110981,23,com.twitter.android.TweetDetailActivity,232182195,331
112471,1626293113889,2,com.twitter.android.TweetDetailActivity,78127473,331
112472,1626293113907,1,com.twitter.app.main.MainActivity,253422339,331
112473,1626293114376,23,com.twitter.android.TweetDetailActivity,78127473,331
112474,1626293116205,2,com.twitter.app.main.MainActivity,253422339,331
112475,1626293116227,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112476,1626293116876,23,com.twitter.app.main.MainActivity,253422339,331
112477,1626293146879,16,,0,1
112478,1626293147324,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112479,1626293147370,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112480,1626293147755,11,,0,346
112481,1626293147755,11,,0,198
112482,1626293151953,17,,0,1
112483,1626293398686,15,,0,1
112484,1626293402168,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112485,1626293402225,18,,0,1
112486,1626293403987,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112487,1626293404013,1,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112488,1626293404352,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112489,1626293405846,11,,0,477
112490,1626293450830,11,,0,332
112491,1626293846810,11,,0,385
112492,1626293846902,11,,0,420
112493,1626293847043,11,,0,450
112494,1626293847152,11,,0,330
112495,1626293962132,11,,0,346
112496,1626293962133,11,,0,198
112497,1626293995907,2,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112498,1626293995921,1,com.ss.android.ugc.aweme.detail.ui.DetailActivity,227611271,338
112499,1626293996488,23,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112500,1626294001307,2,com.ss.android.ugc.aweme.detail.ui.DetailActivity,227611271,338
112501,1626294001333,1,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112502,1626294001712,23,com.ss.android.ugc.aweme.detail.ui.DetailActivity,227611271,338
112503,1626294005647,2,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112504,1626294005662,1,com.ss.android.ugc.aweme.detail.ui.DetailActivity,121289870,338
112505,1626294005848,11,,0,477
112506,1626294006192,23,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112507,1626294015260,2,com.ss.android.ugc.aweme.detail.ui.DetailActivity,121289870,338
112508,1626294015271,1,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112509,1626294015648,23,com.ss.android.ugc.aweme.detail.ui.DetailActivity,121289870,338
112510,1626294016521,2,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112511,1626294016529,1,com.ss.android.ugc.aweme.detail.ui.DetailActivity,225047938,338
112512,1626294017062,23,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112513,1626294017385,2,com.ss.android.ugc.aweme.detail.ui.DetailActivity,225047938,338
112514,1626294017407,1,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112515,1626294017777,23,com.ss.android.ugc.aweme.detail.ui.DetailActivity,225047938,338
112516,1626294022918,2,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112517,1626294022929,1,com.ss.android.ugc.aweme.detail.ui.DetailActivity,154945889,338
112518,1626294023460,23,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112519,1626294032094,2,com.ss.android.ugc.aweme.detail.ui.DetailActivity,154945889,338
112520,1626294032111,1,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112521,1626294032523,23,com.ss.android.ugc.aweme.detail.ui.DetailActivity,154945889,338
112522,1626294036670,2,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112523,1626294036675,1,com.ss.android.ugc.aweme.detail.ui.DetailActivity,3886403,338
112524,1626294037213,23,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112525,1626294046629,2,com.ss.android.ugc.aweme.detail.ui.DetailActivity,3886403,338
112526,1626294046657,1,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112527,1626294047067,23,com.ss.android.ugc.aweme.detail.ui.DetailActivity,3886403,338
112528,1626294047534,2,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112529,1626294047565,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112530,1626294047975,23,com.ss.android.ugc.aweme.main.MainActivity,157006498,338
112531,1626294050810,11,,0,332
112532,1626294053172,16,,0,1
112533,1626294053613,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112534,1626294053663,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
112535,1626294053949,17,,0,1
112536,1626294985523,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112537,1626294987164,12,,0,45
112538,1626294987293,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112539,1626294991607,12,,0,45
112540,1626295291672,11,,0,332
112541,1626295291961,11,,0,336
112542,1626295291961,11,,0,329
112543,1626295291961,11,,0,337
112544,1626295292458,12,,0,112
112545,1626295293658,11,,0,247
112546,1626295293660,11,,0,323
112547,1626296505647,11,,0,427
112548,1626296505651,11,,0,443
112549,1626296505651,11,,0,374
112550,1626297687292,11,,0,477
112551,1626298106353,12,,0,198
112552,1626298108016,11,,0,341
112553,1626298123526,12,,0,198
112554,1626298153725,12,,0,198
112555,1626298163793,12,,0,198
112556,1626298194324,12,,0,198
112557,1626298214478,12,,0,198
112558,1626298224549,12,,0,198
112559,1626298264833,12,,0,198
112560,1626298305102,12,,0,198
112561,1626298325224,12,,0,198
112562,1626298345367,12,,0,198
112563,1626298375874,12,,0,198
112564,1626298385944,12,,0,198
112565,1626298416150,12,,0,198
112566,1626298436292,12,,0,198
112567,1626298456433,12,,0,198
112568,1626298496693,12,,0,198
112569,1626298537258,12,,0,198
112570,1626298551521,11,,0,332
112571,1626298557385,12,,0,198
112572,1626298577535,12,,0,198
112573,1626298591712,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112574,1626298591750,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112575,1626298591922,12,,0,45
112576,1626298617779,12,,0,198
112577,1626298658080,12,,0,198
112578,1626298659372,11,,0,427
112579,1626298659374,11,,0,443
112580,1626298659374,11,,0,374
112581,1626298678204,12,,0,198
112582,1626298692518,11,,0,477
112583,1626298698354,12,,0,198
112584,1626298707434,11,,0,247
112585,1626298707437,11,,0,323
112586,1626298708020,11,,0,341
112587,1626298738933,12,,0,198
112588,1626298748959,12,,0,198
112589,1626298779174,12,,0,198
112590,1626298799309,12,,0,198
112591,1626298819464,12,,0,198
112592,1626298859738,12,,0,198
112593,1626298869803,12,,0,198
112594,1626298900302,12,,0,198
112595,1626298930500,12,,0,198
112596,1626298950625,12,,0,198
112597,1626298954152,11,,0,336
112598,1626298954154,11,,0,331
112599,1626298954154,11,,0,338
112600,1626298954154,11,,0,329
112601,1626298990909,12,,0,198
112602,1626299026984,11,,0,316
112603,1626299031185,12,,0,198
112604,1626299061320,12,,0,198
112605,1626299081691,12,,0,198
112606,1626299101793,12,,0,198
112607,1626299142016,12,,0,198
112608,1626299182226,12,,0,198
112609,1626299192269,12,,0,198
112610,1626299242540,12,,0,198
112611,1626299262892,12,,0,198
112612,1626299293049,12,,0,198
112613,1626299333257,12,,0,198
112614,1626299343294,12,,0,198
112615,1626299371972,11,,0,332
112616,1626299393632,12,,0,198
112617,1626299403672,12,,0,198
112618,1626299444145,12,,0,198
112619,1626299494393,12,,0,198
112620,1626299504454,12,,0,198
112621,1626299544826,12,,0,198
112622,1626299564879,12,,0,198
112623,1626299595034,12,,0,198
112624,1626299626979,11,,0,316
112625,1626299635505,12,,0,198
112626,1626299645560,12,,0,198
112627,1626299685837,12,,0,198
112628,1626299705957,12,,0,198
112629,1626299726086,12,,0,198
112630,1626299756302,12,,0,198
112631,1626299766380,12,,0,198
112632,1626299806878,12,,0,198
112633,1626299816913,12,,0,198
112634,1626299826720,15,,0,1
112635,1626299831455,16,,0,1
112636,1626300398089,11,,0,346
112637,1626300398101,11,,0,198
112638,1626301337290,11,,0,477
112639,1626302486570,11,,0,247
112640,1626302486576,11,,0,323
112641,1626303026561,11,,0,332
112642,1626303688662,11,,0,323
112643,1626303984149,11,,0,427
112644,1626303984225,11,,0,443
112645,1626303984230,11,,0,374
112646,1626305413724,11,,0,332
112647,1626307079089,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112648,1626307079280,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112649,1626307079299,12,,0,45
112650,1626307079906,11,,0,323
112651,1626307102143,12,,0,45
112652,1626314248435,8,,0,323
112653,1626314250656,11,,0,332
112654,1626314250671,11,,0,427
112655,1626314251991,12,,0,323
112656,1626314385556,11,,0,332
112657,1626314558142,11,,0,346
112658,1626314558143,11,,0,367
112659,1626314558144,11,,0,374
112660,1626314558144,11,,0,389
112661,1626314558144,11,,0,402
112662,1626314558145,11,,0,333
112663,1626314558145,11,,0,429
112664,1626314558146,11,,0,443
112665,1626314558146,11,,0,447
112666,1626314558146,11,,0,198
112667,1626314924552,11,,0,346
112668,1626314924556,11,,0,198
112669,1626318984909,11,,0,427
112670,1626318985300,11,,0,374
112671,1626318985301,11,,0,443
112672,1626320363778,11,,0,346
112673,1626320363779,11,,0,198
112674,1626320831397,11,,0,477
112675,1626322584879,11,,0,346
112676,1626322584883,11,,0,198
112677,1626323324712,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112678,1626323324924,12,,0,45
112679,1626323327011,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
112680,1626323329705,11,,0,323
112681,1626323329706,11,,0,332
112682,1626323329706,11,,0,427
112683,1626323329714,11,,0,332
112684,1626323329763,11,,0,477
112685,1626323345801,11,,0,247
112686,1626323930939,11,,0,443
112687,1626323930940,11,,0,374
112688,1626324124949,11,,0,332
112689,1626326184961,11,,0,427
112690,1626326184963,11,,0,374
112691,1626326184964,11,,0,443
112692,1626326347649,11,,0,332
112693,1626326926259,11,,0,247
112694,1626326926260,11,,0,323
112695,1626326930445,11,,0,427
112696,1626329558163,11,,0,247
112697,1626329558164,11,,0,323
112698,1626329558379,11,,0,346
112699,1626329558379,11,,0,477
112700,1626329558379,11,,0,374
112701,1626329558379,11,,0,454
112702,1626329558380,11,,0,443
112703,1626329558380,11,,0,198
