packageName,user,version,patchable
com.google.android.libraries.surveys#com.google.android.apps.maps,,1065955796,
com.google.android.libraries.consent.flows.location#com.google.android.apps.maps,,379394908,
com.google.android.libraries.onegoogle#com.google.android.apps.maps,,1065955796,
com.google.android.libraries.consent.flows.footprints#com.google.android.apps.maps,,379394908,
com.google.android.libraries.personalization.footprints#com.google.android.apps.maps,,1065955796,
com.google.android.libraries.surveys#com.google.android.apps.tachyon,,3076967,
com.google.android.libraries.onegoogle#com.google.android.videos,,42600226,
com.google.android.libraries.surveys#com.google.android.googlequicksearchbox,,301152851,
com.google.android.libraries.onegoogle#com.google.android.googlequicksearchbox,,301152851,
com.google.android.libraries.consent.flows.footprints#com.google.android.googlequicksearchbox,,380495319,
com.google.android.libraries.personalization.footprints#com.google.android.googlequicksearchbox,,301152851,
com.google.android.gms.places,,26000,
com.google.android.gms.notifications,,214,
com.google.android.gms.enpromo,,212404001,
com.google.android.gms.reminders,,12,
com.google.android.gms.tron.metrics,,230,
com.google.android.metrics,,223,
com.google.android.libraries.search.rendering.xuikit.device#com.android.chrome,,447210134,
com.google.android.libraries.surveys#com.google.android.apps.docs,,212010740,
com.google.android.libraries.notifications#com.google.android.apps.maps,,1065955796,
com.google.android.libraries.internal.growth.growthkit#com.google.android.apps.tachyon,,3076967,
com.google.android.libraries.notifications.platform#com.google.android.apps.tachyon,,3076967,
com.google.apps.dynamite#com.google.android.gm_Hub,heisenbergcarro@gmail.com,62672760,
com.google.android.platform.activity_manager_native_boot,,332,
com.google.android.platform.input_native_boot,,332,
com.google.android.platform.rollback_boot,,332,
com.google.android.platform.runtime_native_boot,,332,
com.google.android.platform.storage_native_boot,,332,
com.google.android.platform.window_manager_native_boot,,332,
com.google.android.platform.profcollect_native_boot,,332,
com.google.android.platform.statsd_native_boot,,332,
com.google.android.platform.statsd_java_boot,,332,
com.google.android.gms.settings.platform.boot,,332,
com.google.android.libraries.notifications.platform#com.google.android.apps.docs,,212010740,
com.google.android.libraries.internal.growth.growthkit#com.google.android.apps.docs,,212010740,
com.google.android.gms.icing.mdd,,361233441,
com.google.android.gms.geotimezone,,1,
com.google.android.gms.vision,,2073,
com.google.android.gms.audit,,218,
com.google.android.configupdater,,30,
com.google.android.libraries.notifications#com.google.android.gm,,62672760,
com.google.android.libraries.notifications#com.google.android.apps.docs,,212010740,
com.google.android.libraries.notifications#com.google.android.googlequicksearchbox,,301152851,
com.google.android.libraries.notifications#com.google.android.syncadapters.calendar,,2016620568,
com.google.android.gms.chimera,,0,
com.google.android.libraries.subscriptions#com.google.android.apps.photos,,39835085,
com.google.android.libraries.subscriptions#com.google.android.apps.docs,,212010740,
com.google.android.gms.auth.api.credentials,,26000,
com.google.android.gms.instantapps,,232,
com.google.android.gms.icing,,99999,
com.google.android.libraries.personalization.footprints#com.google.android.apps.turbo,,10238605,
com.google.android.libraries.search.rendering.xuikit.device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.gms.accountsettings,,224,
com.google.android.gms.auth_account,,212418000,
com.google.android.gms.auth.blockstore,,212418000,
com.google.android.gms.nnapi.drivermanager,,212418000,
com.google.android.gms.presencemanager,,212418000,
com.google.android.gms.gmscompliance.gservices,,212418000,
com.google.android.gms.permissions,,212418000,
com.google.android.gms.ads,,212418000,
com.google.android.gms.gcm,,1400,
com.google.android.gms.ulr,,212418000,
com.google.android.gms.setupservices,,212418000,
com.google.android.gms.constellation,,212418000,
com.google.android.gms.feedback,,212418000,
com.google.android.gms.adsidentity,,212418000,
com.google.android.gms.auth_cryptauth,,212418000,
com.google.android.gms.fitness,,212418000,
com.google.android.gms.contextmanager,,42121,
com.google.android.gms.locationsharingreporter,,212418000,
com.google.android.gms.auth_managed,,212418000,
com.google.android.gms.potokens,,212418000,
com.google.android.gms.locationsharing,,214,
com.google.android.gms.trustlet_place,,205,
com.google.android.gms.learning.platformservices.sharing,,48000,
com.google.android.gms.statementservice,,212418000,
com.google.android.gms.credential_manager,,26000,
com.google.android.gms.chimera_debug,,212418000,
com.google.android.gms.autofill,,26000,
com.google.android.gms.cast,,226,
com.google.android.gms.fido,,212418000,
com.google.android.gms.gass,,212418000,
com.google.android.gms.trustagent,,212,
com.google.android.gms.gmscompliance,,212418000,
com.google.android.gms.findmydevice,,212418000,
com.google.android.gms.checkin,,212418000,
com.google.android.gms.games,,122759999,
com.google.android.gms.smartdevice,,212418000,
com.google.android.libraries.user.profile.photopicker#com.google.android.gm,,62672760,
com.google.android.libraries.search.device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.libraries.search.googleapp.device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.apps.search.transcription.device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.gms.icing.mdd#com.google.android.googlequicksearchbox,,361233441,
com.google.android.libraries.search.googleapp.user#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.android.apps.search.assistant.verticals.memory#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
assistant_auto_tng_libraries_user#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.android.apps.search.assistant.user#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.android.apps.podcasts_android.user#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.android.apps.search.pronunciationlearning#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.ar.sceneviewer.android.user#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.android.apps.search.soundsearch.user#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.android.apps.gsa.pcp.user#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.android.libraries.search.user#com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.android.libraries.assistant.symbiote#com.google.android.googlequicksearchbox,,301152851,
com.google.android.apps.gsa.pcp.device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.apps.podcasts_android.device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.apps.search.hsi.device#com.google.android.googlequicksearchbox,,301152851,
com.google.ar.sceneviewer.android.device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.apps.search.soundsearch.device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.apps.search.transcription.uidevice#com.google.android.googlequicksearchbox,,301152851,
com.google.android.apps.search.faceviewer#com.google.android.googlequicksearchbox,,301152851,
com.google.android.apps.search.assistant.device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.libraries.performance.primes#com.google.ar.core,,211460003,
com.google.android.libraries.notifications#com.google.android.apps.photos,,39835085,
com.google.android.gms.auth_api_phone,,222,
com.google.android.gms.growth,,290,
com.google.android.gms.thunderbird,,218,
com.google.android.gms.vision.sdk,,2073,
com.google.android.libraries.onegoogle#com.android.vending,,82622210,
com.google.android.gms.semanticlocation,,212418000,
com.google.android.gms.backup,,212418000,
com.google.android.gms.netrec,,25000,
com.google.android.gms.auth.proximity,,227,
com.google.android.gms.matchstick,,212418000,
com.google.android.gms.measurement,,239,
com.google.android.gms.security,,260,
com.google.android.gms.kids,,1,
com.google.android.gms.icing.mdd#com.google.android.apps.photos,,361233441,
com.google.android.libraries.social.populous#com.google.android.apps.photos,heisenbergcarro@gmail.com,380470431,
com.google.android.libraries.consentverifier#com.google.android.apps.photos,,39835085,
com.google.android.libraries.performance.primes#com.google.android.apps.photos,,39835085,
com.google.android.projection.gearhead,,64611714,
com.google.android.platform.activity_manager,,332,
com.google.android.platform.aiai_controlled_releases,,332,
com.google.android.platform.app_compat,,332,
com.google.android.platform.attention_manager_service,,332,
com.google.android.platform.autofill,,332,
com.google.android.platform.backup_service,,332,
com.google.android.platform.bluetooth,,332,
com.google.android.platform.car,,332,
com.google.android.platform.configuration,,332,
com.google.android.platform.connectivity,,302000201,
com.google.android.platform.connectivity_thermal_power_manager,,332,
com.google.android.platform.content_capture,,332,
com.google.android.platform.device_personalization_services,,4555511,
com.google.android.platform.display_manager,,332,
com.google.android.platform.flipendo,,332,
com.google.android.platform.game_driver,,332,
com.google.android.platform.intelligence_bubbles,,4555511,
com.google.android.platform.launcher,,332,
com.google.android.platform.netd_native,,332,
com.google.android.platform.notification_assistant,,332,
com.google.android.platform.oslo,,332,
com.google.android.platform.package_manager_service,,332,
com.google.android.platform.permissions,,332,
com.google.android.platform.privacy,,301700300,
com.google.android.platform.rollback,,332,
com.google.android.platform.runtime,,332,
com.google.android.platform.runtime_native,,332,
com.google.android.platform.settings_stats,,332,
com.google.android.platform.system_scheduler,,332,
com.google.android.platform.systemui,,332,
com.google.android.platform.telephony,,332,
com.google.android.platform.textclassifier,,332,
com.google.android.platform.widget,,332,
com.google.android.platform.wifi,,332,
com.google.android.platform.window_manager,,332,
com.google.android.platform.input_native,,332,
com.google.android.platform.twoshay_native,,332,
com.google.android.platform.exo,,332,
com.google.android.platform.adaptive_charging,,332,
com.google.android.platform.wallpaper_content,,332,
com.google.android.platform.latency_tracker,,332,
com.google.android.platform.interaction_jank_monitor,,332,
com.google.android.platform.statsd_native,,332,
com.google.android.platform.on_device_abuse,,332,
com.google.android.platform.system_time,,332,
com.google.android.platform.media_native,,332,
com.google.android.platform.swcodec_native,,332,
com.google.android.platform.app_hibernation,,301700300,
com.google.android.platform.game_overlay,,332,
com.google.android.platform.rotation_resolver,,332,
com.google.android.platform.statsd_java,,332,
com.google.android.platform.appsearch,,332,
com.google.android.platform.ota,,332,
com.google.android.platform.battery_saver,,332,
com.google.android.platform.location,,332,
com.google.android.platform.constrain_display_apis,,332,
com.google.android.platform.media,,332,
com.google.android.platform.odad,,332,
com.google.android.platform.app_compat_overrides,,332,
com.google.android.platform.alarm_manager,,332,
com.google.android.gms.settings.platform,,332,
com.google.android.gms.update,,212418000,
com.google.android.gms.ipa,,209,
com.google.android.gms,,212,
com.google.android.libraries.social.populous#com.google.android.apps.docs,heisenbergcarro@gmail.com,374160890,
com.google.android.libraries.consentverifier#com.google.android.apps.docs,,212010740,
com.youtube.mainapp.android,heisenbergcarro@gmail.com,1521601984,
com.google.android.libraries.performance.primes#com.google.android.youtube,,1521601984,
com.google.android.gms.enterprise,,212418000,
com.google.android.gms.droidguard,,212418000,
com.google.android.apps.turbo,,10238605,
com.google.android.apps.tachyon,heisenbergcarro@gmail.com,3076967,
com.google.geo.ar#com.google.ar.core,,211460003,
com.google.android.apps.restore,,9568,
com.google.android.libraries.performance.primes#com.google.android.apps.maps,,1065955796,
com.google.android.partnersetup,,1184,
com.google.android.apps.photos,heisenbergcarro@gmail.com,39835085,
assistant_auto_tng_libraries_device#com.google.android.googlequicksearchbox,,301152851,
com.google.android.westworld,,1,
com.google.android.gms.romanesco,,226,
com.google.android.gms.platformconfigurator,,332,
com.google.android.location,,212418000,
com.google.android.gms.tapandpay,,250,
com.google.android.gms.pay,,212418000,
com.google.android.gms.octarine,,218,
com.google.android.gms.learning#com.google.android.gms,,48000,
com.google.android.gms.auth_folsom,,212418000,
com.google.android.gms.admob,,212418000,
com.google.android.finsky.instantapps,heisenbergcarro@gmail.com,82622210,
com.google.lighter.android#com.google.android.apps.maps,heisenbergcarro@gmail.com,379394908,
com.google.android.libraries.consentverifier#com.google.android.apps.maps,,1065955796,
com.google.android.libraries.social.populous#com.google.android.apps.maps,heisenbergcarro@gmail.com,379394908,
com.google.apps.drive.android#com.google.android.apps.docs,,212010740,
com.google.android.libraries.performance.primes#com.google.android.apps.docs,,212010740,
com.google.android.gms.people,,212418046,
com.google.android.gms.maps,,224,
com.google.android.gms.nearby,,212418000,
com.google.android.gms.wallet,,212480904,
com.google.android.gms.wearable,,212418000,
com.google.android.gms.car,,1,
com.google.android.gms.ocr,,212480904,
com.google.android.gms.googlehelp,,212418000,
com.google.android.libraries.performance.primes#com.google.android.googlequicksearchbox,,301152851,
com.google.android.gms.phenotype,,229,
com.google.android.googlequicksearchbox,heisenbergcarro@gmail.com,301152851,
com.google.lighter.android#com.google.android.gms,heisenbergcarro@gmail.com,379417424,
com.google.ar.core.services,,211460003,
com.google.android.apps.internal.zebedee#com.google.android.apps.turbo,,10238605,
com.google.android.gms.test_process_stable,,212,
com.google.android.libraries.personalization.footprints#com.android.vending,,82622210,
com.google.android.gms.learning#com.google.android.googlequicksearchbox,,48000,
com.google.android.gms.lockbox,,1,
com.google.android.videos,heisenbergcarro@gmail.com,42680240,
com.google.android.libraries.mediahome.providers.video#com.google.android.videos,,42680240,
com.google.android.libraries.performance.primes#com.google.android.videos,,42680240,
com.google.android.gms.playlog.uploader,,229,
com.google.android.libraries.social.populous#com.google.android.gm,heisenbergcarro@gmail.com,371596874,
com.google.android.libraries.consentverifier#com.google.android.gm,,62672760,
com.google.android.libraries.performance.primes#com.google.android.apps.tachyon,,3076967,
com.google.android.libraries.communications.conference.device#com.google.android.gm,,62672760,
com.google.android.gm#com.google.android.gm_Hub,,62672760,
hub_android.device#com.google.android.gm,,62672760,
com.google.android.libraries.performance.primes#com.google.android.gm,,62672760,
com.google.android.syncadapters.calendar#com.google.android.syncadapters.calendar,,2016620568,
com.google.android.libraries.consentverifier#com.google.android.projection.gearhead,,64611714,
com.google.android.libraries.performance.primes#com.google.android.projection.gearhead,,64611714,
com.google.android.tts#com.google.android.tts,,210316595,
com.google.android.libraries.performance.primes#com.google.android.tts,,210316595,
com.google.android.libraries.performance.primes#com.google.android.apps.turbo,,10238605,
com.google.android.libraries.performance.primes#com.android.vending,,82622210,
