_id,capture_time,capture_file_name,capture_server_ip,capture_server_port,capture_app_name_main,capture_app_name_all,capture_proxy_type,capture_protocol_no,capture_pkg_name_all,capture_set_id
56,1618077752072,/data/user/0/app.greyshirts.sslcapture/files/capture7380505168506908122.dat,104.244.42.194,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
57,1618077752562,/data/user/0/app.greyshirts.sslcapture/files/capture8497114259224580894.dat,104.244.42.66,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
58,1618077753049,/data/user/0/app.greyshirts.sslcapture/files/capture8169555874837310854.dat,104.244.42.66,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
59,1618077753455,/data/user/0/app.greyshirts.sslcapture/files/capture7422957210919216511.dat,35.201.69.248,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
60,1618077753680,/data/user/0/app.greyshirts.sslcapture/files/capture4142910174833030015.dat,35.201.69.248,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
61,1618077764070,/data/user/0/app.greyshirts.sslcapture/files/capture7939262273660286739.dat,172.253.115.188,5228,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
62,1618077774458,/data/user/0/app.greyshirts.sslcapture/files/capture467151631999056377.dat,151.101.118.133,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
63,1618077774478,/data/user/0/app.greyshirts.sslcapture/files/capture7350473344187431307.dat,69.171.250.34,443,Facebook Services,Facebook Services,1,6,com.facebook.services,1618077687062
64,1618077774596,/data/user/0/app.greyshirts.sslcapture/files/capture6469947866156200346.dat,184.28.190.216,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
65,1618077774804,/data/user/0/app.greyshirts.sslcapture/files/capture4723600651027415690.dat,69.171.250.34,443,Facebook Services,Facebook Services,1,6,com.facebook.services,1618077687062
66,1618077775042,/data/user/0/app.greyshirts.sslcapture/files/capture74475936853772924.dat,69.171.250.34,443,Facebook Services,Facebook Services,1,6,com.facebook.services,1618077687062
67,1618077776243,/data/user/0/app.greyshirts.sslcapture/files/capture6803747196955547559.dat,8.8.8.8,53,Accessibility,"Accessibility,Android System,ANT+ HAL service,Application Installer,AppLinker,Auto Hotspot,BBCAgent,Blue light filter,BluetoothTest,BrightnessBNR,Call & text on other devices,CDFS MODE Launcher,ClipboardSaveService,CMFA Framework,com.android.localtransport,com.android.wallpaperbackup,com.samsung.android.biometrics.app.setting,com.samsung.android.knox.attestation,com.samsung.android.smartswitchassistant,com.samsung.InputEventApp,com.samsung.ucs.agent.ese,com.sec.bcservice,com.sec.epdg,Configuration update,Configuration update,Device care,DeviceKeystring,DeviceTest,DeX for PC,DiagMonAgent,Digital Wellbeing,DQA,DRParser Mode,Dual Messenger,Dynamic System Updates,EmergencyManagerService,Enterprise Sim Pin Service,Face,FACM,FactoryCamera,Filter Provider,Fused Location,Galaxy Themes Service,GPUWatch,HdmApp,HwModuleTest,IMS Service,ImsLogger,Input Devices,Key Chain,Knox Key Chain,KnoxPushManager,Launcher,MobileWips,MTP application,Perso,Phone,RilNotifier,Samsung ApexService,Samsung Device Health Manager Service,Samsung DeX home,Samsung Multi Connectivity,Samsung setup wizard,Samsung text-to-speech engine,SCameraService,SCameraXService,Secure UI Service,SecurityLogAgent,SecVideoEngineService,SEMFactoryApp,Service mode,Settings,Settings Storage,SettingsBixby,Setup Wizard,ShortcutBNR,SilentLogging,SKMSAgentService,SmartFaceService,SmartFittingService,SmartFPSAdjuster,Software update,Software update,StickerCenter,SVC Agent,SystemUpdate,TADownloader,Tethering,TetheringAutomation,Tools,USBSettings,Voice wake-up,Wallpapers,WlanTest",0,17,"com.samsung.accessibility,android,com.dsi.ant.server,com.sec.android.preloadinstaller,com.sec.android.app.applinker,com.sec.mhs.smarttethering,com.samsung.android.bbc.bbcagent,com.samsung.android.bluelightfilter,com.sec.android.app.bluetoothtest,com.samsung.android.brightnessbackupservice,com.samsung.android.mdecservice,com.sec.android.Cdfs,com.samsung.clipboardsaveservice,com.samsung.android.cmfa.framework,com.android.localtransport,com.android.wallpaperbackup,com.samsung.android.biometrics.app.setting,com.samsung.android.knox.attestation,com.samsung.android.smartswitchassistant,com.samsung.InputEventApp,com.samsung.ucs.agent.ese,com.sec.bcservice,com.sec.epdg,com.samsung.android.app.omcagent,com.samsung.android.providers.carrier,com.samsung.android.lool,com.sec.android.app.factorykeystring,com.sec.factory,com.sec.android.app.dexonpc,com.sec.android.diagmonagent,com.samsung.android.forest,com.samsung.android.dqagent,com.sec.android.app.parser,com.samsung.android.da.daagent,com.android.dynsystem,com.sec.android.emergencymode.service,com.sec.enterprise.mdm.services.simpin,com.samsung.android.bio.face.service,com.samsung.android.aircommandmanager,com.sec.factory.camera,com.samsung.android.provider.filterprovider,com.android.location.fused,com.samsung.android.themecenter,com.samsung.gpuwatchapp,com.samsung.android.hdmapp,com.sec.android.app.hwmoduletest,com.sec.imsservice,com.sec.imslogger,com.android.inputdevices,com.android.keychain,com.samsung.knox.keychain,com.samsung.android.knox.pushmanager,com.sec.android.emergencylauncher,com.samsung.android.server.wifi.mobilewips,com.samsung.android.MtpApplication,com.sec.android.app.personalization,com.android.server.telecom,com.sec.app.RilErrorNotifier,com.sec.android.app.apex,com.sec.android.sdhms,com.sec.android.app.desktoplauncher,com.samsung.android.mcfserver,com.sec.android.app.SecSetupWizard,com.samsung.SMT,com.samsung.android.camerasdkservice,com.samsung.android.cameraxservice,com.qualcomm.qti.services.secureui,com.samsung.android.securitylogagent,com.sec.sve,com.sem.factoryapp,com.sec.android.app.servicemodeapp,com.android.settings,com.android.providers.settings,com.samsung.android.app.settings.bixby,com.sec.android.app.setupwizard,com.samsung.android.shortcutbackupservice,com.sec.modem.settings,com.skms.android.agent,com.samsung.android.smartface,com.samsung.android.smartfitting,com.sec.android.smartfpsadjuster,com.sec.android.soagent,com.wssyncmldm,com.samsung.android.stickercenter,com.samsung.android.svcagent,com.sec.android.systemupdate,com.samsung.android.tadownloader,com.android.networkstack.tethering.inprocess,com.sec.automation,com.sec.android.app.quicktool,com.sec.usbsettings,com.samsung.android.bixby.wakeup,com.samsung.android.app.dressroom,com.sec.android.app.wlantest",1618077687062
68,1618077780322,/data/user/0/app.greyshirts.sslcapture/files/capture3727652733708185631.dat,69.171.250.34,443,Facebook Services,Facebook Services,1,6,com.facebook.services,1618077687062
69,1618077784321,/data/user/0/app.greyshirts.sslcapture/files/capture4607052605674534516.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
70,1618077788601,/data/user/0/app.greyshirts.sslcapture/files/capture5036371156634496863.dat,69.171.250.34,443,Facebook Services,Facebook Services,1,6,com.facebook.services,1618077687062
71,1618077789056,/data/user/0/app.greyshirts.sslcapture/files/capture8551670116382792916.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
72,1618077792028,/data/user/0/app.greyshirts.sslcapture/files/capture1074520155471109714.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
73,1618077795105,/data/user/0/app.greyshirts.sslcapture/files/capture8032174860373628465.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
74,1618077797705,/data/user/0/app.greyshirts.sslcapture/files/capture6005831347966461664.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
75,1618077801178,/data/user/0/app.greyshirts.sslcapture/files/capture5463066793407894741.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
76,1618077803227,/data/user/0/app.greyshirts.sslcapture/files/capture3033082913519798129.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
77,1618077807094,/data/user/0/app.greyshirts.sslcapture/files/capture8576924043782313503.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
78,1618077808002,/data/user/0/app.greyshirts.sslcapture/files/capture5429011080422143197.dat,69.171.250.34,443,Facebook Services,Facebook Services,1,6,com.facebook.services,1618077687062
79,1618077816107,/data/user/0/app.greyshirts.sslcapture/files/capture4735811782234166244.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
80,1618077827075,/data/user/0/app.greyshirts.sslcapture/files/capture208608941387952515.dat,172.217.10.130,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
81,1618077840145,/data/user/0/app.greyshirts.sslcapture/files/capture1245283033429239578.dat,104.244.42.2,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
82,1618077840558,/data/user/0/app.greyshirts.sslcapture/files/capture8433740506628222913.dat,104.244.42.2,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
83,1618077840998,/data/user/0/app.greyshirts.sslcapture/files/capture2369710961843463494.dat,104.244.42.130,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
84,1618077841464,/data/user/0/app.greyshirts.sslcapture/files/capture6587179039515182734.dat,104.244.42.130,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
85,1618077841900,/data/user/0/app.greyshirts.sslcapture/files/capture8356527426580408861.dat,104.244.42.194,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
86,1618077842310,/data/user/0/app.greyshirts.sslcapture/files/capture1823553905678870399.dat,104.244.42.194,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
87,1618077842738,/data/user/0/app.greyshirts.sslcapture/files/capture4545947541644713741.dat,104.244.42.66,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
88,1618077843207,/data/user/0/app.greyshirts.sslcapture/files/capture4308036399367100448.dat,104.244.42.66,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
89,1618077843598,/data/user/0/app.greyshirts.sslcapture/files/capture5836184858030669450.dat,35.201.69.248,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
90,1618077843853,/data/user/0/app.greyshirts.sslcapture/files/capture4867988976329306782.dat,35.201.69.248,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
91,1618077848582,/data/user/0/app.greyshirts.sslcapture/files/capture3688307583607047805.dat,142.250.64.66,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
92,1618077852648,/data/user/0/app.greyshirts.sslcapture/files/capture7550858477236387107.dat,172.253.115.188,5228,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
93,1618077860413,/data/user/0/app.greyshirts.sslcapture/files/capture5327035683719700412.dat,69.171.250.34,443,Facebook Services,Facebook Services,1,6,com.facebook.services,1618077687062
94,1618077884454,/data/user/0/app.greyshirts.sslcapture/files/capture4332874923300508368.dat,142.250.64.66,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
95,1618077889240,/data/user/0/app.greyshirts.sslcapture/files/capture3376113111119573614.dat,34.225.230.22,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
96,1618077889499,/data/user/0/app.greyshirts.sslcapture/files/capture585282375714861656.dat,54.221.240.175,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
97,1618077889509,/data/user/0/app.greyshirts.sslcapture/files/capture5720856928609497738.dat,54.221.240.175,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
98,1618077889521,/data/user/0/app.greyshirts.sslcapture/files/capture6237998701544735366.dat,3.221.184.25,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
99,1618077889550,/data/user/0/app.greyshirts.sslcapture/files/capture6407982609664757250.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
100,1618077889575,/data/user/0/app.greyshirts.sslcapture/files/capture8005695878777646586.dat,35.168.35.115,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
101,1618077889706,/data/user/0/app.greyshirts.sslcapture/files/capture3449930079257691917.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
102,1618077889708,/data/user/0/app.greyshirts.sslcapture/files/capture8574455629438913169.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
103,1618077889716,/data/user/0/app.greyshirts.sslcapture/files/capture1362993557099647601.dat,172.217.12.202,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
104,1618077889869,/data/user/0/app.greyshirts.sslcapture/files/capture8820231099353888548.dat,34.233.212.6,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
105,1618077889900,/data/user/0/app.greyshirts.sslcapture/files/capture7986063081511337676.dat,52.202.53.52,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
106,1618077889950,/data/user/0/app.greyshirts.sslcapture/files/capture2291656357992305721.dat,34.233.212.6,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
107,1618077890000,/data/user/0/app.greyshirts.sslcapture/files/capture1993311983123720654.dat,34.202.212.102,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
108,1618077890205,/data/user/0/app.greyshirts.sslcapture/files/capture7138922310704243110.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
109,1618077890310,/data/user/0/app.greyshirts.sslcapture/files/capture1993779721887428076.dat,3.225.141.172,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
110,1618077890389,/data/user/0/app.greyshirts.sslcapture/files/capture8547151629536274294.dat,34.225.21.98,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
111,1618077890480,/data/user/0/app.greyshirts.sslcapture/files/capture2520427749359365018.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
112,1618077890706,/data/user/0/app.greyshirts.sslcapture/files/capture1230419031478202497.dat,54.211.255.71,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
113,1618077890767,/data/user/0/app.greyshirts.sslcapture/files/capture5800657714137686918.dat,172.217.12.202,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
114,1618077890781,/data/user/0/app.greyshirts.sslcapture/files/capture7715460008977742830.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
115,1618077890789,/data/user/0/app.greyshirts.sslcapture/files/capture7035315480030467735.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
116,1618077890825,/data/user/0/app.greyshirts.sslcapture/files/capture2685484691698960492.dat,34.204.144.81,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
117,1618077891187,/data/user/0/app.greyshirts.sslcapture/files/capture2839802732506469163.dat,54.236.200.208,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
118,1618077891277,/data/user/0/app.greyshirts.sslcapture/files/capture1971544960305705902.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
119,1618077891374,/data/user/0/app.greyshirts.sslcapture/files/capture24132356845063978.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
120,1618077891465,/data/user/0/app.greyshirts.sslcapture/files/capture109957738664866386.dat,3.225.77.34,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
121,1618077891578,/data/user/0/app.greyshirts.sslcapture/files/capture8659918492798537559.dat,172.217.12.202,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
122,1618077891636,/data/user/0/app.greyshirts.sslcapture/files/capture8597389481175292476.dat,54.236.82.3,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
123,1618077891645,/data/user/0/app.greyshirts.sslcapture/files/capture4436579854498885609.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
124,1618077891865,/data/user/0/app.greyshirts.sslcapture/files/capture6783686243363696082.dat,52.0.169.231,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
125,1618077891909,/data/user/0/app.greyshirts.sslcapture/files/capture923929415148248486.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
126,1618077891917,/data/user/0/app.greyshirts.sslcapture/files/capture5207231303572849852.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
127,1618077891993,/data/user/0/app.greyshirts.sslcapture/files/capture202253166218414978.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
128,1618077892001,/data/user/0/app.greyshirts.sslcapture/files/capture851489530175607742.dat,54.221.204.148,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
129,1618077892008,/data/user/0/app.greyshirts.sslcapture/files/capture3867130048034272470.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
130,1618077892276,/data/user/0/app.greyshirts.sslcapture/files/capture711444468002792660.dat,3.219.121.86,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
131,1618077892288,/data/user/0/app.greyshirts.sslcapture/files/capture5062494286972418011.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
