key,type,value
/messages/ui_counters/interstitial_views/3931/count,3,1
/inboxjewelfetchcount,3,0
/feed/last_empty_response_time,4,0
/runtime_permissions/permission_requestedandroid.permission.ACCESS_FINE_LOCATION,2,1
/runtime_permissions/permission_requestedandroid.permission.ACCESS_COARSE_LOCATION,2,1
/photos/analyticsEFFICIENCYKEY_CONTENT_LENGTH,3,62131
/photos/analyticsEFFICIENCYKEY_IS_CANCELLATION_REQUESTED,2,0
/photos/analyticsEFFICIENCYKEY_FIRST_UI_TIME_MS,4,1617501663806
/photos/analyticsEFFICIENCYKEY_FETCHER_CALLING_CLASS,1,VideoHomeVideoComponent
/photos/analyticsEFFICIENCYKEY_URI,1,https://scontent.fric1-2.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s960x960/154614995_2583990241906864_1347917469161278989_n.jpg?_nc_cat=1&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=AILNlcy22MkAX_xTp-2&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fric1-2.fna&tp=9&_nc_rmd=260&oh=14f8f4a609835efb854054dc975e62d0&oe=608D72E9
/photos/analyticsEFFICIENCYKEY_FETCHER_ANALYTICS_TAG,1,unknown
/photos/analyticsEFFICIENCYKEY_IS_PREFETCH,2,0
/photos/analyticsEFFICIENCYKEY_FETCH_TIME_MS,4,1617501663779
/photos/analyticsEFFICIENCYKEY_FETCHER_FEATURE_TAG,1,unknown
/settings/autoplay_has_user_touched_setting,2,0
/settings/autoplay_eligibility,1,ON
/settings/autoplay_eligibility/100065791655767,1,ON
/emoji_font/md5,1,13420f40f6607cd6e2fb9c5ee4005b4b
/emoji_font/location,1,/data/user/0/com.facebook.katana/app_ras_blobs/FacebookEmoji.ttf
/emoji_font/download_count,3,1
/fb_android/survey_platform/survey_cool_down413574285839002,4,1617501677861
/fb_android/survey_platform/survey_cool_down549074425530801,4,1617501677663
/fb_android/survey_platform/survey_cool_down420270581758177,4,1617501677952
/fb_android/sound_toggle_label_shown_timesv1,3,1
/config/graph_search/recent_searches_schema_version/all,3,1
/config/graph_search/db_bootstrap_keywords_last_fetch_user_id,1,100065791655767
/config/graph_search/recent_searches_schema_version/video_search,3,1
/config/graph_search/db_bootstrap_keywords_last_fetch_ms,4,1617501848197
/config/graph_search/phonetic_tokens_generated,2,1
/prefs/watchlist_session_end_time,4,1617501869
/fb_android/survey_platform/survey_cool_down1786731988212319,4,1617501926279
/fb_android/survey_platform/survey_cool_down2006971879552262,4,1617502031641
/config/path_provider/version/-1544181419,1,"{""path"":""\/data\/user\/0\/com.facebook.katana\/files\/helium"",""version"":6}"
/fb_android/survey_platform/survey_cool_down712340419639194,4,1617502044839
/csr/11/LastHeadFetchComplete,4,1617502169177
/csrstore/watch_tab,4,1617502169177
/videohome/prefetch_prediction_id,1,watchfeedquery_adaptive_prefetch_loop:f9bd803f-bcdf-470a-954b-65a322be48dc
/videohome/ignore_cache/video_home::feed,2,0
/settings/analyticsbuild_flavor_last_report_build_id,3,281505406
/inspiration_prefs/text_mode_landing_background_info/gradient_orientation,1,BOTTOM_TOP
/config/graph_search/extra_profile_ids_added_to_bootstrap,1, 100032893519941 
/settings/contact_phone_book_utils/phone_book_index_conversion,2,0
/settings/analyticsbuild_flavor_last_report_time_stamp,4,1617502287169
/inspiration_prefs/text_mode_landing_background_info/gradient_first_color,1,#FF000000
/contacts_sync/has_contacts_fetch_succeeded_at_least_once,2,1
/config/path_provider/eviction.v2/920963824,1,"{""size_config"":{""max_size"":100000,""max_size_low_space_bytes"":100000,""max_size_very_low_space_bytes"":100000,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":604800},""eviction_type"":""stash"",""cache_name"":""style_collections_cache_POLL"",""feature_name"":""style_collections_cache_POLL"",""path"":""\/data\/user\/0\/com.facebook.katana\/cache\/style_collections_cache_POLL\/100065791655767""}"
/inspiration_prefs/text_mode_landing_background_info/gradient_second_color,1,#FF333333
/config/graph_search/num_extra_profiles_added_to_bootstrap,3,1
/contacts_ccu_upload/synced_ccu_setting_with_server,2,1
/config/path_provider/eviction.v2/1463350554,1,"{""size_config"":{""max_size"":100000,""max_size_low_space_bytes"":100000,""max_size_very_low_space_bytes"":100000,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":604800},""eviction_type"":""stash"",""cache_name"":""style_collections_cache_TEXT_BASE"",""feature_name"":""style_collections_cache_TEXT_BASE"",""path"":""\/data\/user\/0\/com.facebook.katana\/cache\/style_collections_cache_TEXT_BASE\/100065791655767""}"
/contacts_sync/has_contacts_fetch_run_at_least_once,2,1
/stickers/last_time_sticker_keyboard_opened,4,1617502286702
/X.3aV/X.3N8,4,1617502287569
/config/path_provider/max_size/-405827321,1,"{""feature_name"":""call_stats"",""max_size"":1048576,""max_size_low_space_bytes"":512000,""delete_only_on_init"":true,""path"":""\/data\/user\/0\/com.facebook.katana\/app_call_stats"",""last_measured_size"":0}"
/config/mqtt/config_server,1,"{""analytics_log_min_interval_for_received_ms"":""0"",""analytics_log_min_interval_for_sent_ms"":""0"",""back_off_initial_retry_interval_sec"":""4"",""back_off_max_retry_interval_sec"":""900"",""back_to_back_retry_attempts"":""3"",""back_to_back_retry_interval_sec"":""0"",""background_back_off_initial_retry_interval_sec"":""30"",""background_keepalive_interval_persistent_sec"":""900"",""background_keepalive_interval_transient_sec"":""300"",""connectivity_monitor_disconnect_max_disconnection_count"":""20"",""default_att_port"":""443"",""default_port"":""443"",""default_honeybadger_port"":""5228"",""dns_timeout_sec"":""60"",""foreground_keepalive_interval_sec"":""60"",""gcm_ping_mqtt_delay_sec"":""30"",""happy_eyeballs_delay_ms"":""25"",""host_name"":""edge-mqtt.facebook.com"",""host_name_v6"":""edge-mqtt.facebook.com"",""reconnect_for_operations"":""8208"",""response_timeout_sec"":""59"",""simulated_puback_timeout_ms"":""100000"",""socket_timeout_sec"":""60"",""use_ssl"":""true"",""wifi_port"":""443"",""special_background_keepalive"":""{\""cnty_carri_nw\"":{\""us_at&t_mobile\"":1680}}""}"
/tabbar100065791655767/tab_last_clicked_timestamps,1,
/X.3aV/X.4mR,4,1617502287570
/100065791655767/prefs/messaging_in_blue/interactions_store/inbox/messenger_app_installed0/,2,1
/100065791655767/prefs/messaging_in_blue/interactions_store/inbox/user_logged_in_messenger_lite0/,2,0
/100065791655767/prefs/messaging_in_blue/interactions_store/inbox/user_logged_in_messenger0/,2,0
/100065791655767/prefs/messaging_in_blue/interactions_store/inbox/messenger_lite_app_installed0/,2,0
/100065791655767/prefs/messaging_in_blue/interactions_store/inbox/facebook_lite_app_installed0/,2,0
/fb_android/structured_survey/survey_cool_down1565141090400626,4,1617505901033
/wem/private_sharing_enabled,2,0
/config/path_provider/eviction.v2/-739928538,1,"{""size_config"":{""max_size"":104857600,""max_size_low_space_bytes"":104857600,""max_size_very_low_space_bytes"":104857600,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_multi_model_asset_disk_cache_sessionless"",""feature_name"":""msqrd_multi_model_asset_disk_cache_sessionless"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_multi_model_asset_disk_cache_sessionless""}"
/config/path_provider/eviction.v2/-859276896,1,"{""size_config"":{""max_size"":52428800,""max_size_low_space_bytes"":52428800,""max_size_very_low_space_bytes"":52428800,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_model_asset_disk_cache_sessionless"",""feature_name"":""msqrd_model_asset_disk_cache_sessionless"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_model_asset_disk_cache_sessionless""}"
/config/path_provider/eviction.v2/32921596,1,"{""size_config"":{""max_size"":1048576,""max_size_low_space_bytes"":1048576,""max_size_very_low_space_bytes"":1048576,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_scripting_package_disk_cache_sessionless"",""feature_name"":""msqrd_scripting_package_disk_cache_sessionless"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_scripting_package_disk_cache_sessionless""}"
/config/path_provider/eviction.v2/-691201417,1,"{""size_config"":{""max_size"":104857600,""max_size_low_space_bytes"":104857600,""max_size_very_low_space_bytes"":104857600,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_effect_asset_disk_cache_fixed_sessionless"",""feature_name"":""msqrd_effect_asset_disk_cache_fixed_sessionless"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_effect_asset_disk_cache_fixed_sessionless""}"
/config/path_provider/eviction.v2/73696313,1,"{""size_config"":{""max_size"":104857600,""max_size_low_space_bytes"":104857600,""max_size_very_low_space_bytes"":104857600,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_effect_bundle_asset_disk_cache_sessionless"",""feature_name"":""msqrd_effect_bundle_asset_disk_cache_sessionless"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_effect_bundle_asset_disk_cache_sessionless""}"
/config/path_provider/eviction.v2/864724589,1,"{""size_config"":{""max_size"":104857600,""max_size_low_space_bytes"":104857600,""max_size_very_low_space_bytes"":104857600,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_remote_asset_disk_cache_sessionless"",""feature_name"":""msqrd_remote_asset_disk_cache_sessionless"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_remote_asset_disk_cache_sessionless""}"
/config/path_provider/eviction.v2/525794440,1,"{""size_config"":{""max_size"":5242880,""max_size_low_space_bytes"":5242880,""max_size_very_low_space_bytes"":5242880,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_effect_asset_disk_cache_secure"",""feature_name"":""msqrd_effect_asset_disk_cache_secure"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_effect_asset_disk_cache_secure\/100065791655767""}"
/config/path_provider/version/2110469138,1,"{""path"":""\/data\/user\/0\/com.facebook.katana\/app_cc_ard_always_unzip_tmp"",""version"":1}"
/config/path_provider/eviction.v2/-1781460971,1,"{""size_config"":{""max_size"":1048576,""max_size_low_space_bytes"":1048576,""max_size_very_low_space_bytes"":1048576,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_effect_asset_disk_cache_pinned_sessionless"",""feature_name"":""msqrd_effect_asset_disk_cache_pinned_sessionless"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_effect_asset_disk_cache_pinned_sessionless""}"
/jewels/videohome/notif_ids,1,
/config/path_provider/eviction.v2/1782728767,1,"{""size_config"":{""max_size"":1048576,""max_size_low_space_bytes"":1048576,""max_size_very_low_space_bytes"":1048576,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_shader_disk_cache_sessionless"",""feature_name"":""msqrd_shader_disk_cache_sessionless"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_shader_disk_cache_sessionless""}"
/jewels/marketplace/notif_ids,1,
/config/path_provider/eviction.v2/-1958861615,1,"{""size_config"":{""max_size"":20971520,""max_size_low_space_bytes"":20971520,""max_size_very_low_space_bytes"":20971520,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":2419200},""eviction_type"":""stash"",""cache_name"":""msqrd_segmentation_asset_disk_cache_sessionless"",""feature_name"":""msqrd_segmentation_asset_disk_cache_sessionless"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_msqrd_segmentation_asset_disk_cache_sessionless""}"
/inspiration_prefs/last_successful_facetracker_prefetch_time_seconds,4,1617502319
/settings/bug_reporting/rageshake/max_accelerometer_read,5,7.80329370498657
/settings/bug_reporting/rageshake/accelerometer_read_counter,4,30000
/settings/rti/mqtt/address//settings_mqtt_address,1,"{""address_entries"":[""{\""host_name\"":\""edge-mqtt.facebook.com\"",\""priority\"":4,\""fail_count\"":0,\""address_list_data\"":[\""KgMogPD\\\/ABP6zrAMAAAAjg==\\n\"",\""Rav6FA==\\n\""]}"",""{\""host_name\"":\""mqtt-mini.facebook.com\"",\""priority\"":0,\""fail_count\"":0,\""address_list_data\"":[\""KgMogPH\\\/AIT6zrAMAAAeoA==\\n\"",\""Rav6Ig==\\n\""]}""]}"
/notifications/is_app_badge_enabled,2,1
/settings/connection_manager/conn_tracking/2/1,4,0
/feed/last_known_keyboard_height,3,656
/jewels/marketplace/nonce,1,7116d693-7aeb-4fe5-8740-8acefb7a85d4
/jewels/videohome/nonce,1,f38a4147-a4aa-45eb-9baf-a8fc4f9c4798
/X.3aV/X.3NU,4,1617510930749
/notifications_bucket_settings/1/hide_cooldown_min/,3,0
/notifications_bucket_settings/2/blocking_bucket_types/,1,
/notifications_bucket_settings/2/min_to_expire/,3,-1
/notifications_bucket_settings/0/sec_to_evict_seen/,3,3600
/notifications_bucket_settings/2/sec_to_evict_seen/,3,-1
/notifications_bucket_settings/0/max_count/,3,15
/notifications_bucket_settings/1/sort_key_index/,3,0
/notifications_bucket_settings/2/required_bucket_types/,1,
/notifications_bucket_settings/2/unseen_count/,3,0
/notifications_bucket_settings/total_buckets/,3,3
/notifications_bucket_settings/0/sec_to_evict_read/,3,-1
/notifications_bucket_settings/1/sec_to_evict_read/,3,-1
/notifications_bucket_settings/1/last_hidden_timestamp_min/,4,0
/notifications_bucket_settings/2/sec_to_evict_read/,3,-1
/notifications_bucket_settings/1/title_text/,1,Earlier
/notifications_bucket_settings/locale/,1,en_US
/notifications_bucket_settings/2/title_text/,1,Notifications
/notifications_bucket_settings/1/max_impression_count/,3,-1
/notifications_bucket_settings/0/title_text/,1,New
/notifications_bucket_settings/2/bucket_category/,1,PRIMARY_TAB
/notifications_bucket_settings/2/hide_cooldown_min/,3,0
/notifications_bucket_settings/0/last_hidden_timestamp_min/,4,0
/notifications_bucket_settings/2/sort_key_index/,3,-1
/notifications_bucket_settings/1/sec_to_evict_seen/,3,-1
/notifications_bucket_settings/1/bucket_category/,1,PRIMARY_TAB
/notifications_bucket_settings/0/blocking_bucket_types/,1,
/notifications_bucket_settings/0/hide_cooldown_min/,3,0
/notifications_bucket_settings/0/unseen_count/,3,0
/notifications_bucket_settings/0/required_bucket_types/,1,
/notifications_bucket_settings/1/unseen_count/,3,0
/notifications_bucket_settings/2/last_hidden_timestamp_min/,4,0
/notifications_bucket_settings/1/bucket_type/,1,MIXED_STATE_NOTIFICATIONS
/notifications_bucket_settings/0/bucket_type/,1,PRIORITY_INBOX
/notifications_bucket_settings/2/max_count/,3,-1
/notifications_bucket_settings/2/bucket_type/,1,FALLBACK
/notifications_bucket_settings/0/sort_key_index/,3,1
/notifications_bucket_settings/0/max_impression_count/,3,-1
/notifications_bucket_settings/0/min_to_expire/,3,-1
/notifications_bucket_settings/1/blocking_bucket_types/,1,
/notifications_bucket_settings/0/bucket_category/,1,PRIMARY_TAB
/notifications_bucket_settings/2/max_impression_count/,3,-1
/notifications_bucket_settings/1/min_to_expire/,3,-1
/notifications_bucket_settings/1/required_bucket_types/,1,
/notifications_bucket_settings/0/seen_filter/,1,ALL
/notifications_bucket_settings/1/max_count/,3,-1
/notifications_bucket_settings/2/seen_filter/,1,ALL
/notifications_bucket_settings/1/seen_filter/,1,ALL
/settings/connection_manager/conn_tracking/3/1,4,0
/background_location_reporting/eligible_for_background_collection,2,0
/pages/product_boundary/nt_shell_toast_kill_switched,1,
/config/path_provider/eviction.v2/-1622312193,1,"{""size_config"":{""max_size"":4194304,""max_size_low_space_bytes"":4194304,""max_size_very_low_space_bytes"":262144,""delete_only_on_init"":false},""staleness_config"":{""stale_age_s"":5184000},""eviction_type"":""stash"",""cache_name"":""fresco_small"",""feature_name"":""image"",""path"":""\/data\/user\/0\/com.facebook.katana\/app_image.autoscoped\/100065791655767""}"
/pages/product_boundary/nt_wurl_toast_kill_switched,1,
