pkgName,categoryCode,defaultSetBy,pkgAddedTime,serverPkgUpdatedTime,eachModeTargetShortSide,eachModeDss,customResolutionMode,customDss,eachModeDfs,customDfsMode,customDfs,defaultCpuLevel,defaultGpuLevel,governorSettings,shiftTemperature,ipmPolicy,siopModePolicy,customSiopMode,gameSdkSettings,sosPolicy,resumeBoostPolicy,launchBoostPolicy,wifiQosPolicy,subscriberList,gfiPolicy,tspPolicy,appliedDss,appliedCpuLevel,appliedGpuLevel,versionName,versionCode,vrrMaxValue,vrrMinValue,targetGroupName
com.google.android.gm,non-game,0,1617476955702,1626448094409,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.google.android.gms,non-game,0,1626448094622,1626448094622,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.google.android.googlequicksearchbox,non-game,0,1617476955696,1626448094405,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.google.android.music,non-game,0,1617477879105,1626448094419,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.google.android.videos,non-game,0,1617477866225,1626448094406,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.google.android.youtube,non-game,0,1617476955705,1626448094417,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.google.tango.measure,non-game,0,1618344547598,1626448094412,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.gydala.allcars,non-game,0,1623993383447,1626448094425,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.instagram.android,non-game,0,1617478267942,1626448094419,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.instantcheckmate.app,non-game,0,1622599504058,1626448094406,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.lemurmonitors.bluedriver,non-game,0,1623993186426,1626448094416,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.linkedin.android,non-game,0,1617477937038,1626448094407,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.microsoft.office.officehubrow,non-game,0,1617477983887,1626448094419,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.microsoft.office.outlook,non-game,0,1617477913827,1626448094426,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.microsoft.skydrive,non-game,0,1617476955698,1626448094424,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.napko.RealDash,non-game,0,1623993212974,1626448094419,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.netflix.mediaclient,non-game,0,1617476955707,1626448094418,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.orto.usa,non-game,0,1623993401334,1626448094417,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.reddit.frontpage,non-game,0,1622779904662,1626448094418,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.accessibility,non-game,0,1617476955704,1626448094426,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.app.contacts,non-game,0,1617476955695,1626448094421,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.app.galaxyfinder,non-game,0,1617476955697,1626448094424,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.app.notes,non-game,0,1617476955706,1626448094422,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.app.tips,non-game,0,1617476955705,1626448094419,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.app.watchmanager,non-game,0,1617478035850,1626448094422,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.app.watchmanagerstub,non-game,0,1617476955706,1626448094413,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.arzone,non-game,0,1617476955698,1626448094411,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.authfw,non-game,0,1617476955697,1626448094425,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.bixby.agent,non-game,0,1617476955696,1626448094407,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.calendar,non-game,0,1617476955701,1626448094422,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.dialer,non-game,0,1617476955695,1626448094418,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.forest,non-game,0,1617476955707,1626448094404,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.game.gamehome,sec_game_family,0,1617476955700,0,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.game.gametools,sec_game_family,0,1617476955699,0,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.lool,non-game,0,1617476955698,1626448094416,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.messaging,non-game,0,1617476955695,1626448094425,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.oneconnect,non-game,0,1617478117523,1626448094421,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.privateshare,non-game,0,1622047643921,1626448094420,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.samsungpass,non-game,0,1617476955694,1626448094427,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.spay,non-game,0,1617478012064,1626448094427,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.android.voc,non-game,0,1617478075498,1626448094407,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.samsung.sree,non-game,0,1617503524823,1626448094423,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.android.app.camera,non-game,0,1617476955696,1626448094413,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.android.app.samsungapps,sec_game_family,0,1617476955700,0,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.android.app.sbrowser,vr_game,0,1617476955697,0,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.android.app.shealth,non-game,0,1617478048468,1626448094417,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.android.easyMover,non-game,0,1617478086882,1626448094420,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.android.gallery3d,non-game,0,1617476955703,1626448094426,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.penup,non-game,0,1617478100040,1626448094415,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.snapchat.android,non-game,0,1617478343925,1626448094423,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.spotify.music,non-game,0,1617478149219,1626448094410,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.tmobile.tuesdays,non-game,0,1617755551333,1626448094420,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.twitter.android,non-game,0,1617500836045,1626448094415,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.upside.consumer.android,non-game,0,1618197315586,1626448094425,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.venmo,non-game,0,1617479050053,1626448094413,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.waze,non-game,0,1625260721814,1626448094414,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.whatsapp,non-game,0,1617502936506,1626448094427,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.zhiliaoapp.musically,non-game,0,1617478790634,1626448094415,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
gov.vdh.exposurenotification,non-game,0,1617511420777,1626448094421,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
org.thoughtcrime.securesms,non-game,0,1617478880672,1626448094423,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.ea.game.nfs14_row,game,2,1623992947187,1626810687473,"0,835,0,0","-1f,-1f,-1f,-1f",1,75.0,"-1.0,-1.0,-1.0,-1.0",1,60.0,-6,-2,,-1000,,,1,"{""GAMESDKVERSION"":-1,""GameSDKMode"":-1,""MAX_LRP_TEMP"":-1,""STEP1_TEMP_START"":-1,""STEP2_TEMP_START"":-1,""STEP3_TEMP_START"":-1,""STEP1_TEMP_INC"":-1,""STEP1_TEMP_DEC"":-1,""STEP2_TEMP_INC"":-1,""STEP2_TEMP_DEC"":-1,""STEP3_TEMP_INC"":-1,""STEP3_TEMP_DEC"":-1,""STEP1_THRESHHOLD_INC"":-1,""STEP1_THRESHHOLD_DEC"":-1,""STEP2_THRESHHOLD_INC"":-1,""STEP2_THRESHHOLD_DEC"":-1,""STEP1_THERMAL_MIN_CPU_LEVEL"":-1,""STEP1_THERMAL_MIN_GPU_LEVEL"":-1,""STEP2_THERMAL_MIN_CPU_LEVEL"":-1,""STEP2_THERMAL_MIN_GPU_LEVEL"":-1,""STEP3_THERMAL_MIN_CPU_LEVEL"":-1,""STEP3_THERMAL_MIN_GPU_LEVEL"":-1,""STEP1_THERMAL_MAX_CPU_LEVEL"":-1,""STEP1_THERMAL_MAX_GPU_LEVEL"":-1,""STEP2_THERMAL_MAX_CPU_LEVEL"":-1,""STEP2_THERMAL_MAX_GPU_LEVEL"":-1,""STEP3_THERMAL_MAX_CPU_LEVEL"":-1,""STEP3_THERMAL_MAX_GPU_LEVEL"":-1,""GameSDKPMMode"":-1,""USER_CPU_MIN_PERC"":-1,""USER_GPU_MIN_PERC"":-1}",,,,"{""tid"":0}",,"{""dfs_offset"":{""enabled"":false},""gfps_offset"":{""enabled"":false}}",{},77.31481170654297,-4,-2,5.3.3,59331,-1,-1,
com.android.vending,managed_app,2,1617476955699,1626810687474,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.android.app.clockpackage,managed_app,2,1617476955703,1626810687474,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.android.app.popupcalculator,managed_app,2,1617478027611,1626810687474,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,0,0,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
com.sec.android.app.myfiles,managed_app,2,1617476955693,1626810687475,"-1,-1,-1,-1","-1f,-1f,-1f,-1f",1,75.0,"-1f,-1f,-1f,-1f",1,60.0,-6,-2,,-1000,,,1,,,,,,,,,0.0,0,0,,-1,-1,-1,
