_id,mccmnc,gid1,gid2,plmn,imsi_prefix_xpattern,spn,apn,iccid_prefix,privilege_access_rule,carrier_name,carrier_id,parent_carrier_id
1768,310260,7477,,,,,,,,Twilio M2M,2081,-1
1769,310260,354d,,,,,,,,Ultra/Univision,2083,-1
1770,310260,364d,,,,,,,,Ultra/Univision,2083,-1
1771,310260,4153,,,,,,,,Ultra/Univision,2083,-1
1772,310260,554d,,,,,,,,Ultra/Univision,2083,-1
1773,310260,2801,,,,,,,,Vodafone US,2086,-1
1774,310260,574d,,,,,,,,Wyless,2087,-1
1775,29702,,,,,telekom.me,,,,Crnogorski Telekom,2088,-1
1776,302220,4d4f,,,,,,,,Public Mobile,2089,-1
1777,302221,4d4f,,,,,,,,Public Mobile,2089,-1
1778,302720,ba,,,302720x92,,,,,Tbaytel,2090,-1
1779,21901,,,,,bonbon,,,,Bonbon,2091,-1
1780,21901,10,,,,,,,,Bonbon,2091,-1
1781,21901,11,,,,,,,,Bonbon,2091,-1
1782,21901,12,,,,,,,,Bonbon,2091,-1
1783,26201,44,,,,,,,,congstar,2092,-1
1784,26201,,,,,congstar,,,,congstar,2092,-1
1785,26201,,,,,congstar.de,,,,congstar,2092,-1
1786,23410,0a,,,,,,,,Tesco,2093,-1
1787,23410,0affff,,,,,,,,Tesco,2093,-1
1788,23410,0affffffffff544553434f202020202020202020,,,,,,,,Tesco,2093,-1
1789,23207,,,,,,,,,tele.ring,2094,-1
1790,23207,07,,,,,,,,tele.ring,2094,-1
1791,23207,ff,,,,,,,,tele.ring,2094,-1
1792,23207,30,,,,,,,,tele.ring,2094,-1
1793,20416,5f,,,,,,,,Ben,2095,-1
1794,20416,,,,,ben nl,,,,Ben,2095,-1
1795,44020,16ffff,,,4402086,,,,,Y!mobile,2100,-1
1796,44020,16ffff,,,4402091,,,,,Y!mobile,2100,-1
1797,44020,16ffff,,,4402095,,,,,Y!mobile,2100,-1
1798,23430,c3,,,,,,,,BT,2101,-1
1799,23430,c3ff,,,,,,,,BT,2101,-1
1800,23430,b3,,,,,,,,BT Business,2102,-1
1801,23430,b3ff,,,,,,,,BT Business,2102,-1
1802,23430,b2,,,,,,,,BT One Phone,2103,-1
1803,23430,b2ff,,,,,,,,BT One Phone,2103,-1
1804,23408,b2,,,,,,,,BT One Phone,2103,-1
1805,23408,b2ff,,,,,,,,BT One Phone,2103,-1
1806,53005,,,,,skinny,,,,Skinny,2105,-1
1807,44010,,,,,,iijmio.jp,,,IIJmio,2106,-1
1808,44051,,,,,,iijmio.jp,,,IIJmio,2106,-1
1809,20601,,,,,iij,,,,IIJmio,2106,-1
1810,44003,,,,,,,,,IIJmio,2106,-1
1811,29701,,,,,,,,,Telenor,2107,-1
1812,62003,,,,,,,,,AirtelTigo,2108,-1
1813,62006,,,,,,,,,AirtelTigo,2108,-1
1814,44010,,,,,,rmobile.co,,,Rakuten Mobile,2109,-1
1815,44010,,,,,,rmobile.jp,,,Rakuten Mobile,2109,-1
1816,44051,,,,,,a.rmobile.jp,,,Rakuten Mobile,2109,-1
1817,44050,20,,,,,,,,UQ mobile,2110,-1
1818,44051,20,,,,,,,,UQ mobile,2110,-1
1819,21403,,,,,euskaltel,,,,Euskaltel,2111,-1
1820,21408,,,,,euskaltel,,,,Euskaltel,2111,-1
1821,21416,,,,,telecable,,,,Telecable,2112,-1
1822,21405,,,,214050111,telecable,,,,Telecable,2112,-1
1823,21406,,,,2140613,telecable,,,,Telecable,2112,-1
1824,21403,,,,,mobilr,,,,mobilR,2113,-1
1825,21403,,,,,mobil r,,,,mobilR,2113,-1
1826,21408,,,,,mobilr,,,,mobilR,2113,-1
1827,21408,,,,,mobil r,,,,mobilR,2113,-1
1828,21417,,,,,mobilr,,,,mobilR,2113,-1
1829,21417,,,,,mobil r,,,,mobilR,2113,-1
1830,26202,,,,,ewe.de,,,,EWE,2114,-1
1831,62150,,,,,,,,,Glo,2115,-1
1832,44010,,,,,,ratel.com,,,Ratel,2116,-1
1833,23410,537,,,,,,,,TalkTalk,2117,-1
1834,23410,508,,,,,,,,giffgaff,2118,-1
1835,23410,,,,,giffgaff,,,,giffgaff,2118,-1
1836,313100,,,,,,,,,FirstNet,2119,-1
1837,313110,,,,,,,,,FirstNet,2119,-1
1838,313120,,,,,,,,,FirstNet,2119,-1
1839,313130,,,,,,,,,FirstNet,2119,-1
1840,313140,,,,,,,,,FirstNet,2119,-1
1841,312670,,,,,,,,,FirstNet (Lab),2120,-1
1842,44010,,,,,,mineo-d.jp,,,mineo,2121,-1
1843,44051,,,,,,mineo.jp,,,mineo,2121,-1
1844,44020,,,,,,mineo-s.jp,,,mineo,2121,-1
1845,30264,42,,,,,,,,Lucky Mobile,2122,-1
1846,302610,42,,,,,,,,Lucky Mobile,2122,-1
1847,302630,42,,,,,,,,Lucky Mobile,2122,-1
1848,302640,42,,,,,,,,Lucky Mobile,2122,-1
1849,54002,,,,,,,,,Vodafone,2123,-1
1850,22250,,,,,,,,,Iliad,2124,-1
1851,20815,f003,,,,,,,,Iliad,2124,-1
1852,21419,,,,,,,,,Simyo,2125,-1
1853,21403,,,,,simyo,,,,Simyo,2125,-1
1854,311480,ba01490000000000,,,,,,,,Spectrum Mobile,2126,-1
1855,64703,,,,,,,,,Free RE,2127,-1
1856,20815,f2330002,,,,,,,,Free RE,2127,-1
1857,310120,a00022ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1858,310120,a00305ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1859,310120,a00209ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1860,310120,a00250ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1861,310120,a00207ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1862,310120,a00105ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1863,310120,a00181ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1864,310120,a00263ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1865,310120,a00271ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1866,310120,a00006ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1867,310120,a00151ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1868,310120,a00058ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1869,310120,a00301ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1870,310120,a00143ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1871,310120,a00247ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1872,310120,a00274ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1873,310120,a00042ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1874,310120,a00092ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1875,310120,a00312ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1876,310120,a00050ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1877,310120,a00034ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Sprint Wholesale,2128,-1
1878,50501,,,,,aldimobile,,,,ALDI mobile,2129,-1
1879,20809,,,,208090021,,,,,ALIV BS,2130,-1
1880,36449,,,,,,,,,ALIV BS,2130,-1
1881,21402,,,,,,,,,Altecom,2131,-1
1882,20628,,,,,,,,,Bics,2132,-1
1883,90158,,,,,,,,,Bics,2132,-1
1884,21403,,,,2140352,,,,,Carrefour,2133,-1
1885,20801,33,,,,,,,,Carrefour,2133,-1
1886,24209,,,,,,,,,com4,2134,-1
1887,20801,,,,208011511,,,,,Coriolis,2135,-1
1888,20809,,,,208090036,,,,,Coriolis,2135,-1
1889,20827,,,,,coriolis,,,,Coriolis,2135,-1
1890,20810,12,,,,,,,,Coriolis,2135,-1
1891,64710,12,,,,,,,,Coriolis,2135,-1
1892,21402,,,,,fibracat,,,,Fibracat,2136,-1
1893,23439,,,,,,,,,Gamma,2137,-1
1894,24007,,,,240075610,,,,,Gamma,2137,-1
1895,23410,,,,,jump,,,,Jump,2138,-1
1896,23439,,,,,jump,,,,Jump,2138,-1
1897,24007,,,,,jump,,,,Jump,2138,-1
1898,20404,,,,,jump,,,,Jump,2138,-1
1899,23457,,,,,,,,,Sky,2139,-1
1900,24007,0c,,,,,,,,Sky,2139,-1
1901,23420,0309,,,,,,,,Smarty,2140,-1
1902,23420,0310,,,,,,,,Superdrug,2141,-1
1903,25062,,,,,,,,,Tinkoff,2142,-1
1904,20433,,,,,,,,,Truphone,2143,-1
1905,21427,,,,,,,,,Truphone,2143,-1
1906,23425,,,,,,,,,Truphone,2143,-1
1907,26033,,,,,,,,,Truphone,2143,-1
1908,26242,,,,,,,,,Truphone,2143,-1
1909,31030,,,,,,,,,Truphone,2143,-1
1910,50538,,,,,,,,,Truphone,2143,-1
1911,20404,,,,204043914,,,,,Truphone,2143,-1
1912,23450,,,,234500008,,,,,Truphone,2143,-1
1913,50502,,,,50502100,,,,,Truphone,2143,-1
1914,20630,,,,,,,,,Unleashed,2144,-1
1915,50502,,,,505029,,,,,Virgin,2145,-1
1916,311480,bae1000000000000,,,,,,,,Visible,2146,-1
1917,26209,,,,,,,,,Vodafone Lab,2147,-1
1918,44010,,,,,,biglobe.jp,,,BIGLOBE,2148,-1
1919,44051,24,,,,,,,,BIGLOBE,2148,-1
1920,20403,,,,,,,,,Voiceworks NL,2149,-1
1921,20408,,,,204080950,,,,,Voiceworks NL,2149,-1
1922,20605,,,,,,,,,Telenet,2150,-1
1923,20817,,,,,,,,,Legos,2151,-1
1924,23426,,,,,lycamobile,,,,Lycamobile,2152,-1
1925,25905,,,,,,,,,Unité,2153,-1
1926,27211,0a,,,,,,,,Tesco,2154,-1
1927,27411,,,,,,,,,Nova,2155,-1
1928,28020,,,,,,,,,PrimeTel,2156,-1
1929,310032,,,,,cdmanai,,,,IT&E OverSeas,2157,-1
1930,311610,,,,,srtcomm,,,,North Dakota Network Company,2158,-1
1931,311650,,,,,unitedwireless,,,,United Wireless,2159,-1
1932,311670,,,,,pinebelt,,,,Pine Belt,2160,-1
1933,311920,,,,,cdmanai,,,,Missouri RSA No 5 Partnership,2161,-1
1934,312040,,,,,custer,,,,Custer,2162,-1
1935,36302,,,,,,,,,Digicel,2163,-1
1936,363020,,,,,,,,,Digicel,2163,-1
1937,40107,,,,,,,,,ALTEL,2164,-1
1938,40277,,,,,,,,,TashiCell,2165,-1
1939,41808,,,,,,,,,SanaTel,2166,-1
1940,41892,,,,,,,,,Omnnea,2167,-1
1941,42104,,,,,,,,,HiTS-UNITEL,2168,-1
1942,42514,,,,,,,,,Alon Cellular Ltd,2169,-1
1943,42515,,,,,,,,,Home Cellular,2170,-1
1944,42516,,,,,,,,,Rami Levy,2171,-1
1945,42891,,,,,,,,,Skytel,2172,-1
1946,42898,,,,,,,,,G.Mobile,2173,-1
1947,43612,,,,,,,,,Tcell,2174,-1
1948,43703,,,,,,,,,AkTel LLC,2175,-1
1949,43705,,,,,,,,,MegaCom,2176,-1
1950,43709,,,,,,,,,O!,2177,-1
1951,45207,,,,,,,,,Gmobile,2178,-1
1952,45208,,,,,,,,,Viettel Mobile,2179,-1
1953,45604,,,,,,,,,qb,2180,-1
1954,45608,,,,,,,,,Metfone,2181,-1
1955,51401,,,,,,,,,Telkomcel,2182,-1
1956,51402,,,,,,,,,Timor Telecom,2183,-1
1957,51518,,,,,,,,,Redinternet,2184,-1
1958,54001,,,,,,,,,BREEZE,2185,-1
1959,54202,,,,,,,,,Digicel,2186,-1
1960,54509,,,,,,,,,Kiribati Frigate,2187,-1
1961,55280,,,,,,,,,Palau Mobile,2188,-1
1962,60602,,,,,,,,,Al-Jeel,2189,-1
1963,60606,,,,,,,,,Hatef,2190,-1
1964,60704,,,,,,,,,QCell,2191,-1
1965,60803,,,,,,,,,Expresso,2192,-1
1966,61103,,,,,,,,,Intercel,2193,-1
1967,61801,,,,,,,,,Lonestar,2194,-1
1968,61802,,,,,,,,,Libercell,2195,-1
1969,61820,,,,,,,,,LIBTELCO,2196,-1
1970,62204,,,,,,,,,Salam,2197,-1
1971,62304,,,,,,,,,Nationlink,2198,-1
1972,62703,,,,,,,,,Hits-GE,2199,-1
1973,62804,,,,,,,,,Azur,2200,-1
1974,63104,,,,,,,,,MOVICEL,2201,-1
1975,63407,,,,,,,,,Sudani,2202,-1
1976,63513,,,,,,,,,Airtel Rwanda,2203,-1
1977,63514,,,,,,,,,Airtel Rwanda,2203,-1
1978,63701,,,,,,,,,Telesom,2205,-1
1979,63710,,,,,,,,,Nationlink,2206,-1
1980,63771,,,,,,,,,Somtel,2207,-1
1981,63782,,,,,,,,,Telcom,2208,-1
1982,63905,,,,,,,,,Yu,2209,-1
1983,63907,,,,,,,,,Telkom,2210,-1
1984,64208,,,,,,,,,Lumitel/Viettel,2211,-1
1985,64282,,,,,,,,,Leo,2212,-1
1986,64303,,,,,,,,,Movitel,2213,-1
1987,64902,,,,,,,,,switch,2214,-1
1988,72454,,,,,,,,,Porto Seguro TeleComumicacoes,2215,-1
1989,73008,,,,,,,,,VTR Banda Ancha SA,2216,-1
1990,73802,,,,,,,,,GT&T Cellink Plus,2217,-1
1991,738002,,,,,,,,,GT&T Cellink Plus,2217,-1
1992,732187,,,,,,,,,ETB 4G,2218,-1
1993,732103,,,,,etb movi,,,,ETB 4G,2218,-1
1994,732111,,,,,etb movil,,,,ETB 4G,2218,-1
1995,54105,,,,,,,,,Digicel,2219,-1
1996,53988,,,,,,,,,Digicel,2220,-1
1997,41250,,,,,,,,,Etisalat,2221,-1
1998,62007,,,,,,,,,Globacom,2222,-1
1999,352110,,,,,,,,,Grenada:Lime,2223,-1
2000,33818,,,,,,,,,Cable & Wireless,2224,-1
2001,338180,,,,,,,,,Cable & Wireless,2224,-1
2002,61104,,,,,,,,,MTN/Areeba,2225,-1
2003,62203,,,,,,,,,Tigo/Milicom/Tchad Mobile,2227,-1
2004,26044,,,,,,,,,Rebtel,2229,-1
2005,28411,,,,,,,,,bulsatcom,2230,-1
2006,28413,,,,,,,,,MAX TELECOM,2231,-1
2007,29509,,,,,bics,,,,BICS,2232,-1
2008,29509,,,,,,,,,EMnify,2233,-1
2009,41862,,,,,,,,,Itisaluna,2234,-1
2010,43406,,,,,,,,,Perfectum Mobile,2235,-1
2011,45611,,,,,,,,,SEATEL,2236,-1
2012,46003,,,,,,,,,China Telecom,2237,-1
2013,46011,,,,,,,,,China Telecom,2237,-1
2014,20404,,,,,中国电信,,,,China Telecom,2237,-1
2015,52504,,,,,,,,,Sunsurf,2238,-1
2016,54100,,,,,,,,,AIL,2239,-1
2017,54501,,,,,,,,,Kiribati - TSKL,2240,-1
2018,63207,,,,,,,,,Guinetel,2241,-1
2019,63409,,,,,,,,,Privet,2242,-1
2020,63512,,,,,,,,,Rwandatel,2243,-1
2021,63704,,,,,,,,,Somafone,2244,-1
2022,63725,,,,,,,,,Hormuud,2245,-1
2023,63757,,,,,,,,,Unitel,2246,-1
2024,65701,,,,,,,,,Eritel,2247,-1
2025,70804,,,,,,,,,Digicel,2248,-1
2026,708040,,,,,,,,,Digicel,2248,-1
2027,72201,,,,,quam,,,,Quam_WEB,2249,-1
2028,72201,,,,,celular,,,,Quam_WEB,2249,-1
2029,72236,,,,,,,,,Argentina:Nuestro,2250,-1
2030,250050,,,,,,,,,Sberbank-Telecom,2251,-1
2031,302270,,,,,,,,,EastLink,2252,-1
2032,310028,,,,,,,,,ALU Test-SIM,2253,-1
2033,310035,,,,,etex,,,,etex,2254,-1
2034,311100,,,,,,,,,NexTech Wireless,2255,-1
2035,311740,,,,,,,,,TelAlaska Cellular,2256,-1
2036,311750,,,,,,,,,Cleartalk,2257,-1
2037,311910,,,,,,,,,MobileNation,2258,-1
2038,311930,,,,,,,,,Syringa,2259,-1
2039,312420,,,,,,,,,NexTech Ota,2260,-1
2040,312570,,,,,,,,,Blue Wireless,2261,-1
2041,330000,,,,,openmobile,,,,Open Mobile,2262,-1
2042,338070,,,,,,,,,Claro,2263,-1
2043,405823,,,,,,,,,Videocon,2264,-1
2044,405824,,,,,,,,,Videocon,2264,-1
2045,405825,,,,,,,,,Videocon,2264,-1
2046,405826,,,,,,,,,Videocon,2264,-1
2047,405827,,,,,,,,,Videocon,2264,-1
2048,405828,,,,,,,,,Videocon,2264,-1
2049,405829,,,,,,,,,Videocon,2264,-1
2050,405830,,,,,,,,,Videocon,2264,-1
2051,405832,,,,,,,,,Videocon,2264,-1
2052,405833,,,,,,,,,Videocon,2264,-1
2053,405834,,,,,,,,,Videocon,2264,-1
2054,405835,,,,,,,,,Videocon,2264,-1
2055,405836,,,,,,,,,Videocon,2264,-1
2056,405837,,,,,,,,,Videocon,2264,-1
2057,405838,,,,,,,,,Videocon,2264,-1
2058,405841,,,,,,,,,Videocon,2264,-1
2059,405842,,,,,,,,,Videocon,2264,-1
2060,405843,,,,,,,,,Videocon,2264,-1
2061,405932,,,,,,,,,Videocon,2264,-1
2062,405881,,,,,,,,,STEL,2265,-1
2063,405882,,,,,,,,,STEL,2265,-1
2064,405883,,,,,,,,,STEL,2265,-1
2065,405884,,,,,,,,,STEL,2265,-1
2066,405885,,,,,,,,,STEL,2265,-1
2067,405886,,,,,,,,,STEL,2265,-1
2068,405912,,,,,,,,,Cheers,2266,-1
2069,405913,,,,,,,,,Cheers,2266,-1
2070,405914,,,,,,,,,Cheers,2266,-1
2071,405915,,,,,,,,,Cheers,2266,-1
2072,405916,,,,,,,,,Cheers,2266,-1
2073,405917,,,,,,,,,Cheers,2266,-1
2074,405918,,,,,,,,,Cheers,2266,-1
2075,405919,,,,,,,,,Cheers,2266,-1
2076,405920,,,,,,,,,Cheers,2266,-1
2077,405921,,,,,,,,,Cheers,2266,-1
2078,405922,,,,,,,,,Cheers,2266,-1
2079,405923,,,,,,,,,Cheers,2266,-1
2080,405930,,,,,,,,,Cheers,2266,-1
2081,712019,,,,,,,,,Tuyo,2267,-1
2082,712190,,,,,,,,,Tuyo,2267,-1
2083,51403,,,,,,,,,Viettel,2268,-1
2084,20601,,,,20601889,,,,,Telenet,2270,-1
2085,20610,,,,,be-transatel,,,,Transatel,2271,-1
2086,20610,bb00,,,,,,,,Transatel,2271,-1
2087,22803,,,,,ch-transatel,,,,Transatel,2271,-1
2088,22803,bb00,,,,,,,,Transatel,2271,-1
2089,27077,bb00,,,,,,,,Transatel,2271,-1
2090,27077,,,,,lu-transatel,,,,Transatel,2271,-1
2091,20810,,,,,a mobile,,,,Auchan,2272,-1
2092,20810,,,,,leclercmobile,,,,Reglo,2273,-1
2093,20810,,,,,reglomobile,,,,Reglo,2273,-1
2094,20810,4c,,,,,,,,La Poste,2274,-1
2095,20810,44,,,,,,,,Darty,2275,-1
2096,20810,,,,,keyyo mobile,,,,Keyyo,2276,-1
2097,20810,,,,,zero forfait,,,,Zero forfait,2277,-1
2098,21406,,,,2140612,,,,,R,2278,-1
2099,21406,,,,2140606,,,,,eroskimovil,2279,-1
2100,21406,,,,,pepephone,,,,pepephone,2280,-1
2101,21407,,,,2140759577,,,,,T-2,2281,-1
2102,21407,,,,2140796692,,,,,T-2,2281,-1
2103,22201,,,,,noverca,,,,Noverca,2282,-1
2104,23433,,,,,life,,,,LIFE,2283,-1
2105,23801,,,,,telmore,,,,Telmore,2284,-1
2106,23820,,,,,call me,,,,Call Me,2285,-1
2107,23820,,,,,dlg tele,,,,DLG Tele,2286,-1
2108,24001,,,,240017,,,,,Halebop,2287,-1
2109,24005,,,,,halebop,,,,Halebop,2287,-1
2110,311590,,,,,gsc,,,,GSC,2288,-1
2111,348170,,,,,,,,,Cable & Wireless,2289,-1
2112,366110,,,,,,,,,Cable & Wireless,2290,-1
2113,376350,,,,,,,,,Cable & Wireless West Indies Ltd (Turks & Caicos),2291,-1
2114,354860,,,,,,,,,Cable & Wireless,2292,-1
2115,358110,,,,,,,,,Cable & Wireless,2293,-1
2116,360110,,,,,,,,,Cable & Wireless (St. Vincent & the Grenadines) Ltd,2294,-1
2117,365840,,,,,,,,,Cable & Wireless,2295,-1
2118,21403,,,,,happy,,,,Happy,2297,-1
2119,21403,,,,,racc,,,,RACC,2298,-1
2120,21403,,,,,cable movil,,,,CABLE movil,2299,-1
2121,21403,,,,,masmovil,,,,MASMovil,2300,-1
2122,21403,,,,,ibercom,,,,Ibercom,2301,-1
2123,22210,,,,,postemobile,,,,PosteMobile,2303,-1
2124,22210,,,,,erg,,,,ERG,2304,-1
2125,23415,,,,,sainsbury's,,,,Sainsbury's,2308,-1
2126,23415,,,,,lebara,,,,Lebara,2309,-1
2127,26201,,,,,debitel,,,,Debitel,2310,-1
2128,311500,,,,,norvado wireless,,,,Norvado,2315,-1
2129,311500,,,,,norvado wireless rpa,,,,Norvado,2315,-1
2130,311500,,,,,norvado wireless rpt,,,,Norvado,2315,-1
2131,311500,,,,,norvado wireless rpo,,,,Norvado,2315,-1
2132,311500,,,,,mosaic rpa,,,,Mosaic Mobile,2316,-1
2133,311500,,,,,mosaic mobile,,,,Mosaic Mobile,2316,-1
2134,311500,,,,,mosaic rpt,,,,Mosaic Mobile,2316,-1
2135,311500,,,,,mosaic rpo,,,,Mosaic Mobile,2316,-1
2136,311350,,,,,nemont,,,,Nemont,2317,-1
2137,311140,,,,,sprocket,,,,Bravado wireless,2318,-1
2138,311070,,,,,elementmobile,,,,Element Mobile,2319,-1
2139,310960,,,,,strata,,,,strata,2320,-1
2140,310960,,,,,southcentral,,,,southcentral,2321,-1
2141,310960,,,,,snakeriver,,,,snakeriver,2322,-1
2142,310960,,,,,silverstar,,,,silverstar,2323,-1
2143,310960,,,,,nntcwire,,,,NNTC Wireless,2324,-1
2144,310820,,,,,nepa,,,,Clear Sky Wireless,2325,-1
2145,53703,,,,,emnify,,,,EMnify,2326,-1
2146,29505,,,,,emnify,,,,EMnify,2326,-1
2147,29370,,,,29370029,,,,,Telemach,2327,-1
2148,26207,,,,26207515,,,,,Fonic Prepaid,2328,-1
2149,26207,,,,26207520,,,,,Lidl Mobile,2329,-1
2150,26207,,,,26207500,,,,,Tchibo,2330,-1
2151,25503,,,,,djuice,,,,Djuice,2331,-1
2152,24801,,,,248010x2,,,,,Send,2332,-1
2153,24801,,,,248010x3,,,,,Send,2332,-1
2154,24201,,,,24201700,,,,,Ventelo,2333,-1
2155,24202,,,,2420256,,,,,Chess,2334,-1
2156,65507,,,,6550710,,,,,Virgin,2335,-1
2157,732103,,,,,movil exito,,,,Movil exito,2337,-1
2158,732111,,,,,movil exito,,,,Movil exito,2337,-1
2159,732103,,,,,une,,,,UNE,2338,-1
2160,732111,,,,,une,,,,UNE,2338,-1
2161,732123,,,,,virgin mobile,,,,Virgin Mobile,2339,-1
2162,312580,,,,,,,,,Google CBRS,2340,-1
2163,315010,,,,,,,,,Google CBRS,2340,-1
2164,41845,,,,,,,,,Mobitel,2345,-1
2165,45703,,,,,,,,,Unitel,2346,-1
2166,42888,,,,,,,,,Unitel,2347,-1
2167,60603,,,,,,,,,Libya Phone,2348,-1
2168,42103,,,,,,,,,YemenMobile,2349,-1
2169,52802,,,,,,,,,B-Mobile,2350,-1
2170,20465,,,,,,,,,AGMS,2351,-1
2171,43270,,,,,,,,,MTCE,2352,-1
2172,45011,,,,,,,,,SK Telink,2353,-1
2173,70299,,,,,,,,,Smart,2354,-1
2174,64207,,,,,,,,,Smart Mobile,2355,-1
2175,34877,,,,,,,,,Digicel,2356,-1
2176,348770,,,,,,,,,Digicel,2356,-1
2177,21432,,,,,tuenti,,,,Tuenti,2357,-1
2178,43293,,,,,,,,,Farzanegan Pars,2358,-1
2179,71615,,,,,,,,,Bitel,2359,-1
2180,26203,000000ffffffffffffffffffffffffffffffffff,,,,,,,,Telefonica,2360,-1
2181,26203,000500ffffffffffffffffffffffffffffffffff,,,,,,,,Telefonica,2360,-1
2182,26203,010301ffffffffffffffffffffffffffffffffff,,,,,,,,Telefonica,2360,-1
2183,26203,010901ffffffffffffffffffffffffffffffffff,,,,,,,,Telefonica,2360,-1
2184,26203,010251ffffffffffffffffffffffffffffffffff,,,,,,,,Telefonica,2360,-1
2185,26203,020302ffffffffffffffffffffffffffffffffff,,,,,,,,Telefonica,2360,-1
2186,26203,020902ffffffffffffffffffffffffffffffffff,,,,,,,,Telefonica,2360,-1
2187,26207,000000ffffffffffffffffffffffffffffffffff,,,,,,,,o2,2361,-1
2188,26207,000500ffffffffffffffffffffffffffffffffff,,,,,,,,o2,2361,-1
2189,26207,010301ffffffffffffffffffffffffffffffffff,,,,,,,,o2,2361,-1
2190,26207,010901ffffffffffffffffffffffffffffffffff,,,,,,,,o2,2361,-1
2191,26207,010251ffffffffffffffffffffffffffffffffff,,,,,,,,o2,2361,-1
2192,26207,020302ffffffffffffffffffffffffffffffffff,,,,,,,,o2,2361,-1
2193,26207,020902ffffffffffffffffffffffffffffffffff,,,,,,,,o2,2361,-1
2194,64004,,,,,,,,,Vodacom,2362,-1
2195,29702,,,,,,,,,Crnogorski Telekom,2363,-1
2196,53001,,,,,,,,,Vodafone,2364,-1
2197,21901,,,,,,,,,Hrvatski Telekom,2365,-1
2198,22801,,,,,,,,,Swisscom,2366,-1
2199,26002,,,,,,,,,T-Mobile,2367,-1
2200,27801,,,,,,,,,Vodafone,2368,-1
2201,21403,,,,,,,,,Orange,2369,-1
2202,40401,,,,,,,,,Vodafone,2378,-1
2203,40405,,,,,,,,,Vodafone,2378,-1
2204,40411,,,,,,,,,Vodafone,2378,-1
2205,40413,,,,,,,,,Vodafone,2378,-1
2206,40415,,,,,,,,,Vodafone,2378,-1
2207,40420,,,,,,,,,Vodafone,2378,-1
2208,40427,,,,,,,,,Vodafone,2378,-1
2209,40430,,,,,,,,,Vodafone,2378,-1
2210,40443,,,,,,,,,Vodafone,2378,-1
2211,40446,,,,,,,,,Vodafone,2378,-1
2212,40460,,,,,,,,,Vodafone,2378,-1
2213,40484,,,,,,,,,Vodafone,2378,-1
2214,40486,,,,,,,,,Vodafone,2378,-1
2215,40488,,,,,,,,,Vodafone,2378,-1
2216,40566,,,,,,,,,Vodafone,2378,-1
2217,40567,,,,,,,,,Vodafone,2378,-1
2218,405750,,,,,,,,,Vodafone,2378,-1
2219,405751,,,,,,,,,Vodafone,2378,-1
2220,405752,,,,,,,,,Vodafone,2378,-1
2221,405753,,,,,,,,,Vodafone,2378,-1
2222,405754,,,,,,,,,Vodafone,2378,-1
2223,405755,,,,,,,,,Vodafone,2378,-1
2224,405756,,,,,,,,,Vodafone,2378,-1
2225,60202,,,,,,,,,Vodafone,2380,-1
2226,64304,,,,,,,,,Vodacom,2381,-1
2227,62002,,,,,,,,,Vodafone,2383,-1
2228,23102,,,,,,,,,Slovak Telekom,2385,-1
2229,20416,,,,,,,,,T-Mobile,2386,-1
2230,20420,,,,,,,,,T-Mobile,2386,-1
2231,27201,,,,,,,,,Vodafone,2387,-1
2232,22601,,,,,,,,,Vodafone,2391,-1
2233,65101,,,,,,,,,VCL,2392,-1
