ID_A,STICKER_ITEMS_ID,LOCALES,STRING,EXTRA_A1,EXTRA_A2,EXTRA_A3
152,2,sr,Lisici se vrti u glavi,,,
153,2,si_LK,ඉස කරකැවිල්ල ඇති නරියා,,,
154,2,pl_SP,Zbamōncōny lisek,,,
155,2,sk,Potácajúca sa líška,,,
156,2,sl,Omotična lisica,,,
157,2,es_ES,Zorro mareado,,,
158,2,es_US,Zorro mareado,,,
159,2,sv,Yr räv,,,
160,2,tg,Рӯбоҳи саргардон,,,
161,2,ta_IN,மயக்கமான நரி,,,
162,2,te_IN,మానసిక స్థిరత్వం లేని నక్క,,,
163,2,tk,Başy aýlanan tilki,,,
164,2,th,จิ้งจอกวิงเวียน,,,
165,2,bo,མགོ་ཡོམ་འཁོར་བའི་ཝ་མོ།,,,
166,2,tr,Başı dönmüş tilki,,,
167,2,uk,"Лисеня, збите з пантелику",,,
168,2,ur_PK,چکراتی لومڑی,,,
169,2,ug,قايمۇققان تۈلكە,,,
170,2,uz_UZ,Boshi aylanayotgan tulki,,,
171,2,vi,Cáo chóng mặt,,,
172,2,predefined,sticker_dizzy,,,
173,3,en,Shrugging fox,,,
174,3,en_US,Shrugging fox,,,
175,3,en_CA,Shrugging fox,,,
176,3,sq_AL,Dhelpra që ngre supet,,,
177,3,ar,الثعلب يهزّ بكتفيه,,,
178,3,hy_AM,Ուսերը թոթովող աղվես,,,
179,3,as,শ্ৰাগ কৰা শিয়াল,,,
180,3,az_AZ,Sıxılan tülkü,,,
181,3,eu_ES,Azeria sorbaldak altxatuta,,,
182,3,be_BY,Ліса пажымае плячыма,,,
183,3,bn_IN,শ্রাগিং শিয়াল,,,
184,3,bn_BD,শিয়াল কাঁধ ঝাঁকাচ্ছে,,,
185,3,bs,Lisica sliježe ramenima,,,
186,3,bg,"Лисица, свиваща рамене",,,
187,3,ca,Guineu encongint les espatlles,,,
188,3,zn_CN,狐狸耸肩,,,
189,3,zn_HK,聳肩的狐狸,,,
190,3,zn_TW,聳肩的狐狸,,,
191,3,hr,Lisica sliježe ramenima,,,
192,3,cs,Liška krčící rameny,,,
193,3,da,"Ræv, der trækker på skuldrene",,,
194,3,nl,Vos haalt schouders op,,,
195,3,et_EE,Õlgu kehitav rebane,,,
196,3,fa,روباه با شانه بالا انداخته,,,
197,3,tl,Nagkikibit-balikat na fox,,,
198,3,fi,Olkapäitään kohauttava kettu,,,
199,3,fr,Renard haussant les épaules,,,
200,3,fr_CA,Renard haussant les épaules,,,
201,3,gl_ES,Raposo encollendo os ombreiros,,,
202,3,ka_GE,მხრებაჩეჩილი მელა,,,
203,3,de,Achselzuckender Fuchs,,,
204,3,el,Αλεπού που σηκώνει τους ώμους,,,
205,3,gu_IN,ખભા ચડાવતું શિયાળ,,,
206,3,iw,שועל מושך בכתפיים,,,
207,3,hi,कंधे उचकाती हुई लोमड़ी,,,
208,3,hu,Kezét széttáró róka,,,
209,3,is_IS,Refur yppir öxlum,,,
210,3,in,Rubah mengangkat bahu,,,
211,3,ga,Sionnach ag croitheadh a ghuaillí,,,
212,3,it,Volpe che fa spallucce,,,
213,3,ja,肩をすくめるキツネ,,,
214,3,kn_IN,ಕುಗ್ಗುತ್ತಿರುವ ನರಿ,,,
215,3,kk_KZ,Иығын көтеріп тұрған түлкі,,,
216,3,km_KH,កញ្ជ្រោង​ញាក់​ស្មា,,,
217,3,ko,잘 모르겠다는 표정으로 어깨를 으쓱하는 여우,,,
218,3,ky_KG,Ийинин куушураган түлкү,,,
219,3,lo_LA,ໝາຈອກຢິກບ່າໄຫຼ່,,,
220,3,lv,Lapsa rausta plecus,,,
221,3,lt,Gūžčiojanti lapė,,,
222,3,mk_MK,Лисица што крева раменици,,,
223,3,ms_MY,Musang mengangkat bahu,,,
224,3,ml_IN,വിസമ്മതം കാണിക്കുന്ന കുറുക്കൻ,,,
225,3,mr_IN,खांदे उडवणारा कोल्हा,,,
226,3,my_ZG,ပုခံုးတြန္႔ျပေနေသာ ေျမေခြး,,,
227,3,mn_MN,Мөрөө хавчсан үнэг,,,
228,3,my_MM,ပုခုံးတွန့်ပြနေသော မြေခွေး,,,
229,3,ne_NP,काँध उचालिरहेको फ्याउरो,,,
230,3,nb,Rev som trekker på skuldrene,,,
231,3,or,କାନ୍ଧ ହଲାଉଥିବା କୋକିଶିଆଳି,,,
232,3,pl,Lis wzruszający ramionami,,,
233,3,pt_PT,Raposa a encolher os ombros,,,
234,3,pt_BR,Raposa encolhendo os ombros,,,
235,3,pa_IN,ਮੋਢੇ ਮਾਰਦੀ ਲੂੰਬੜੀ,,,
236,3,ro,Vulpița dând din umeri,,,
237,3,ru,Пожимающий плечами лисенок,,,
238,3,sr,Lisica sleže ramenima,,,
239,3,si_LK,උරහිස් සොලවන නරියා,,,
240,3,pl_SP,Lisek wzdrygo ramiyniami,,,
241,3,sk,Líška krčiaca ramenami,,,
242,3,sl,Lisica skomiga z rameni,,,
243,3,es_ES,Zorro encogiéndose de hombros,,,
244,3,es_US,Zorro encogiéndose de hombros,,,
245,3,sv,Räven rycker på axlarna,,,
246,3,tg,Рӯбоҳ китф меафшонад,,,
247,3,ta_IN,அலட்சியமான நரி,,,
248,3,te_IN,భుజాలు ఎగరేస్తున్న నక్క,,,
249,3,tk,Egnini gysýan tilki,,,
250,3,th,จิ้งจอกยักไหล่,,,
251,3,bo,ཕྲག་འདེགས་ཝ་མོ།,,,
252,3,tr,Omuz silken tilki,,,
253,3,uk,Лисеня знизує плечима,,,
254,3,ur_PK,سکڑتا ہوا لومڑی,,,
255,3,ug,مۈرە قىسقان تۈلكە,,,
256,3,uz_UZ,Yelka qisgan tulki,,,
257,3,vi,Cáo nhún vai,,,
258,3,predefined,sticker_what,,,
259,4,en,Sniffing fox,,,
260,4,en_US,Sniffing fox,,,
261,4,en_CA,Sniffing fox,,,
262,4,sq_AL,Dhelpra duke nuhatur,,,
263,4,ar,الثعلب يشمّ,,,
264,4,hy_AM,Հոտոտող աղվես,,,
265,4,as,স্নিফিং শিয়াল,,,
266,4,az_AZ,Burnu axan tülkü,,,
267,4,eu_ES,Azeria hasperenka,,,
268,4,be_BY,Ліса прынюхваецца,,,
269,4,bn_IN,ঘ্রাণ গ্রহণ রত শিয়াল,,,
270,4,bn_BD,শিয়াল গন্ধ শুঁকছে,,,
271,4,bs,Šmrcava lisica,,,
272,4,bg,Подсмърчаща лисица,,,
273,4,ca,Guineu olorant,,,
274,4,zn_CN,嗅探的狐狸,,,
275,4,zn_HK,嗅探的狐狸,,,
276,4,zn_TW,聞香的狐狸,,,
277,4,hr,Lisica njuška,,,
278,4,cs,Čenichající liška,,,
279,4,da,Snusende ræv,,,
280,4,nl,Vos snuffelt,,,
281,4,et_EE,Nuuskiv rebane,,,
282,4,fa,روباه در حال بو کردن,,,
283,4,tl,Sumisinghot na fox,,,
284,4,fi,Nuuhkiva kettu,,,
285,4,fr,Renard en train de renifler,,,
286,4,fr_CA,Renard en train de renifler,,,
287,4,gl_ES,Raposo ulindo,,,
288,4,ka_GE,მელა ყნოსავს,,,
289,4,de,Schniefender Fuchs,,,
290,4,el,Αλεπού που ρουθουνίζει,,,
291,4,gu_IN,સુંઘતું શિયાળ,,,
292,4,iw,שועל מרחרח,,,
293,4,hi,सूंघती हुई लोमड़ी,,,
294,4,hu,Szimatoló róka,,,
295,4,is_IS,Þefandi refur,,,
296,4,in,Rubah mengendus,,,
297,4,ga,Sionnach ag smúrthacht,,,
298,4,it,Volpe che annusa,,,
299,4,ja,匂いを嗅ぐキツネ,,,
300,4,kn_IN,ಸೀನುತ್ತಿರುವ ನರಿ,,,
301,4,kk_KZ,Иіскеп тұрған Слаги,,,
302,4,km_KH,កញ្ជ្រោង​ហឺត​ច្រមុះ,,,
303,4,ko,킁킁 냄새맡는 여우,,,
304,4,ky_KG,Жыттап жаткан түлкү,,,
305,4,lo_LA,ໝາຈອກກຳລັງດົມກິ່ນ,,,
306,4,lv,Lapsa ošņā gaisu,,,
307,4,lt,Lapė uostinėja,,,
308,4,mk_MK,Лисица што душка,,,
309,4,ms_MY,Musang menghidu,,,
310,4,ml_IN,മണത്തുനോക്കുന്ന കുറുക്കൻ,,,
311,4,mr_IN,वास घेणारा कोल्हा,,,
312,4,my_ZG,ႏွာေခါင္းခ်ံဳ႕ေနေသာ ေျမေခြး,,,
313,4,mn_MN,Үнэрлэсэн үнэг,,,
314,4,my_MM,နှာခေါင်းချုံ့နေသော မြေခွေး,,,
315,4,ne_NP,सुँघिरहेको फ्याउरो,,,
316,4,nb,Snusende rev,,,
317,4,or,ଶୁଘୁଂଥିବା କୋକିଶିଆଳି,,,
318,4,pl,Wąchający lis,,,
319,4,pt_PT,Raposa a fungar,,,
320,4,pt_BR,Raposa fungando,,,
321,4,pa_IN,ਸੁੰਘਦੀ ਲੂੰਬੜੀ,,,
322,4,ro,Vulpița adulmecând,,,
323,4,ru,Лисенок принюхивается,,,
324,4,sr,Lisica njuška,,,
325,4,si_LK,ඉව අල්ලන නරියා,,,
326,4,pl_SP,Wōniajōncy lisek,,,
327,4,sk,Vetriaca líška,,,
328,4,sl,Lisica vohlja,,,
329,4,es_ES,Zorro olfateando,,,
330,4,es_US,Zorro olfateando,,,
331,4,sv,Vädrande räv,,,
332,4,tg,Рӯбоҳ бӯ мекашад,,,
333,4,ta_IN,நுகர்ந்து பார்க்கும் நரி,,,
334,4,te_IN,వాసన చూస్తున్న నక్క,,,
335,4,tk,Pyşgyrýan tilki,,,
336,4,th,จิ้งจอกสูดจมูก,,,
337,4,bo,དྲི་ངན་ཝ་མོ།,,,
338,4,tr,Koklayan tilki,,,
339,4,uk,Лисеня принюхується,,,
340,4,ur_PK,سانس کھیچتی ہوئی لومڑی,,,
341,4,ug,بۇرنىنى تارتقان تۈلكە,,,
342,4,uz_UZ,Hidlayotgan tulki,,,
343,4,vi,Cáo hít ngửi,,,
344,4,predefined,sticker_sniffing,,,
345,5,en,Angry fox with arms akimbo,,,
346,5,en_US,Angry fox with arms akimbo,,,
347,5,en_CA,Angry fox with arms akimbo,,,
348,5,sq_AL,Dhelpra e zemëruar me duart në bel,,,
349,5,ar,الثعلب غاضب ومكتّف اليديَن,,,
350,5,hy_AM,Զայրացած աղվես՝ ձեռքերը գոտկատեղին,,,
351,5,as,কঁকালত হাত ৰখা খঙাল শিয়াল,,,
352,5,az_AZ,Akimbo qolları ilə qəzəbli tülkü,,,
353,5,eu_ES,Azeria haserre besoak aldakan dituela,,,
354,5,be_BY,Сярдзітая ліса трымае рукі ў бокі,,,
355,5,bn_IN,কোমরে হাত দিয়ে দাঁড়িয়ে থাকা রাগী শেয়াল,,,
356,5,bn_BD,কোমরে হাত রেখে বাহু বাঁকিয়ে রাগান্বিত শিয়াল,,,
357,5,bs,Ljutita lisica s rukama na bokovima,,,
358,5,bg,Ядосана лисица с ръце на кръста,,,
359,5,ca,Guineu enfadada amb les mans a la cintura,,,
360,5,zn_CN,愤怒的狐狸双手叉腰,,,
361,5,zn_HK,生氣雙手叉腰的狐狸,,,
362,5,zn_TW,雙手抱胸的憤怒狐狸,,,
363,5,hr,Ljutita lisica s podbočenim rukama,,,
364,5,cs,Rozhněvaná liška s rukama v bok,,,
365,5,da,Vred ræv med hænderne i siden,,,
366,5,nl,Boze vos met handen op heupen,,,
367,5,et_EE,"Vihane rebane, käed puusas",,,
368,5,fa,روباه عصبانی دست به کمر زده,,,
369,5,tl,Galit na fox na magkapulupot ang mga braso,,,
370,5,fi,Vihainen kettu kädet lanteillaan,,,
371,5,fr,Renard en colère avec les mains sur les hanches,,,
372,5,fr_CA,Renard en colère avec les mains sur les hanches,,,
373,5,gl_ES,Raposo enfadado e cos brazos en asas,,,
374,5,ka_GE,გაბრაზებული მელა დოინჯით,,,
375,5,de,Verärgerter Fuchs mit in die Hüften gestemmten Armen,,,
376,5,el,Θυμωμένη αλεπού με τα χέρια στους γοφούς,,,
377,5,gu_IN,ક્રોધિત શિયાળ કમર પર હાથ સાથે,,,
378,5,iw,שועל כועס עם הידיים על המותניים,,,
379,5,hi,गुस्से में कुल्हे पर हाथ रखे हुए लोमड़ी,,,
380,5,hu,Mérges róka csípőre tett kézzel,,,
381,5,is_IS,Reiður refur með hendur á mjöðmum,,,
382,5,in,Rubah marah dengan tangan bertolak pinggang,,,
383,5,ga,Sionnach feargach agus a lámha ar a mhaotháin aige,,,
384,5,it,Volpe arrabbiata con le mani sui fianchi,,,
385,5,ja,腕組みをして怒るキツネ,,,
386,5,kn_IN,ಸೊಂಟದ ಮೇಲೆ ಕೈ ಇಟ್ಟಿರುವ ಕೋಪಗೊಂಡ ನರಿ,,,
387,5,kk_KZ,Қолын беліне қойып тұрған ашулы түлкі,,,
388,5,km_KH,កញ្ជ្រោង​ខឹង​ច្រត់​ចង្កេះ,,,
389,5,ko,화가 나서 팔짱을 낀 여우,,,
390,5,ky_KG,Жинденген түлкү белин таянып турат,,,
391,5,lo_LA,ໝາຈອກໃຈຮ້າຍພ້ອມກັບເອົາມືຄ້ຳແອວ,,,
392,5,lv,Dusmīga lapsa ar rokām sānos,,,
393,5,lt,"Pikta lapė, įrėmus rankas į šonus",,,
394,5,mk_MK,Налутена лисица со рацете на колкови,,,
395,5,ms_MY,Musang marah dengan tangan mencekak pinggang,,,
396,5,ml_IN,എളിയിൽ കൈകൾ കുത്തിയ ക്രുദ്ധനായ കുറുക്കൻ,,,
397,5,mr_IN,कंबरे वर हात ठेवून रागवलेला कोल्हा,,,
398,5,my_ZG,ခါးေထာက္လ်က္ စိတ္တိုေနေသာ ေျမေခြး,,,
399,5,mn_MN,Ташаагаа туулсан ууртай үнэг,,,
400,5,my_MM,ခါးထောက်လျက် စိတ်တိုနေသော မြေခွေး,,,
401,5,ne_NP,कमरमा हात राखेर रिसाएको फ्याउरो,,,
402,5,nb,Sint rev med armene i siden,,,
403,5,or,ଅଣ୍ଟାରେ ହାତ ଦେଇ ରାଗିଥିବା କୋକିଶିଆଳି,,,
404,5,pl,Zły lis z rękami pod boki,,,
405,5,pt_PT,Raposa zangada com os braços na cintura,,,
406,5,pt_BR,Raposa zangada com as mãos na cintura,,,
407,5,pa_IN,ਗੁੱਸੇ ਵਿੱਚ ਕਮਰ ਉੱਤੇ ਹੱਥ ਰੱਖ ਖੜ੍ਹੀ ਲੂੰਬੜੀ,,,
408,5,ro,Vulpița furioasă cu brațele în șolduri,,,
409,5,ru,Сердитый лисенок с лапами на поясе,,,
410,5,sr,Ljutita lisica sa rukama na bokovima,,,
411,5,si_LK,ආයුධ අත් ඉඟෙහි තබාගෙන කෝපයට පත් නරියා,,,
412,5,pl_SP,Wnerwiōny lisek z rynkami pod boki,,,
413,5,sk,Nahnevaná líška s rukami v bok,,,
414,5,sl,Jezna lisica s prekrižanima rokama,,,
415,5,es_ES,Zorro enfadado con los brazos cruzados,,,
416,5,es_US,Zorro enojado con los brazos en jarra,,,
417,5,sv,Arg räv med armarna i kors,,,
418,5,tg,Рӯбоҳи ғазаболуд бо даст дар миён,,,
419,5,ta_IN,இடுப்பில் கைவைத்துள்ள கோபமான நரி,,,
420,5,te_IN,భుజాలు పైకి ఎత్తి కోపంగా ఉన్న నక్క,,,
421,5,tk,Eliňi bakynyňa urýan gaharly tilki,,,
422,5,th,จิ้งจอกโกรธยกแขนเท้าเอว,,,
423,5,bo,ཝ་མོ་ཁྲོ་བོས་ལག་གཉིས་སྐེད་པར་འཛེར།,,,
424,5,tr,Elleri belinde kızgın tilki,,,
425,5,uk,Розлючене лисеня в позі лапи в боки,,,
426,5,ur_PK,غصہ میں کمر پے ہاتھ رکھی ہوئی لومڑی,,,
427,5,ug,قول قوشتۇرۇپ تۇرغان خاپا تۈلكە,,,
428,5,uz_UZ,Qo‘llar belga qo‘yilgan jahli chiqqan tulki,,,
429,5,vi,Cáo giận dữ đang chống nạnh,,,
430,5,predefined,sticker_angry,,,
431,6,en,Surprised fox,,,
432,6,en_US,Surprised fox,,,
433,6,en_CA,Surprised fox,,,
434,6,sq_AL,Dhelpra e çuditur,,,
435,6,ar,الثعلب متفاجئ,,,
436,6,hy_AM,Զարմացած աղվես,,,
437,6,as,স্তম্ভিত শিয়াল,,,
438,6,az_AZ,Təəccüblənmiş tülkü,,,
439,6,eu_ES,Azeria harrituta,,,
440,6,be_BY,Здзіўленая ліса,,,
441,6,bn_IN,বিস্মিত শিয়াল,,,
442,6,bn_BD,বিস্মিত শিয়াল,,,
443,6,bs,Iznenađena lisica,,,
444,6,bg,Изненадана лисица,,,
445,6,ca,Guineu sorpresa,,,
446,6,zn_CN,惊讶的狐狸,,,
447,6,zn_HK,驚訝的狐狸,,,
448,6,zn_TW,驚喜的狐狸,,,
449,6,hr,Iznenađena lisica,,,
450,6,cs,Překvapená liška,,,
451,6,da,Overrasket ræv,,,
452,6,nl,Verraste vos,,,
453,6,et_EE,Üllatunud rebane,,,
454,6,fa,روباه شگفت‌زده,,,
455,6,tl,Gulat na fox,,,
456,6,fi,Yllättynyt kettu,,,
457,6,fr,Renard surpris,,,
458,6,fr_CA,Renard surpris,,,
459,6,gl_ES,Raposo sorprendido,,,
460,6,ka_GE,გაკვირვებული მელა,,,
461,6,de,Überraschter Fuchs,,,
462,6,el,Έκπληκτη αλεπού,,,
463,6,gu_IN,આશ્ચર્યચકિત શિયાળ,,,
464,6,iw,שועל מופתע,,,
465,6,hi,आश्चर्यचकित लोमड़ी,,,
466,6,hu,Meglepett róka,,,
467,6,is_IS,Hissa refur,,,
468,6,in,Rubah kaget,,,
469,6,ga,Sionnach agus iontas air,,,
470,6,it,Volpe sorpresa,,,
471,6,ja,驚くキツネ,,,
472,6,kn_IN,ಆಶ್ಚರ್ಯಚಕಿತ ನರಿ,,,
473,6,kk_KZ,Таң қалған түлкі,,,
474,6,km_KH,កញ្ជ្រោង​ភ្ញាក់ផ្អើល,,,
475,6,ko,당황한 표정의 여우,,,
476,6,ky_KG,Таң калган түлкү,,,
477,6,lo_LA,ໝາຈອກແປກໃຈ,,,
478,6,lv,Pārsteigta lapsa,,,
479,6,lt,Nustebusi lapė,,,
480,6,mk_MK,Изненадена лисица,,,
481,6,ms_MY,Musang terperanjat,,,
482,6,ml_IN,അത്ഭുതപ്പെട്ട കുറുക്കൻ,,,
483,6,mr_IN,आश्चर्यचकित झालेला कोल्हा,,,
484,6,my_ZG,အံ့ၾသေနေသာ ေျမေခြး,,,
485,6,mn_MN,Гайхсан үнэг,,,
486,6,my_MM,အံ့ဩနေသော မြေခွေး,,,
487,6,ne_NP,आश्चर्यित फ्याउरो,,,
488,6,nb,Overrasket rev,,,
489,6,or,ଆଶ୍ଚର୍ଯ୍ୟ ହୋଇଥିବା କୋକିଶିଆଳି,,,
490,6,pl,Zaskoczony lis,,,
491,6,pt_PT,Raposa surpreendida,,,
492,6,pt_BR,Raposa surpresa,,,
493,6,pa_IN,ਅਸਚਰਜ ਲੂੰਬੜੀ,,,
494,6,ro,Vulpița surprinsă,,,
495,6,ru,Удивленный лисенок,,,
496,6,sr,Iznenađena lisica,,,
497,6,si_LK,විස්මිත නරියා,,,
498,6,pl_SP,Udziwiōny lisek,,,
499,6,sk,Prekvapená líška,,,
500,6,sl,Presenečena lisica,,,
501,6,es_ES,Zorro sorprendido,,,
502,6,es_US,Zorro sorprendido,,,
503,6,sv,Överraskad räv,,,
504,6,tg,Рӯбоҳи ҳайрон,,,
505,6,ta_IN,ஆச்சரியமடைந்த நரி,,,
506,6,te_IN,ఆశ్చర్యపోయిన నక్క,,,
507,6,tk,Haýran galan tilki,,,
508,6,th,จิ้งจอกประหลาดใจ,,,
509,6,bo,ཧ་ལས་པའི་ཝ་མོ།,,,
510,6,tr,Şaşırmış tilki,,,
511,6,uk,Приголомшене лисеня,,,
512,6,ur_PK,حیران زدہ لومڑی,,,
513,6,ug,ھەيران تۈلكە,,,
514,6,uz_UZ,Hayratlangan tulki,,,
515,6,vi,Cáo ngạc nhiên,,,
516,6,predefined,sticker_surprised,,,
517,7,en,Laughing fox,,,
518,7,en_US,Laughing fox,,,
519,7,en_CA,Laughing fox,,,
520,7,sq_AL,Dhelpra duke qeshur,,,
521,7,ar,الثعلب يضحك,,,
522,7,hy_AM,Ծիծաղող աղվես,,,
523,7,as,হাঁহি থকা শিয়াল,,,
524,7,az_AZ,Gülən tülkü,,,
525,7,eu_ES,Azeria barrez,,,
526,7,be_BY,Ліса смяецца,,,
527,7,bn_IN,হাস্যরত শিয়াল,,,
528,7,bn_BD,হাস্যময় শিয়াল,,,
529,7,bs,Lisica se smije,,,
530,7,bg,Смееща се лисица,,,
531,7,ca,Guineu rient,,,
