_id,mnoname,connname,apnname,authtype,subnettype,userauthtype,pfs,ownuritype,ownidentity,remoteuritype,remoteidentity,tunneltype,ipsecencryption,ipsecintegrity,ipsecgroup,ipseclifetime,ipseclifevalue,ikeversion,ikeintegrity,ikeencryption,ikegroup,ikeeaptype,ikelife,ikewindowsize,ikedpdtimeout,ikeconnectiontimeout,ikenatvalue,ikevirtualadaptername,vendorattribute,periodicdpdtimer,mobike,imei,fastreauth,deviceidentity,mtu
125,Hutchison_GB,emergencyApn,emergency,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc020.mcc234.3gppnetwork.org,FQDN,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,20,tap0,P-CSCF-V4V6,120,false,NONE,false,false,0
126,EE_GB,mmsApn,mms,EAP,IPV4,false,false,USER_FQDN,023430123456701@nai.epc.mnc030.mcc234.3gppnetwork.org,KEY_ID,eezone,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,NONE,0,false,NONE,false,false,0
127,EE_GB,xcapApn,xcap,EAP,IPV4,false,false,USER_FQDN,023430123456701@nai.epc.mnc030.mcc234.3gppnetwork.org,KEY_ID,eezone,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,NONE,0,false,NONE,false,false,0
128,EE_GB,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,023430123456701@nai.epc.mnc030.mcc234.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V6,120,false,NONE,false,false,0
129,EE_GB,emergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,023430123456701@nai.epc.mnc030.mcc234.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V6,120,false,NONE,false,false,0
130,EEESN_GB,mmsApn,mms,EAP,IPV6,false,false,USER_FQDN,023430123456701@nai.epc.mnc071.mcc234.3gppnetwork.org,KEY_ID,rdm.intranet,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V6,0,false,NONE,false,false,0
131,EEESN_GB,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,023430123456701@nai.epc.mnc071.mcc234.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V6,120,false,NONE,false,false,0
132,EEESN_GB,EmergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,023430123456701@nai.epc.mnc071.mcc234.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V6,120,false,NONE,false,false,0
133,Virgin_GB,imsApn,ims,EAP,IPv4v6,false,false,USER_FQDN,023430123456701@nai.epc.mnc038.mcc234.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,"IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_ENCRYPTION_AES_CBC_192,IPSEC_ENCRYPTION_AES_CBC_256","IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_INTEGRITY_HMAC_SHA_384_192,IPSEC_INTEGRITY_HMAC_SHA_512_256","IPSEC_GROUP_MODP_3072,IPSEC_GROUP_MODP_4096,IPSEC_GROUP_MODP_6144,IPSEC_GROUP_MODP_8192",IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,"IKE_INTEGRITY_HMAC_SHA_256_128,IKE_INTEGRITY_HMAC_SHA_384_192,IKE_INTEGRITY_HMAC_SHA_512_256","IKE_ENCRYPTION_AES_CBC_128,IKE_ENCRYPTION_AES_CBC_192,IKE_ENCRYPTION_AES_CBC_256","IKE_GROUP_MODP_3072,IKE_GROUP_MODP_4096,IKE_GROUP_MODP_6144,IKE_GROUP_MODP_8192",EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4V6,120,false,NONE,false,true,0
134,Virgin_GB,xcapApn,xcap,EAP,IPv4v6,false,false,USER_FQDN,023430123456701@nai.epc.mnc038.mcc234.3gppnetwork.org,KEY_ID,hos,IPSEC_RAC,"IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_ENCRYPTION_AES_CBC_192,IPSEC_ENCRYPTION_AES_CBC_256","IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_INTEGRITY_HMAC_SHA_384_192,IPSEC_INTEGRITY_HMAC_SHA_512_256","IPSEC_GROUP_MODP_3072,IPSEC_GROUP_MODP_4096,IPSEC_GROUP_MODP_6144,IPSEC_GROUP_MODP_8192",IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,"IKE_INTEGRITY_HMAC_SHA_256_128,IKE_INTEGRITY_HMAC_SHA_384_192,IKE_INTEGRITY_HMAC_SHA_512_256","IKE_ENCRYPTION_AES_CBC_128,IKE_ENCRYPTION_AES_CBC_192,IKE_ENCRYPTION_AES_CBC_256","IKE_GROUP_MODP_3072,IKE_GROUP_MODP_4096,IKE_GROUP_MODP_6144,IKE_GROUP_MODP_8192",EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4V6,120,false,NONE,false,true,0
135,BTOP_GB,imsApn,ims,EAP,IPV4,false,false,USER_FQDN,02343012345670@nai.epc.mnc008.mcc234.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_ANY,IPSEC_INTEGRITY_ANY,IPSEC_GROUP_ANY,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_ANY,IKE_ENCRYPTION_ANY,IKE_GROUP_ANY,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,0
136,BTOP_GB,mmsApn,mms,EAP,IPV4,false,false,USER_FQDN,02343012345670@nai.epc.mnc008.mcc234.3gppnetwork.org,KEY_ID,eezone,IPSEC_RAC,IPSEC_ENCRYPTION_ANY,IPSEC_INTEGRITY_ANY,IPSEC_GROUP_ANY,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_ANY,IKE_ENCRYPTION_ANY,IKE_GROUP_ANY,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,0
137,BTOP_GB,EmergencyApn,emergency,EAP,IPV4V6,false,false,USER_FQDN,02343012345670@nai.epc.mnc008.mcc234.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_ANY,IPSEC_INTEGRITY_ANY,IPSEC_GROUP_ANY,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_ANY,IKE_ENCRYPTION_ANY,IKE_GROUP_ANY,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4V6,120,false,NONE,false,false,0
138,Sky_GB,imsApn,ims,EAP,IPV4,false,false,USER_FQDN,023430123456701@nai.epc.mnc057.mcc234.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_ANY,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,true,false,1300
139,Sky_GB,xcapApn,xcap,EAP,IPV4,false,false,USER_FQDN,023430123456701@nai.epc.mnc057.mcc234.3gppnetwork.org,KEY_ID,ut.mobile.sky,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_ANY,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,1300
140,Sky_GB,mmsApn,mms,EAP,IPV4,false,false,USER_FQDN,023430123456701@nai.epc.mnc057.mcc234.3gppnetwork.org,KEY_ID,wifi.mms.mobile.sky,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_ANY,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,1300
141,TDC_DK,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,023430123456701@nai.epc.mnc001.mcc238.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,43200,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,43200,1,60,10,30,tap0,P-CSCF-V6,120,false,NONE,false,false,1398
142,TDC_DK,xcapApn,xcap,EAP,IPV6,false,false,USER_FQDN,023430123456701@nai.epc.mnc001.mcc238.3gppnetwork.org,KEY_ID,XCAP,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,43200,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,43200,1,60,10,30,tap0,P-CSCF-V6,120,false,NONE,false,false,1398
143,TDC_DK,emergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,023430123456701@nai.epc.mnc001.mcc238.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,43200,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,43200,1,60,10,30,tap0,P-CSCF-V6,120,false,NONE,false,false,1398
144,Telenor_DK,imsApn,ims,EAP,IPV4,false,false,USER_FQDN,023430123456701@nai.epc.mnc002.mcc238.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,1280
145,Telenor_DK,xcapApn,xcap,EAP,IPV4,false,false,USER_FQDN,023430123456701@nai.epc.mnc002.mcc238.3gppnetwork.org,KEY_ID,hos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,1280
146,Telenor_DK,mmsApn,mms,EAP,IPV4,false,false,USER_FQDN,023430123456701@nai.epc.mnc002.mcc238.3gppnetwork.org,KEY_ID,telenor,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,1280
147,3_DK,imsApn,ims,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc006.mcc238.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,28800,1,60,10,30,tap0,P-CSCF-V4V6,120,false,NONE,false,false,1300
148,3_DK,imsMms,mms,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc006.mcc238.3gppnetwork.org,KEY_ID,services,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,30,tap0,P-CSCF-V4V6,120,false,NONE,false,false,1300
149,3_DK,imsXcap,xcap,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc006.mcc238.3gppnetwork.org,KEY_ID,services,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,28800,1,60,10,30,tap0,P-CSCF-V4V6,120,false,NONE,false,false,1300
150,3_DK,emergencyApn,emergency,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc006.mcc238.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,28800,1,60,10,30,tap0,P-CSCF-V4V6,120,false,NONE,false,false,1300
151,Telia_DK,imsApn,ims,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc020.mcc238.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,1280
152,Telia_DK,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc020.mcc238.3gppnetwork.org,KEY_ID,www.mms.mtelia.dk,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,1280
153,Telia_DK,xcapApn,xcap,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc020.mcc238.3gppnetwork.org,KEY_ID,hos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,1280
154,Telia_DK,emergencyApn,emergency,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc020.mcc238.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,1280
155,Telia_DK:MVNO,imsApn,ims,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc020.mcc238.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,1280
156,Telia_DK:MVNO,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc020.mcc238.3gppnetwork.org,KEY_ID,mmssp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,1280
157,Telia_DK:MVNO,xcapApn,xcap,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc020.mcc238.3gppnetwork.org,KEY_ID,hos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,1280
158,Telia_DK:MVNO,emergencyApn,emergency,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc020.mcc238.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,1280
159,Telia_SE,imsApn,ims,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc001.mcc240.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,0
160,Telia_SE,imsMms,mms,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc001.mcc240.3gppnetwork.org,KEY_ID,mms.telia.se,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,0
161,Telia_SE,imsXcap,xcap,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc001.mcc240.3gppnetwork.org,KEY_ID,hos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,0
162,Telia_SE,emergencyApn,emergency,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc001.mcc240.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,87900,1,60,10,30,tap0,P-CSCF-V4V6,330,false,NONE,false,false,0
163,3_SE,imsApn,ims,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc002.mcc240.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,28800,1,60,10,30,tap0,P-CSCF-V4V6,120,false,NONE,false,false,1300
164,3_SE,imsMms,mms,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc002.mcc240.3gppnetwork.org,KEY_ID,services,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,28800,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,1300
165,3_SE,imsXcap,xcap,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc002.mcc240.3gppnetwork.org,KEY_ID,services,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,28800,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,1300
166,3_SE,emergencyApn,emergency,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc006.mcc238.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,28800,1,60,10,30,tap0,P-CSCF-V4,120,false,NONE,false,false,1300
