id,page_url,icon_id
41,http://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE,11
42,https://googleads.g.doubleclick.net/aclk?sa=l&ai=CPdnGkrt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1sQlhW_zTTLUdqYAKAZgLAaEL1e-vhsMiTSHICwLQCxG4DAG4E-wD2BMCghQRGg93d3cueW91dHViZS5jb22IFAGgFwE&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&sig=AOD64_0SI9gLI-5nWL31lNqDvTgdxUTbbQ&client=ca-pub-6219811747049371&adurl=http://mintahoe.com&ms=CoACy6aHNy990CRxJv4ruiuA0psRSYFdyzZnWDzCqNT3KPER5gjaKfkr7loM9AS4CAmBVFKlX16cpWXc-lslKw0ZHgf2AEj54Zkt48p1aF-HyTMf0PF-4FeFwzULMLp6Rxc9nZoVbej9YKhkozCSuNlwZbTKrlHv3OeQYlH1_5ILs8UM9n-kyyV21JjVWXmyEXLztv85TECEOQg3KZCkCEgoUt8psKmyb9HuVJEqinwDfoYv7LhDJ0lkfPp4ry2Sm8V3F53A5oaMi_LJ0Y75MwXpsNzHvXiY9L_yh4HlWATeeCW6NkSDIJjH8nVm4y2ncfCh_mvbqDK0uC6xCasN1jgkEgqAAmHHYjWPTRGY6cBNMTIwizoS4700yxL-Rj44dX1K-Rlsb9aavt4yFGoKxO7ZxQCGsSYftaugzloYfTkyTsbP9HOTdDKAlKu0RAg2DbvLxG9-H-fH8IPrI37JNOJrMRDvRo9oQrfD9KnkeDhXVuohkaLTsgaMXKRutTZSmn7muCzQW53vgdgPdVAmjYvUmvMct6yerNL3ZElJLG4Y7zS_TYmtyMph7YoFvD4xrxwsJjcDbA29uV1lzSbKxWv2HpvrVRt5Ju1tKOMw7pB9Hwe4goJKA0GVRVck44xvpU8R0Dz1mLWz6-HCLxMGMBjBo2xGAeFi_Z4LCDDc9dZNF-Ye3lISEMEDhUIgCmpOQiIVaXpgmZE&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691,11
43,https://www.googleadservices.com/pagead/aclk?sa=L&ai=Can63krt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1mgkTaHR0cDovL21pbnRhaG9lLmNvbbEJYVv800y1HamACgGYCwGhC9Xvr4bDIk0hyAsC0AsRuAwBuBPsA9gTAoIUERoPd3d3LnlvdXR1YmUuY29tiBQBoBcB&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&client=ca-pub-6219811747049371&ms=CoACPMjH1denXpkW4xg0IylR9bUktMJdXymmKYTIiFXcSfp2MbkoRv7UNNZcoXbEsx1RDwLaaljMRsn4h3KRjDYSG0r7gumV45jMLqlFjFbkWaG4ObzBO5zhOb3RqAH2Z6k_Aie29aM4XfeCfHw2Mu4aGkwoZN1_9RxAYpMHUB5u-9GA7mGzq0QmAfBG02dZf-6j-r19-KWLu79myFvagOwqGGYk0Via5brXG4YygPjlOOvo9HxydF2xzfF5_T1phYQWDPC8MUjsjgfXDBnbSclb8T7XCYFnpYfnnOs9SuruWYxwPimrrtfcO95-gRn0sV9nEWOuACS1xjyUXuKzk3QeJwqAAtb13RN8_xMh9zFaPBSrhvwISwS4waCVz_YTbrneih2iPuwA-YYiKFo8EEENbA2qe1-vc_Lx-CSXnfj9_2wqEsxCl18QSgufilctPX2zPgoPU1xa7oIZmMJYqKwFfdqsyXib130gMjW10BgWCC3dffg7zofQuHVjAReKs9ezne4lurYdyRl7KyH-RH4B1OQ5DC5kFk_oqpQhVncPNjxSUGgcD0VWKTiWeZPze-m7satdEUXkPmEHwT77Az8bu_baKsFw3P5Bnj25G946yU-hvKVVzxT5GwazleQxnj-JHAwxqxkHKipwtUYeHR2wIGgP-xZbshtApCaPOfExdggxSxISEFDpuPDnFoHtWi34uF_0piI&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691&dblrd=1&uid=Cl4AZWm_UpBtRJrhtfB5FzSnqF84N0b7m7DIHXzizGSIeCEZ9BeawwVq4-jhr_DupCwyvDBqwhwMf2xD_Kga2Gsos7xm6NfA1OAII2kwu9HKKcOsKa15b68F1nbZUWDVEO_6ooMGGAIYDw&sig=AOD64_3uhbaAt35uCFNR5lqxM7DZagKwRw&adurl=http://mintahoe.com,11
44,https://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE,11
45,http://mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE,12
46,http://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE,12
47,https://googleads.g.doubleclick.net/aclk?sa=l&ai=CPdnGkrt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1sQlhW_zTTLUdqYAKAZgLAaEL1e-vhsMiTSHICwLQCxG4DAG4E-wD2BMCghQRGg93d3cueW91dHViZS5jb22IFAGgFwE&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&sig=AOD64_0SI9gLI-5nWL31lNqDvTgdxUTbbQ&client=ca-pub-6219811747049371&adurl=http://mintahoe.com&ms=CoACy6aHNy990CRxJv4ruiuA0psRSYFdyzZnWDzCqNT3KPER5gjaKfkr7loM9AS4CAmBVFKlX16cpWXc-lslKw0ZHgf2AEj54Zkt48p1aF-HyTMf0PF-4FeFwzULMLp6Rxc9nZoVbej9YKhkozCSuNlwZbTKrlHv3OeQYlH1_5ILs8UM9n-kyyV21JjVWXmyEXLztv85TECEOQg3KZCkCEgoUt8psKmyb9HuVJEqinwDfoYv7LhDJ0lkfPp4ry2Sm8V3F53A5oaMi_LJ0Y75MwXpsNzHvXiY9L_yh4HlWATeeCW6NkSDIJjH8nVm4y2ncfCh_mvbqDK0uC6xCasN1jgkEgqAAmHHYjWPTRGY6cBNMTIwizoS4700yxL-Rj44dX1K-Rlsb9aavt4yFGoKxO7ZxQCGsSYftaugzloYfTkyTsbP9HOTdDKAlKu0RAg2DbvLxG9-H-fH8IPrI37JNOJrMRDvRo9oQrfD9KnkeDhXVuohkaLTsgaMXKRutTZSmn7muCzQW53vgdgPdVAmjYvUmvMct6yerNL3ZElJLG4Y7zS_TYmtyMph7YoFvD4xrxwsJjcDbA29uV1lzSbKxWv2HpvrVRt5Ju1tKOMw7pB9Hwe4goJKA0GVRVck44xvpU8R0Dz1mLWz6-HCLxMGMBjBo2xGAeFi_Z4LCDDc9dZNF-Ye3lISEMEDhUIgCmpOQiIVaXpgmZE&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691,12
48,https://www.googleadservices.com/pagead/aclk?sa=L&ai=Can63krt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1mgkTaHR0cDovL21pbnRhaG9lLmNvbbEJYVv800y1HamACgGYCwGhC9Xvr4bDIk0hyAsC0AsRuAwBuBPsA9gTAoIUERoPd3d3LnlvdXR1YmUuY29tiBQBoBcB&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&client=ca-pub-6219811747049371&ms=CoACPMjH1denXpkW4xg0IylR9bUktMJdXymmKYTIiFXcSfp2MbkoRv7UNNZcoXbEsx1RDwLaaljMRsn4h3KRjDYSG0r7gumV45jMLqlFjFbkWaG4ObzBO5zhOb3RqAH2Z6k_Aie29aM4XfeCfHw2Mu4aGkwoZN1_9RxAYpMHUB5u-9GA7mGzq0QmAfBG02dZf-6j-r19-KWLu79myFvagOwqGGYk0Via5brXG4YygPjlOOvo9HxydF2xzfF5_T1phYQWDPC8MUjsjgfXDBnbSclb8T7XCYFnpYfnnOs9SuruWYxwPimrrtfcO95-gRn0sV9nEWOuACS1xjyUXuKzk3QeJwqAAtb13RN8_xMh9zFaPBSrhvwISwS4waCVz_YTbrneih2iPuwA-YYiKFo8EEENbA2qe1-vc_Lx-CSXnfj9_2wqEsxCl18QSgufilctPX2zPgoPU1xa7oIZmMJYqKwFfdqsyXib130gMjW10BgWCC3dffg7zofQuHVjAReKs9ezne4lurYdyRl7KyH-RH4B1OQ5DC5kFk_oqpQhVncPNjxSUGgcD0VWKTiWeZPze-m7satdEUXkPmEHwT77Az8bu_baKsFw3P5Bnj25G946yU-hvKVVzxT5GwazleQxnj-JHAwxqxkHKipwtUYeHR2wIGgP-xZbshtApCaPOfExdggxSxISEFDpuPDnFoHtWi34uF_0piI&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691&dblrd=1&uid=Cl4AZWm_UpBtRJrhtfB5FzSnqF84N0b7m7DIHXzizGSIeCEZ9BeawwVq4-jhr_DupCwyvDBqwhwMf2xD_Kga2Gsos7xm6NfA1OAII2kwu9HKKcOsKa15b68F1nbZUWDVEO_6ooMGGAIYDw&sig=AOD64_3uhbaAt35uCFNR5lqxM7DZagKwRw&adurl=http://mintahoe.com,12
49,https://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE,12
50,https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,3
51,"https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#lkt=LocalPoiPhotos&trex=m_t:lcl_akp,rc_f:nav,rc_ludocids:17742529286704743048,rc_q:Beaver%2520Creek%2520Commons,ru_q:Beaver%2520Creek%2520Commons,trex_id:bo0myb",3
52,https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#sbfbu=1&pi=beavercreek%20commons,3
53,https://www.google.com/search?q=nike+outlet&client=ms-android-samsung-gn-rev1&ei=dS2HYKXHHdaC9PwPhrGOsAo&gs_ssp=eJzj4tVP1zc0TE_LTclLsohXYDRgdGDw4s7LzE5VyC8tyUktAQCVAwmP&oq=nike+&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIOCC4QxwEQrwEQkQIQkwIyCgguEMcBEKMCEEMyCgguEMcBEK8BEEMyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoICC4QxwEQrwE6BggAEBYQHjoCCCk6CAgAEOoCEI8BOgUILhCRAjoICC4QsQMQgwE6CAgAELEDEIMBOggILhDHARCjAjoLCC4QxwEQrwEQkQI6BAgAEEM6DQguELEDEMcBEKMCEEM6CwguELEDEMcBEKMCOgUIABCxAzoOCC4QsQMQxwEQowIQkQJQnY4BWJfVAWC1-gFoBXABeAKAAeIBiAGZGZIBBjAuMTQuM5gBAKABAbABFMgBCMABAQ&sclient=mobile-gws-wiz-serp,3
54,https://www.google.com/search?q=nike+outlet+monroe+ohio&client=ms-android-samsung-gn-rev1&ei=dS2HYKXHHdaC9PwPhrGOsAo&gs_ssp=eJzj4tZP1zcsSSk0K8iLN2C0UjWosLAwMTBNNjROgwIrgwpzM4NEY0NjQ0OTVGMTQyNjL_G8zOxUhfzSkpzUEoXc_LyifCAvIzMfAG2uF7M&oq=nike&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIKCCkQxwEQowIQQzIOCC4QxwEQrwEQkQIQkwIyDgguELEDEMcBEKMCEJECMgoILhDHARCvARBDMgIIADICCAAyAggAMgIIADoECAAQRzoCCCk6CAgAEOoCEI8BOgUILhCRAjoICC4QsQMQgwE6CAgAELEDEIMBOggILhDHARCjAjoLCC4QxwEQrwEQkQI6BAgAEEM6DQguELEDEMcBEKMCEEM6CwguELEDEMcBEKMCOgUIABCxAzoICC4QxwEQrwFQlilYwjdgn1BoAnABeACAAesBiAHkBpIBAzItNJgBAKABAbABFcgBCMABAQ&sclient=mobile-gws-wiz-serp,3
55,https://www.google.com/search?q=apple+mask&oq=apple+mask&aqs=chrome..69i57j0i433i457j0l3.2513j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,3
56,https://hotels.tmobiletravel.com/th/tmobile/en/?utm_medium=partner-app&utm_campaign=tr-tmo-tuesdays-tmt-app&utm_content=tr-tmo-tuesdays-tmt-app&utm_source=tmo-tmt-app,13
57,https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%2C%20SC%2C%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F01%2F2021&checkOut=06%2F03%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D,13
58,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F01%2F2021&checkOut=06%2F03%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D",13
59,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F01%2F2021&checkOut=06%2F03%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=da6bbcd6-087d-4f2e-9a1d-ff1a97eb31a7&language=en",13
60,https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%2C%20SC%2C%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D,13
61,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D",13
62,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=22f3e124-d5a7-480c-bf73-4b74a0dc8295&language=en",13
63,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.6894543&longitude=-78.88151479999999&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc",13
64,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.6894543&longitude=-78.88151479999999&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9",13
65,"https://hotels.tmobiletravel.com/details?id=1485984&region=34790&query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.689454&longitude=-78.881515&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&dAvePrice=192",13
66,"https://hotels.tmobiletravel.com/booking/payment/45b9c2f7-5b1a-02eb-6a52-0afea10df172?hotelId=1485984&region=34790&query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.689454&longitude=-78.881515&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&dAvePrice=192&dp=1",13
67,"https://hotels.tmobiletravel.com/booking/payment/45b9c2f7-5b1a-02eb-6a52-0afea10df172?hotelId=1485984&region=34790&query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.689454&longitude=-78.881515&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&dTotalPrice=917&dp=0",13
68,"https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&language=en",13
69,https://www.google.com/m?client=ms-android-samsung-gn-rev1&source=android-home#sbfbu=1&pi=,3
70,https://m.facebook.com/,14
71,https://www.amazon.com/,15
72,https://m.youtube.com/,16
73,http://www.espn.com/,17
74,https://en.m.wikipedia.org/,18
75,https://www.yahoo.com/,19
76,https://m.ebay.com/,20
77,https://www.instagram.com/,21
78,https://www.google.com/search?q=how+to+mount+a+pendrive+on+android&oq=how+to+mount+a+pen+drive+on+androu&aqs=chrome.1.69i57j33i10i160l3.17423j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,3
79,"https://www.google.com/amp/s/www.tomsguide.com/amp/us/connect-usb-drive-to-android,news-21213.html",3
80,https://www.google.com/search?q=what+is+otg+file+format+does+android+support&oq=what+is+otg+file+format+does+android+support&aqs=chrome..69i57j33i160j33i299l2.15811j1j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,3
81,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,3
82,https://www.amazon.com/Samsung-Original-Type-USB-Adapter/dp/B01N8PO8YA/ref=asc_df_B01N8PO8YA/?tag=hyprod-20&linkCode=df0&hvadid=309786254858&hvpos=&hvnetw=g&hvrand=18293347246396017199&hvpone=&hvptwo=&hvqmt=&hvdev=m&hvdvcmdl=&hvlocint=&hvlocphy=9008696&hvtargid=pla-570286414544&psc=1,22
83,https://www.google.com/aclk?sa=L&ai=DChcSEwiVw8yS8eLwAhUx8uMHHSYfAKEYABAEGgJ5bQ&ae=2&sig=AOD64_3TMH0KcFSUq7MlnniGoha6rNY2fw&ctype=5&q=&ved=2ahUKEwih28GS8eLwAhWGVTABHauJDAwQ8w56BAgBEBs&dct=1&adurl=,22
84,https://simplecellshop.com/products/SAM308244028?gclid=EAIaIQobChMIlcPMkvHi8AIVMfLjBx0mHwChEAsYBCABEgICcPD_BwE,23
85,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiVw8yS8eLwAhUx8uMHHSYfAKEYABAFGgJ5bQ&ae=2&ohost=www.google.com&cid=CAASEuRo3dwBZ14F6aUUTW38gtjYUw&sig=AOD64_1dAZllQknYJ9dvHBY6MLYnTZd7DQ&ctype=5&q=&ved=2ahUKEwih28GS8eLwAhWGVTABHauJDAwQ8w56BAgBECo&dct=1&adurl=,23
86,https://www.beenverified.com/mobile-dos-donts/,24
