_id,topic_id,topic_id_hash,name,is_following,description,is_not_interested,icon_url
236,1074758954444513282,423864495,Podcasts & radio,0,All about podcasts & radio,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
237,847524658970636288,-2066369106,Music,0,All about music,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
238,917496899715788801,-779078601,Running,0,Fitness,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
239,860147410856665088,-146135805,Vegetarianism,0,Food,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
240,1047111583309029381,463964304,History,0,All about history,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
241,1357438156719550465,-772601659,PC building,0,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
242,854761964874088448,-1331589247,Hair care,0,Beauty,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
243,845354777613512704,1636936767,Fashion models,0,Fashion,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
244,847868745150119936,-279769322,Home & family,0,All about home and family,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
245,930481874400526336,-1655407021,Home improvement,0,All about home improvement,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
246,1114213516271964160,-163136137,Movie news,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
247,1095327230433972227,-634087195,Apex Legends,0,Video game,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
248,1265345392389918720,1978013265,Washington State,0,All about Washington State,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
249,1174432578503204864,206278616,PC gaming,0,Video game platform,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
250,1054826545758396416,-2061898901,Twitch,1,Brand,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
251,852263859209478144,-258654507,Cats,0,Pets,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
252,1285957056856391681,1559271721,Streetwear,0,Fashion,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
253,847522909018914820,-784664119,Comedy,0,All about comedy,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
254,1129086092202860544,-12865611,Marine life,0,Pets,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
255,1256236649253449729,-2071160403,Fashion & beauty,0,All about fashion & beauty,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
256,1194369185473691648,1651036713,North America travel,0,Destination,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
257,1095391406816784384,-1756875281,Shopping,0,Fashion and beauty,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
258,1243205598633590784,1792262080,Sharks,0,Marine life,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
259,917479016617017345,-519991268,Yoga,0,Fitness,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
260,1355251872316051456,795988026,Space telescopes,0,Space,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
261,898268412647886851,-1836697889,Guitar,0,Musical instrument,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
262,1243202777972498433,-1235901422,Oceanography,0,Science,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
263,1288803906768666625,596692439,Fashion business,0,Business & finance,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
264,1034501001544257536,-1194804130,Gaming news,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
265,1287665062316879873,1588435195,Houseplants,0,Gardening,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
266,1280507071251636224,190925634,Farm life,0,All about farm life,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
267,1070028376662888448,-258502498,Gaming consoles,0,Gaming,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
268,1357372374941790208,1974664604,Solar System,0,Space,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
269,1357430100367605760,161681990,UX design,0,Computer programming,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
270,854694311216136192,1455629108,Tattoos,0,All about tattoos and body art,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
271,1108100469778345984,797791499,Classic rock,0,Music genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
272,1357523684357931013,-1991044368,Renewable energy,0,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
273,1255971854306562048,52064471,Everyday style,0,Fashion,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
274,1301195966125494272,1391639043,$BTC,1,Currency,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
275,1091055942249046016,796583228,Chefs,0,Food,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
276,1194372254563323905,978227582,Caribbean travel,0,Destination,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
277,1303047383169736705,-963120554,$SPCE,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
278,856977093191647233,1388756952,Sci-fi & fantasy films,0,Movie genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
279,10043689888,491831377,Minecraft,0,Video game,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
280,1357330260291821577,-1638712984,Exoplanets,0,Space,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
281,1201639602840145920,682241915,Cloud gaming,0,Video game platform,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
282,848920448297385989,-1630034403,Animation software,0,Animation,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
283,1352693397153222656,-84902476,Volcanoes,0,Geology,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
284,1354786660328693765,-1399149437,Zoology,0,Science,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
285,856558577950916608,-1230927138,FIFA,0,Video game,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
286,847902631011930112,134828824,Sailing,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
287,1273386679273807873,-647649153,3D animation,0,Animation,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
288,1284100459137871872,418193522,Astrophotography,0,Photography and space,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
289,847521144173350912,609496609,Comics,0,Book genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
290,847868900628774913,1160262217,Birdwatching,0,All about birdwatching,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
291,847519659179954178,2130634549,Books,0,All about books,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
292,1088447781453193225,289977316,Antiques,0,All about antiques,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
293,913142676819648512,1782352507,Cryptocurrencies,0,Business & finance,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
294,10027048853,380726552,PlayStation,0,Game developers and publisher,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
295,1357426041959026688,1885828678,Audiophiles,0,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
296,10027933222,637310575,Call of Duty,0,Video game,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
297,1007349748829786112,-385498125,Ripple cryptocurrency,1,Cryptocurrency,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
298,1047123725525479425,-2131656337,Information security,1,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
299,1303026843365171206,841460503,$DOGE,0,Currency,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
300,992498112978534400,1943617063,Animal Crossing,0,Video game,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
301,1138864492526297093,290249239,Cancer,0,Zodiac sign,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
302,1362150501844885504,912816788,Keyboard enthusiasts,0,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
303,1248316002317643776,690432891,Athletic apparel,0,Fitness fashion,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
304,1362135345043673092,1443812903,Electric vehicles,0,Automotive,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
305,810937781996253185,-1686347926,Country music,0,Music genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
306,849674563310862337,-308402759,Classical music,0,Music genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
307,986247671663898625,632968387,Star Wars,0,Epic space-opera media franchise ,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
308,1379479913510490121,-1285210000,You might like,0,,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
309,809504745597476864,-984480522,Mark Cuban,0,Business personality,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
310,1197967868597420032,1644045490,Men's style,0,Fashion,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
311,839543621107884032,1552355988,Nonprofits,0,Business & finance,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
312,1355276949149470721,1199483728,Paleontology,0,Science,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
313,1003939287300071425,933447436,Health news,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
314,10026713294,-309298231,Nintendo,0,Game developers and publisher,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
315,10026773952,-303750504,Adidas,0,Athletic apparel brand,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
316,1361684423754665994,1351005941,Arduino,0,Microcontroller,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
317,1326513989208084481,982657010,The Expanse,0,Sci-fi and fantasy series,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
318,1301229157511168001,1811015990,$ETH,1,Currency,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
319,860145749463506944,-55572077,Veganism,1,Food,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
320,807323059241689088,1438607945,Meek Mill,0,Rapper,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
321,1235998170233991168,-645320833,Sneakers,1,Fashion,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
322,731226186278309890,961609752,San Jose Earthquakes,0,MLS team,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
323,1139233849991237632,1196776767,Marques Brownlee,0,Digital creator,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
324,1237037424661770242,1432756362,Neuroscience,0,Science,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
325,706095543072624640,-945486784,Wichita State Shockers,0,NCAA basketball team,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
326,733756533759082498,43184496,Copa Libertadores,0,Soccer competition,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
327,847902942245957632,-600757930,Snowboarding,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
328,854711040990248960,-1698830591,Red Bull Racing Honda,0,Formula 1 team,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
329,10047963346,-169264461,Reuters,0,,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
330,988882978871758849,-860749452,Gears of War,0,Video game,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
331,733774374826704896,-349059133,Cesc Fabregas,0,Soccer player,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
332,731226259695394820,-506539675,DC United,0,MLS team,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
333,1107660329767440384,1679681510,Barstool Sports,0,Sports news,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
334,1355262582005792773,809007125,Weather videos,0,Weather,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
335,856976742166048769,-2080545407,Documentary films,0,Movie genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
336,991743180566478848,-1821796744,Rockstar Games,0,Game developers and publisher,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
337,1046581724098912256,426099036,Concept art,0,Visual art,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
338,849684194242338816,1747500158,Alternative rock,0,Music genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
339,849674653945569284,353174226,EDM,0,Music genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
340,1201627082238742528,-1296840340,Xbox One,0,Video game platform,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
341,1260304595256893440,410066236,Florida,0,All about Florida,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
342,852221476711186432,1530050020,UFC,0,MMA league,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
343,850395585941086209,-540316435,Beauty,0,All about beauty,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
344,849684649840214020,2039733159,Heavy metal,0,Music genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
345,856976559529263104,189014728,Animated films,0,Movie genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
346,847902992321753088,-1306118469,Surfing,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
347,10045599546,-2055837196,Pokémon,0,Anime & game franchise,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
348,1372588659346612225,458148913,Binance,0,,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
349,1204876196070051840,-1215038603,Las Vegas travel,1,Travel,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
350,1196845866138533888,328087549,Automobile Brands,0,Automotive,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
351,848920371311001600,-1172930042,Technology,1,All about technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
352,849684394923016192,-447531306,Indie rock,0,Music genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
353,10049614909,1515273279,Robinhood,0,Financial service,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
354,1007351676301242369,-1071109906,Litecoin cryptocurrency,1,Cryptocurrency,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
355,898661583827615744,-678141340,Machine learning,1,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
356,1201641937502998528,1292566958,Arcade gaming,0,Video game platform,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
357,1277995430236680192,1892880692,Outdoors,0,All about outdoors activities,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
358,1196446161223028736,-1163336956,Social media,0,Brand,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
359,913061256646377473,142405138,Black Lives Matter,0,Social movement,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
360,1251670280021225473,1161597106,COVID-19: health experts,0,All about covid-19: health experts,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
361,10024011568,2010200858,PUMA,0,Athletic apparel brand,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
362,1303042193133727744,779332874,$NKLA,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
363,1314604079088234498,-859474157,$PYPL,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
364,1314599225770954752,1826976935,$RKT,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
365,1306659423109046272,1417699570,$BABA,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
366,1303021414455238656,-833599257,$FB,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
367,1306701659146301440,1584308133,$PENN,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
368,1303035954727247872,-750183889,$QQQ,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
369,1303045873383829504,934500448,$ZM,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
370,1303039598570819584,166476956,$NFLX,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
371,819538160606539777,1707285895,Joe Rogan,0,Podcast host,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
372,1306568690641428481,388545736,$AMD,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
373,1303029299474100225,949177045,$MSFT,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
374,1306645188417171457,-1593059517,$GLD,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
375,1313550363178405889,951831502,$WKHS,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
376,1313525755347787776,1874172755,$NIO,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
377,1313547069123043328,1754651901,$DKNG,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
378,1313539885362343936,-1842027749,$NVDA,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
379,1303049190247866368,-1462254694,$VIX,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
380,1303043039196110848,1431104846,$GOOGL,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
381,1046539629501902848,-1376219948,Track & field,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
382,996469712660848640,-1434294673,The Joe Rogan Experience,0,Comedy podcast,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
383,1303003172865105921,476158043,$AAPL,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
384,1204161179821600768,1154748590,Lacrosse,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
385,847900861074292736,-76412857,Boxing,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
386,10026897402,-273160107,Electronic Arts (EA),0,Video game publisher,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
387,1070062157151166465,233617904,Motorcycle racing,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
388,1197984247270633472,311549286,Hotels,0,Travel,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
389,1306668868836835328,873190480,$SQ,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
390,1042531020724101120,2016451742,Ice T,0,Actor,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
391,10026482869,-388745150,Nike,1,Athletic apparel brand,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
392,847528885138870272,-1723866435,Motorcycles,1,All about motorcycles,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
393,1303715075421646849,1778496064,Actors,0,Celebrities,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
394,1307153406289612800,1848170944,Earthquakes,0,Weather,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
395,1192082698568814592,-1611712538,Animation,0,All about animation,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
396,847548225712119808,296089000,Holidays,0,All about holidays,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
397,1095352268046495745,-447742693,Celebrities,0,Entertainment,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
398,859837853076930560,-1448487022,Historical fiction,0,Book genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
399,1166408917095550976,1310932145,Formula 1 teams,0,Auto racing teams,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
400,1237778037241827328,1945642346,Cryptomining,0,Cryptocurrencies,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
401,1405571471955533827,194395514,USD Coin,0,Cryptocurrency,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
402,1306656588225105920,1700680848,$SHOP,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
403,1390680741206368263,1998909491,Cryptocurrency exchanges,0,Investing,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
404,1126559222122942464,2079899919,MrBeast,0,Digital creator,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
405,941747003825852416,-683656560,International Space Station,0,Space,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
406,847894852779900928,-844892734,Stocks & indices,0,Investing,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
